T,F
0.0,0.0
0.005000000000000782,0.5025864
0.010000000000000675,1.7474213
0.015000000000000568,4.0342789
0.020000000000000462,5.4774476
0.025000000000000355,6.8935242
0.03000000000000025,7.8753281
0.03500000000000014,8.2637634
0.040000000000000036,8.3719139
0.04500000000000082,8.2996674
0.05000000000000071,8.1160507
0.055000000000000604,7.8461113
0.0600000000000005,7.7225838
0.06500000000000039,7.6658364
0.07000000000000028,7.6067086
0.07500000000000018,7.6315346
0.08000000000000007,7.641716
0.08500000000000085,7.6750222
0.09000000000000075,7.693615
0.09500000000000064,7.7227631
0.10000000000000053,7.7478104
0.10500000000000043,7.7623979
0.11000000000000032,7.7475968
0.11500000000000021,7.7601052
0.1200000000000001,7.7369538
0.125,7.6801987
0.13000000000000078,7.6382561
0.13500000000000068,7.5815621
0.14000000000000057,7.4723397
0.14500000000000046,7.3421364
0.15000000000000036,7.1762886
0.15500000000000025,7.0209313
0.16000000000000014,6.8718644
0.16500000000000004,6.7018738
0.17000000000000082,6.5717698
0.1750000000000007,6.4626313
0.1800000000000006,6.3618698
0.1850000000000005,6.2548371
0.1900000000000004,6.1414643
0.19500000000000028,6.0533143
0.20000000000000018,5.9525528
0.20500000000000007,5.858078
0.21000000000000085,5.7530976
0.21500000000000075,5.622963
0.22000000000000064,5.5536957
0.22500000000000053,5.4739152
0.23000000000000043,5.3584214
0.23500000000000032,5.2513046
0.2400000000000002,5.1778412
0.2450000000000001,5.0854874
0.25,5.0078049
0.2550000000000008,4.9112549
0.2600000000000007,4.8167802
0.26500000000000057,4.7265091
0.27000000000000046,4.6362153
0.27500000000000036,4.5396271
0.28000000000000025,4.4388886
0.28500000000000014,4.3380966
0.29000000000000004,4.2562409
0.2950000000000008,4.165947
0.3000000000000007,4.0819626
0.3050000000000006,4.0000916
0.3100000000000005,3.9098206
0.3150000000000004,3.8027649
0.3200000000000003,3.7313767
0.3250000000000002,3.6368866
0.33000000000000007,3.5529099
0.33500000000000085,3.435341
0.34000000000000075,3.3576432
0.34500000000000064,3.2652893
0.35000000000000053,3.164528
0.3550000000000004,3.0805512
0.3600000000000003,2.9819032
0.3650000000000002,2.8958282
0.3700000000000001,2.809784
0.375,2.7405091
0.3800000000000008,2.6523437
0.3850000000000007,2.5662766
0.39000000000000057,2.5011902
0.39500000000000046,2.4130325
0.40000000000000036,2.3290558
0.40500000000000025,2.2471772
0.41000000000000014,2.1611023
0.41500000000000004,2.0918198
0.4200000000000008,2.0120469
0.4250000000000007,1.8860474
0.4300000000000006,1.8293763
0.4350000000000005,1.7559357
0.4400000000000004,1.6824341
0.4450000000000003,1.6530609
0.4500000000000002,1.6047821
0.45500000000000007,1.5439072
0.46000000000000085,1.4851074
0.46500000000000075,1.4158173
0.47000000000000064,1.3486405
0.47500000000000053,1.3045579
0.4800000000000004,1.2688751
0.4850000000000003,1.2269211
0.4900000000000002,1.2080231
0.4950000000000001,1.1975098
0.5,1.197525
0.5050000000000008,1.1891022
0.5100000000000007,1.1828232
0.5150000000000006,1.1429139
0.5200000000000005,1.1408386
0.5250000000000004,1.134552
0.5300000000000002,1.1513519
0.5350000000000001,1.1471863
0.54,1.1618881
0.5450000000000008,1.1723785
0.5500000000000007,1.1828537
0.5550000000000006,1.1891632
0.5600000000000005,1.1870728
0.5650000000000004,1.1849899
0.5700000000000003,1.1933899000000001
0.5750000000000002,1.1975861
0.5800000000000001,1.1786881
0.5850000000000009,1.1577149
0.5900000000000007,1.151413
0.5950000000000006,1.132515
0.6000000000000005,1.1282654
0.6050000000000004,1.0967942
0.6100000000000003,1.0841828
0.6150000000000002,1.0694657
0.6200000000000001,1.0442505
0.625,1.023262
0.6300000000000008,1.0106354
0.6350000000000007,0.9475937000000001
0.6400000000000006,0.9371186
0.6450000000000005,0.922371
0.6500000000000004,0.8866043
0.6550000000000002,0.8970718
0.6600000000000001,0.8571854
0.665,0.8445511
0.6700000000000008,0.8214417
0.6750000000000007,0.8004532
0.6800000000000006,0.7479478
0.6850000000000005,0.6891633
0.6900000000000004,0.6240692
0.6950000000000003,0.5589753
0.7000000000000002,0.5022965
0.7050000000000001,0.4414215
0.7100000000000009,0.409935
0.7150000000000007,0.3826676
0.7200000000000006,0.3448792
0.7250000000000005,0.3028794
0.7300000000000004,0.2923966
