T,F
0.0,0.0036849999999999383
0.004999999999999893,1.3559189000000003
0.009999999999999787,3.5249176
0.01499999999999968,5.4196167
0.019999999999999574,7.0247345
0.024999999999999467,8.224670399999999
0.02999999999999936,8.849689499999998
0.03500000000000014,9.2824364
0.040000000000000036,9.5056
0.04499999999999993,9.743591299999999
0.04999999999999982,9.813674899999999
0.054999999999999716,9.6947174
0.05999999999999961,9.6195144
0.0649999999999995,9.424400299999999
0.0699999999999994,9.2458458
0.07500000000000018,9.1279679
0.08000000000000007,9.0121498
0.08499999999999996,8.988716199999999
0.08999999999999986,8.9128724
0.09499999999999975,8.822391499999998
0.09999999999999964,8.6963005
0.10499999999999954,8.5828361
0.10999999999999943,8.442111899999999
0.11499999999999932,8.299297399999999
0.1200000000000001,8.167034099999999
0.125,8.022148099999999
0.1299999999999999,7.8625222
0.1349999999999998,7.717704800000001
0.13999999999999968,7.5350227
0.14499999999999957,7.3208618
0.14999999999999947,7.0647354
0.15499999999999936,6.7939072000000005
0.16000000000000014,6.5231323
0.16500000000000004,6.2838364
0.16999999999999993,6.061348
0.17499999999999982,5.8871002
0.17999999999999972,5.7128983
0.1849999999999996,5.5491333
0.1899999999999995,5.3770141
0.1949999999999994,5.2195816
0.20000000000000018,5.0222702
0.20500000000000007,4.8963165
0.20999999999999996,4.7619858
0.21499999999999986,4.627678
0.21999999999999975,4.4807205
0.22499999999999964,4.3526764
0.22999999999999954,4.2099304
0.23499999999999943,4.0839996
0.23999999999999932,3.9181213
0.2450000000000001,3.7900696
0.25,3.6578675
0.2549999999999999,3.5277176
0.2599999999999998,3.3996353
0.2649999999999997,3.2652969
0.2699999999999996,3.1330795
0.27499999999999947,2.9777451
0.27999999999999936,2.8538742
0.28500000000000014,2.7300186
0.29000000000000004,2.5893402
0.29499999999999993,2.4633789
0.2999999999999998,2.3605194000000003
0.3049999999999997,2.2366715
0.3099999999999996,2.1317062
0.3149999999999995,2.0225449
0.3199999999999994,1.9070586999999999
0.3250000000000002,1.7747727000000002
0.33000000000000007,1.6697845
0.33499999999999996,1.5437775
0.33999999999999986,1.4261856000000002
0.34499999999999975,1.2980652
0.34999999999999964,1.2098618
0.35499999999999954,1.1300582000000001
0.35999999999999943,1.048172
0.3649999999999993,0.9809418
0.3700000000000001,0.9032211
0.375,0.8234558
0.3799999999999999,0.7183837999999999
0.3849999999999998,0.6511994
0.3899999999999997,0.5777053
0.3949999999999996,0.5041961
0.39999999999999947,0.45801539999999996
0.40499999999999936,0.40130619999999995
0.41000000000000014,0.3445739
0.41500000000000004,0.30465699999999996
0.41999999999999993,0.2584839
0.4249999999999998,0.224823
0.4299999999999997,0.18277739999999998
0.4349999999999996,0.15752409999999994
0.4399999999999995,0.12183379999999999
0.4449999999999994,0.07769779999999993
0.4500000000000002,0.04832459999999994
0.45500000000000007,0.0
