Data Set 2:Time(s),Data Set 2:Force 1(N),Data Set 2:Force 2(N),Total Force,Integral of force,,
2.555,-0.157150269,-0.035751343,0.192901612,,,
2.56,-0.155059814,-0.03364563,0.188705444,,,
2.565,-0.167633057,-0.031539917,0.199172974,,,
2.57,-0.169723511,-0.029441833,0.199165344,,,
2.575,-0.165534973,-0.03364563,0.199180603,,,
2.58,-0.165534973,-0.029441833,0.194976806,,,
2.585,-0.157150269,0.008407593,0.148742676,,,
2.59,-0.161346436,-0.014724731,0.176071167,,,
2.595,-0.159248352,-0.018928528,0.17817688,,,
2.6,-0.167633057,-0.025238037,0.192871094,,,
2.605,-0.16343689,-0.029441833,0.192878723,,,
2.61,-0.159248352,0.008407593,0.150840759,,,
2.615,-0.159248352,-0.006309509,0.165557861,,,
2.62,-0.157150269,-0.018928528,0.176078797,,,
2.625,-0.157150269,-0.025238037,0.182388306,,,
2.63,-0.161346436,-0.029441833,0.190788269,,,
2.635,-0.161346436,-0.031539917,0.192886353,,,
2.64,-0.161346436,-0.031539917,0.192886353,,,
2.645,-0.161346436,-0.03364563,0.194992066,,,
2.65,-0.155059814,-0.031539917,0.186599731,,,
2.655,-0.159248352,-0.027336121,0.186584473,,,
2.66,-0.155059814,-0.03364563,0.188705444,,,
2.665,-0.157150269,-0.029441833,0.186592102,,,
2.67,-0.16343689,-0.027336121,0.190773011,,,
2.675,-0.167633057,-0.027336121,0.194969178,,,
2.68,-0.161346436,-0.037849426,0.199195862,,,
2.685,-0.159248352,-0.039955139,0.199203491,,,
2.69,-0.150863647,-0.03364563,0.184509277,,,
2.695,-0.155059814,-0.004203796,0.15926361,,,
2.7,-0.165534973,-0.010513306,0.176048279,,,
2.705,-0.161346436,-0.023132324,0.18447876,,,
2.71,-0.169723511,-0.025238037,0.194961548,,,
2.715,-0.159248352,-0.03364563,0.192893982,,,
2.72,-0.16343689,-0.03364563,0.19708252,,,
2.725,-0.155059814,-0.027336121,0.182395935,,,
2.73,-0.148773193,-0.018928528,0.167701721,,,
2.735,-0.150863647,-0.025238037,0.176101684,,,
2.74,-0.157150269,-0.023132324,0.180282593,,,
2.745,-0.14667511,-0.031539917,0.178215027,,,
2.75,-0.148773193,-0.031539917,0.18031311,,,
2.755,-0.148773193,-0.035751343,0.184524536,,,
2.76,-0.152961731,-0.023132324,0.176094055,,,
2.765,-0.157150269,-0.025238037,0.182388306,,,
2.77,-0.155059814,-0.029441833,0.184501647,,,
2.775,-0.157150269,-0.035751343,0.192901612,,,
2.78,-0.16343689,-0.037849426,0.201286316,,,
2.785,-0.159248352,-0.037849426,0.197097778,,,
2.79,-0.167633057,-0.029441833,0.19707489,,,
2.795,-0.171821594,-0.008415222,0.180236816,,,
2.8,-0.161346436,-0.010513306,0.171859742,,,
2.805,-0.16343689,-0.014724731,0.178161621,,,
2.81,-0.159248352,-0.018928528,0.17817688,,,
2.815,-0.150863647,-0.023132324,0.173995971,,,
2.82,-0.159248352,-0.002105713,0.161354065,,,
2.825,-0.152961731,-0.010513306,0.163475037,,,
2.83,-0.148773193,-0.023132324,0.171905517,,,
2.835,-0.161346436,-0.029441833,0.190788269,,,
2.84,-0.159248352,-0.029441833,0.188690185,,,
2.845,-0.155059814,-0.031539917,0.186599731,,,
2.85,-0.16343689,-0.018928528,0.182365418,,,
2.855,-0.152961731,-0.023132324,0.176094055,,,
2.86,-0.148773193,-0.027336121,0.176109314,,,
2.865,-0.155059814,-0.031539917,0.186599731,,,
2.87,-0.155059814,-0.029441833,0.184501647,,,
2.875,-0.159248352,-0.039955139,0.199203491,,,
2.88,-0.159248352,-0.035751343,0.194999695,,,
2.885,-0.157150269,-0.035751343,0.192901612,,,
2.89,-0.161346436,-0.042060852,0.203407288,,,
2.895,-0.16343689,-0.046264648,0.209701538,,,
2.9,-0.152961731,-0.004203796,0.157165527,,,
2.905,-0.161346436,-0.014724731,0.176071167,,,
2.91,-0.150863647,-0.006309509,0.157173156,,,
2.915,-0.152961731,-0.018928528,0.171890259,,,
2.92,-0.16343689,-0.025238037,0.188674927,,,
2.925,-0.150863647,-0.031539917,0.182403564,,,
2.93,-0.155059814,-0.031539917,0.186599731,,,
2.935,-0.150863647,-0.03364563,0.184509277,,,
2.94,-0.152961731,-0.031539917,0.184501648,,,
2.945,-0.150863647,-0.031539917,0.182403564,,,
2.95,-0.155059814,-0.029441833,0.184501647,,,
2.955,-0.142486572,-0.037849426,0.180335998,,,
2.96,-0.148773193,-0.031539917,0.18031311,,,
2.965,-0.155059814,-0.031539917,0.186599731,,,
2.97,-0.150863647,-0.029441833,0.18030548,,,
2.975,-0.150863647,-0.035751343,0.18661499,,,
2.98,-0.155059814,-0.031539917,0.186599731,,,
2.985,-0.152961731,-0.027336121,0.180297852,,,
2.99,-0.161346436,-0.018928528,0.180274964,,,
2.995,-0.167633057,-0.029441833,0.19707489,,,
3,-0.16343689,-0.018928528,0.182365418,,,
3.005,-0.161346436,-0.029441833,0.190788269,,,
3.01,-0.165534973,-0.002105713,0.167640686,,,
3.015,-0.165534973,-0.008415222,0.173950195,,,
3.02,-0.159248352,-0.018928528,0.17817688,,,
3.025,-0.157150269,-0.031539917,0.188690186,,,
3.03,-0.159248352,-0.006309509,0.165557861,,,
3.035,-0.165534973,-0.012619019,0.178153992,,,
3.04,-0.169723511,-0.018928528,0.188652039,,,
3.045,-0.167633057,-0.027336121,0.194969178,,,
3.05,-0.167633057,-0.029441833,0.19707489,,,
3.055,-0.159248352,-0.03364563,0.192893982,,,
3.06,-0.16343689,-0.029441833,0.192878723,,,
3.065,-0.159248352,-0.025238037,0.184486389,,,
3.07,-0.159248352,-0.031539917,0.190788269,,,
3.075,-0.165534973,-0.027336121,0.192871094,,,
3.08,-0.165534973,-0.029441833,0.194976806,,,
3.085,-0.159248352,-0.03364563,0.192893982,,,
3.09,-0.169723511,-0.025238037,0.194961548,,,
3.095,-0.16343689,-0.027336121,0.190773011,,,
3.1,-0.165534973,-0.027336121,0.192871094,,,
3.105,-0.178108215,-0.03364563,0.211753845,,,
3.11,-0.161346436,-0.027336121,0.188682557,,,
3.115,-0.165534973,-0.031539917,0.19707489,,,
3.12,-0.165534973,0,0.165534973,,,
3.125,-0.159248352,-0.010513306,0.169761658,,,
3.13,-0.165534973,-0.025238037,0.19077301,,,
3.135,-0.161346436,-0.023132324,0.18447876,,,
3.14,-0.152961731,-0.027336121,0.180297852,,,
3.145,-0.159248352,-0.035751343,0.194999695,,,
3.15,-0.169723511,-0.027336121,0.197059632,,,
3.155,-0.16343689,-0.029441833,0.192878723,,,
3.16,-0.16343689,-0.027336121,0.190773011,,,
3.165,-0.157150269,-0.027336121,0.18448639,,,
3.17,-0.159248352,-0.029441833,0.188690185,,,
3.175,-0.157150269,-0.023132324,0.180282593,,,
3.18,-0.165534973,-0.018928528,0.184463501,,,
3.185,-0.16343689,-0.023132324,0.186569214,,,
3.19,-0.155059814,-0.025238037,0.180297851,,,
3.195,-0.159248352,-0.029441833,0.188690185,,,
3.2,-0.155059814,-0.031539917,0.186599731,,,
3.205,-0.167633057,-0.023132324,0.190765381,,,
3.21,-0.159248352,-0.004203796,0.163452148,,,
3.215,-0.161346436,-0.008415222,0.169761658,,,
3.22,-0.16343689,0.006309509,0.157127381,,,
3.225,-0.165534973,0.004203796,0.161331177,,,
3.23,-0.159248352,-0.002105713,0.161354065,,,
3.235,-0.167633057,-0.012619019,0.180252076,,,
3.24,-0.161346436,-0.008415222,0.169761658,,,
3.245,-0.165534973,-0.010513306,0.176048279,,,
3.25,-0.176010132,-0.018928528,0.19493866,,,
3.255,-0.169723511,-0.016822815,0.186546326,,,
3.26,-0.171821594,-0.018928528,0.190750122,,,
3.265,-0.176010132,-0.018928528,0.19493866,,,
3.27,-0.176010132,-0.016822815,0.192832947,,,
3.275,-0.176010132,-0.014724731,0.190734863,,,
3.28,-0.167633057,-0.025238037,0.192871094,,,
3.285,-0.169723511,-0.025238037,0.194961548,,,
3.29,-0.169723511,-0.014724731,0.184448242,,,
3.295,-0.171821594,-0.021026611,0.192848205,,,
3.3,-0.165534973,-0.023132324,0.188667297,,,
3.305,-0.171821594,-0.021026611,0.192848205,,,
3.31,-0.173912048,-0.023132324,0.197044372,,,
3.315,-0.171821594,-0.023132324,0.194953918,,,
3.32,-0.176010132,-0.027336121,0.203346253,,,
3.325,-0.165534973,-0.021026611,0.186561584,,,
3.33,-0.16343689,0.029434204,0.134002686,,,
3.335,-0.157150269,0.027336121,0.129814148,,,
3.34,-0.16343689,0.002098083,0.161338807,,,
3.345,-0.165534973,-0.004203796,0.169738769,,,
3.35,-0.16343689,-0.010513306,0.173950196,,,
3.355,-0.16343689,-0.014724731,0.178161621,,,
3.36,-0.169723511,-0.014724731,0.184448242,,,
3.365,-0.159248352,-0.018928528,0.17817688,,,
3.37,-0.161346436,-0.025238037,0.186584473,,,
3.375,-0.157150269,-0.023132324,0.180282593,,,
3.38,-0.150863647,-0.016822815,0.167686462,,,
3.385,-0.167633057,-0.025238037,0.192871094,,,
3.39,-0.165534973,-0.018928528,0.184463501,,,
3.395,-0.159248352,-0.025238037,0.184486389,,,
3.4,-0.171821594,-0.016822815,0.188644409,,,
3.405,-0.16343689,-0.021026611,0.184463501,,,
3.41,-0.167633057,-0.025238037,0.192871094,,,
3.415,-0.157150269,-0.027336121,0.18448639,,,
3.42,-0.159248352,-0.004203796,0.163452148,,,
3.425,-0.155059814,-0.018928528,0.173988342,,,
3.43,-0.169723511,-0.018928528,0.188652039,,,
3.435,-0.167633057,-0.025238037,0.192871094,,,
3.44,-0.165534973,0.014717102,0.150817871,,,
3.445,-0.176010132,-0.002105713,0.178115845,,,
3.45,-0.167633057,-0.010513306,0.178146363,,,
3.455,-0.171821594,-0.023132324,0.194953918,,,
3.46,-0.176010132,-0.021026611,0.197036743,,,
3.465,-0.167633057,-0.016822815,0.184455872,,,
3.47,-0.16343689,-0.023132324,0.186569214,,,
3.475,-0.171821594,-0.016822815,0.188644409,,,
3.48,-0.159248352,-0.012619019,0.171867371,,,
3.485,-0.161346436,-0.016822815,0.178169251,,,
3.49,-0.157150269,-0.014724731,0.171875,,,
3.495,-0.16343689,-0.018928528,0.182365418,,,
3.5,-0.167633057,-0.018928528,0.186561585,,,
3.505,-0.16343689,-0.027336121,0.190773011,,,
3.51,-0.155059814,0.018920898,0.136138916,,,
3.515,-0.173912048,-0.006309509,0.180221557,,,
3.52,-0.169723511,-0.006309509,0.17603302,,,
3.525,-0.167633057,-0.012619019,0.180252076,,,
3.53,-0.167633057,-0.016822815,0.184455872,,,
3.535,-0.16343689,-0.021026611,0.184463501,,,
3.54,-0.169723511,-0.014724731,0.184448242,,,
3.545,-0.171821594,0.008407593,0.163414001,,,
3.55,-0.171821594,0.014717102,0.157104492,,,
3.555,-0.165534973,-0.006309509,0.171844482,,,
3.56,-0.169723511,-0.018928528,0.188652039,,,
3.565,-0.161346436,-0.018928528,0.180274964,,,
3.57,-0.167633057,-0.014724731,0.182357788,,,
3.575,-0.165534973,-0.010513306,0.176048279,,,
3.58,-0.169723511,-0.014724731,0.184448242,,,
3.585,-0.171821594,-0.021026611,0.192848205,,,
3.59,-0.165534973,-0.025238037,0.19077301,,,
3.595,-0.165534973,-0.016822815,0.182357788,,,
3.6,-0.169723511,-0.018928528,0.188652039,,,
3.605,-0.167633057,-0.016822815,0.184455872,,,
3.61,-0.178108215,-0.021026611,0.199134826,,,
3.615,-0.167633057,-0.016822815,0.184455872,,,
3.62,-0.167633057,-0.021026611,0.188659668,,,
3.625,-0.169723511,-0.016822815,0.186546326,,,
3.63,-0.157150269,-0.004203796,0.161354065,,,
3.635,-0.169723511,-0.010513306,0.180236817,,,
3.64,-0.171821594,-0.010513306,0.1823349,,,
3.645,-0.161346436,-0.016822815,0.178169251,,,
3.65,-0.16343689,-0.016822815,0.180259705,,,
3.655,-0.169723511,-0.016822815,0.186546326,,,
3.66,-0.171821594,-0.014724731,0.186546325,,,
3.665,-0.173912048,-0.014724731,0.188636779,,,
3.67,-0.171821594,-0.008415222,0.180236816,,,
3.675,-0.173912048,-0.006309509,0.180221557,,,
3.68,-0.167633057,-0.002105713,0.16973877,,,
3.685,-0.176010132,-0.010513306,0.186523438,,,
3.69,-0.169723511,-0.010513306,0.180236817,,,
3.695,-0.165534973,-0.014724731,0.180259704,,,
3.7,-0.159248352,-0.008415222,0.167663574,,,
3.705,-0.171821594,-0.012619019,0.184440613,,,
3.71,-0.16343689,-0.008415222,0.171852112,,,
3.715,-0.16343689,-0.010513306,0.173950196,,,
3.72,-0.165534973,0.021026611,0.144508362,,,
3.725,-0.165534973,0.004203796,0.161331177,,,
3.73,-0.171821594,-0.002105713,0.173927307,,,
3.735,-0.169723511,-0.008415222,0.178138733,,,
3.74,-0.169723511,-0.004203796,0.173927307,,,
3.745,-0.167633057,-0.012619019,0.180252076,,,
3.75,-0.167633057,-0.010513306,0.178146363,,,
3.755,-0.171821594,-0.008415222,0.180236816,,,
3.76,-0.165534973,-0.018928528,0.184463501,,,
3.765,-0.165534973,0.023132324,0.142402649,,,
3.77,-0.161346436,0,0.161346436,,,
3.775,-0.171821594,-0.004203796,0.17602539,,,
3.78,-0.173912048,-0.002105713,0.176017761,,,
3.785,-0.171821594,-0.008415222,0.180236816,,,
3.79,-0.176010132,-0.010513306,0.186523438,,,
3.795,-0.159248352,-0.010513306,0.169761658,,,
3.8,-0.157150269,-0.012619019,0.169769288,,,
3.805,-0.157150269,-0.004203796,0.161354065,,,
3.81,-0.155059814,0.014717102,0.140342712,,,
3.815,-0.167633057,0.004203796,0.163429261,,,
3.82,-0.167633057,-0.010513306,0.178146363,,,
3.825,-0.169723511,-0.006309509,0.17603302,,,
3.83,-0.171821594,-0.008415222,0.180236816,,,
3.835,-0.169723511,-0.012619019,0.18234253,,,
3.84,-0.165534973,-0.012619019,0.178153992,,,
3.845,-0.171821594,-0.012619019,0.184440613,,,
3.85,-0.171821594,-0.012619019,0.184440613,,,
3.855,-0.167633057,-0.014724731,0.182357788,,,
3.86,-0.176010132,-0.018928528,0.19493866,,,
3.865,-0.169723511,0.021026611,0.1486969,,,
3.87,-0.161346436,0.004203796,0.15714264,,,
3.875,-0.16343689,0.002098083,0.161338807,,,
3.88,-0.167633057,-0.004203796,0.171836853,,,
3.885,-0.167633057,-0.010513306,0.178146363,,,
3.89,-0.171821594,-0.012619019,0.184440613,,,
3.895,-0.167633057,-0.012619019,0.180252076,,,
3.9,-0.171821594,-0.012619019,0.184440613,,,
3.905,-0.16343689,-0.012619019,0.176055909,,,
3.91,-0.159248352,-0.010513306,0.169761658,,,
3.915,-0.165534973,-0.004203796,0.169738769,,,
3.92,-0.169723511,-0.012619019,0.18234253,,,
3.925,-0.176010132,-0.018928528,0.19493866,,,
3.93,-0.169723511,0.010513306,0.159210205,,,
3.935,-0.16343689,0.002098083,0.161338807,,,
3.94,-0.171821594,-0.004203796,0.17602539,,,
3.945,-0.173912048,-0.012619019,0.186531067,,,
3.95,-0.169723511,-0.016822815,0.186546326,,,
3.955,-0.171821594,-0.006309509,0.178131103,,,
3.96,-0.176010132,-0.006309509,0.182319641,,,
3.965,-0.182296753,0.025230408,0.157066345,,,
3.97,-0.176010132,0.014717102,0.16129303,,,
3.975,-0.176010132,0.012619019,0.163391113,,,
3.98,-0.176010132,0,0.176010132,,,
3.985,-0.173912048,-0.006309509,0.180221557,,,
3.99,-0.167633057,-0.002105713,0.16973877,,,
3.995,-0.169723511,-0.008415222,0.178138733,,,
4,-0.16343689,-0.018928528,0.182365418,,,
4.005,-0.161346436,-0.010513306,0.171859742,,,
4.01,-0.159248352,-0.008415222,0.167663574,,,
4.015,-0.155059814,-0.016822815,0.171882629,,,
4.02,-0.157150269,0,0.157150269,,,
4.025,-0.159248352,-0.002105713,0.161354065,,,
4.03,-0.173912048,-0.010513306,0.184425354,,,
4.035,-0.165534973,-0.010513306,0.176048279,,,
4.04,-0.16343689,-0.010513306,0.173950196,,,
4.045,-0.157150269,-0.014724731,0.171875,,,
4.05,-0.169723511,-0.006309509,0.17603302,,,
4.055,-0.165534973,-0.014724731,0.180259704,,,
4.06,-0.176010132,-0.010513306,0.186523438,,,
4.065,-0.171821594,-0.012619019,0.184440613,,,
4.07,-0.167633057,-0.012619019,0.180252076,,,
4.075,-0.169723511,0.025230408,0.144493103,,,
4.08,-0.169723511,0.018920898,0.150802613,,,
4.085,-0.173912048,0.006309509,0.167602539,,,
4.09,-0.169723511,-0.010513306,0.180236817,,,
4.095,-0.173912048,-0.010513306,0.184425354,,,
4.1,-0.169723511,-0.004203796,0.173927307,,,
4.105,-0.165534973,-0.010513306,0.176048279,,,
4.11,-0.159248352,0.016822815,0.142425537,,,
4.115,-0.161346436,0.014717102,0.146629334,,,
4.12,-0.16343689,-0.012619019,0.176055909,,,
4.125,-0.159248352,-0.004203796,0.163452148,,,
4.13,-0.165534973,-0.002105713,0.167640686,,,
4.135,-0.169723511,-0.014724731,0.184448242,,,
4.14,-0.171821594,-0.012619019,0.184440613,,,
4.145,-0.167633057,-0.008415222,0.176048279,,,
4.15,-0.165534973,-0.006309509,0.171844482,,,
4.155,-0.173912048,-0.016822815,0.190734863,,,
4.16,-0.167633057,-0.008415222,0.176048279,,,
4.165,-0.167633057,-0.008415222,0.176048279,,,
4.17,-0.169723511,-0.006309509,0.17603302,,,
4.175,-0.16343689,0.023132324,0.140304566,,,
4.18,-0.173912048,0.014717102,0.159194946,,,
4.185,-0.161346436,0.010513306,0.15083313,,,
4.19,-0.161346436,-0.004203796,0.165550232,,,
4.195,-0.165534973,0,0.165534973,,,
4.2,-0.165534973,-0.010513306,0.176048279,,,
4.205,-0.169723511,-0.006309509,0.17603302,,,
4.21,-0.173912048,-0.008415222,0.18232727,,,
4.215,-0.171821594,-0.012619019,0.184440613,,,
4.22,-0.16343689,-0.012619019,0.176055909,,,
4.225,-0.165534973,-0.016822815,0.182357788,,,
4.23,-0.176010132,0.018920898,0.157089234,,,
4.235,-0.169723511,0.008407593,0.161315918,,,
4.24,-0.173912048,-0.004203796,0.178115844,,,
4.245,-0.165534973,-0.006309509,0.171844482,,,
4.25,-0.169723511,-0.012619019,0.18234253,,,
4.255,-0.165534973,-0.012619019,0.178153992,,,
4.26,-0.161346436,-0.006309509,0.167655945,,,
4.265,-0.173912048,0,0.173912048,,,
4.27,-0.178108215,-0.002105713,0.180213928,,,
4.275,-0.176010132,-0.008415222,0.184425354,,,
4.28,-0.173912048,0.025230408,0.14868164,,,
4.285,-0.176010132,0.012619019,0.163391113,,,
4.29,-0.16343689,0.002098083,0.161338807,,,
4.295,-0.173912048,0.002098083,0.171813965,,,
4.3,-0.171821594,-0.006309509,0.178131103,,,
4.305,-0.16343689,-0.002105713,0.165542603,,,
4.31,-0.173912048,-0.008415222,0.18232727,,,
4.315,-0.178108215,-0.004203796,0.182312011,,,
4.32,-0.169723511,0.016822815,0.152900696,,,
4.325,-0.159248352,0.006309509,0.152938843,,,
4.33,-0.165534973,0.002098083,0.16343689,,,
4.335,-0.171821594,-0.006309509,0.178131103,,,
4.34,-0.176010132,-0.002105713,0.178115845,,,
4.345,-0.171821594,0,0.171821594,,,
4.35,-0.169723511,-0.002105713,0.171829224,,,
4.355,-0.171821594,-0.004203796,0.17602539,,,
4.36,-0.169723511,-0.014724731,0.184448242,,,
4.365,-0.169723511,-0.008415222,0.178138733,,,
4.37,-0.178108215,-0.008415222,0.186523437,,,
4.375,-0.171821594,-0.008415222,0.180236816,,,
4.38,-0.171821594,0.004203796,0.167617798,,,
4.385,-0.171821594,0.016822815,0.154998779,,,
4.39,-0.176010132,0.004203796,0.171806336,,,
4.395,-0.167633057,0.002098083,0.165534974,,,
4.4,-0.182296753,-0.010513306,0.192810059,,,
4.405,-0.178108215,-0.008415222,0.186523437,,,
4.41,-0.167633057,0.025230408,0.142402649,,,
4.415,-0.16343689,0.008407593,0.155029297,,,
4.42,-0.16343689,0,0.16343689,,,
4.425,-0.173912048,0,0.173912048,,,
4.43,-0.16343689,-0.004203796,0.167640686,,,
4.435,-0.173912048,0.004203796,0.169708252,,,
4.44,-0.169723511,-0.004203796,0.173927307,,,
4.445,-0.178108215,-0.014724731,0.192832946,,,
4.45,-0.178108215,-0.014724731,0.192832946,,,
4.455,-0.167633057,-0.010513306,0.178146363,,,
4.46,-0.165534973,-0.008415222,0.173950195,,,
4.465,-0.161346436,-0.012619019,0.173965455,,,
4.47,-0.169723511,-0.010513306,0.180236817,,,
4.475,-0.167633057,-0.006309509,0.173942566,,,
4.48,-0.171821594,-0.012619019,0.184440613,,,
4.485,-0.178108215,-0.014724731,0.192832946,,,
4.49,-0.167633057,-0.004203796,0.171836853,,,
4.495,-0.167633057,0.016822815,0.150810242,,,
4.5,-0.171821594,0.008407593,0.163414001,,,
4.505,-0.173912048,-0.002105713,0.176017761,,,
4.51,-0.176010132,-0.010513306,0.186523438,,,
4.515,-0.173912048,-0.012619019,0.186531067,,,
4.52,-0.169723511,-0.004203796,0.173927307,,,
4.525,-0.167633057,-0.016822815,0.184455872,,,
4.53,-0.167633057,0.004203796,0.163429261,,,
4.535,-0.161346436,-0.002105713,0.163452149,,,
4.54,-0.173912048,-0.008415222,0.18232727,,,
4.545,-0.173912048,-0.006309509,0.180221557,,,
4.55,-0.171821594,-0.006309509,0.178131103,,,
4.555,-0.173912048,0,0.173912048,,,
4.56,-0.171821594,-0.004203796,0.17602539,,,
4.565,-0.169723511,-0.008415222,0.178138733,,,
4.57,-0.169723511,-0.006309509,0.17603302,,,
4.575,-0.176010132,-0.012619019,0.188629151,,,
4.58,-0.173912048,-0.012619019,0.186531067,,,
4.585,-0.178108215,-0.012619019,0.190727234,,,
4.59,-0.173912048,-0.002105713,0.176017761,,,
4.595,-0.169723511,0.029434204,0.140289307,,,
4.6,-0.167633057,0.010513306,0.157119751,,,
4.605,-0.171821594,0,0.171821594,,,
4.61,-0.171821594,-0.012619019,0.184440613,,,
4.615,-0.173912048,-0.008415222,0.18232727,,,
4.62,-0.161346436,0.023132324,0.138214112,,,
4.625,-0.161346436,0.008407593,0.152938843,,,
4.63,-0.16343689,-0.002105713,0.165542603,,,
4.635,-0.16343689,-0.004203796,0.167640686,,,
4.64,-0.167633057,-0.004203796,0.171836853,,,
4.645,-0.165534973,-0.010513306,0.176048279,,,
4.65,-0.171821594,-0.010513306,0.1823349,,,
4.655,-0.182296753,-0.012619019,0.194915772,,,
4.66,-0.178108215,-0.014724731,0.192832946,,,
4.665,-0.176010132,-0.012619019,0.188629151,,,
4.67,-0.167633057,-0.004203796,0.171836853,,,
4.675,-0.167633057,-0.006309509,0.173942566,,,
4.68,-0.161346436,-0.014724731,0.176071167,,,
4.685,-0.171821594,-0.012619019,0.184440613,,,
4.69,-0.176010132,-0.008415222,0.184425354,,,
4.695,-0.173912048,-0.012619019,0.186531067,,,
4.7,-0.180198669,-0.006309509,0.186508178,,,
4.705,-0.176010132,0.018920898,0.157089234,,,
4.71,-0.171821594,0.027336121,0.144485473,,,
4.715,-0.176010132,0.004203796,0.171806336,,,
4.72,-0.176010132,0.002098083,0.173912049,,,
4.725,-0.173912048,-0.012619019,0.186531067,,,
4.73,-0.169723511,-0.008415222,0.178138733,,,
4.735,-0.171821594,-0.008415222,0.180236816,,,
4.74,-0.176010132,-0.008415222,0.184425354,,,
4.745,-0.176010132,-0.004203796,0.180213928,,,
4.75,-0.167633057,-0.006309509,0.173942566,,,
4.755,-0.171821594,-0.016822815,0.188644409,,,
4.76,-0.178108215,-0.012619019,0.190727234,,,
4.765,-0.176010132,-0.010513306,0.186523438,,,
4.77,-0.171821594,-0.006309509,0.178131103,,,
4.775,-0.173912048,-0.012619019,0.186531067,,,
4.78,-0.176010132,-0.008415222,0.184425354,,,
4.785,-0.171821594,-0.010513306,0.1823349,,,
4.79,-0.167633057,-0.008415222,0.176048279,,,
4.795,-0.167633057,-0.008415222,0.176048279,,,
4.8,-0.169723511,-0.006309509,0.17603302,,,
4.805,-0.161346436,-0.008415222,0.169761658,,,
4.81,-0.171821594,0.023132324,0.14868927,,,
4.815,-0.169723511,0.018920898,0.150802613,,,
4.82,-0.16343689,0.006309509,0.157127381,,,
4.825,-0.176010132,0.008407593,0.167602539,,,
4.83,-0.171821594,0.027336121,0.144485473,,,
4.835,-0.165534973,0.016822815,0.148712158,,,
4.84,-0.173912048,0.006309509,0.167602539,,,
4.845,-0.169723511,0.006309509,0.163414002,,,
4.85,-0.16343689,0.006309509,0.157127381,,,
4.855,-0.165534973,0,0.165534973,,,
4.86,-0.169723511,0.002098083,0.167625428,,,
4.865,-0.173912048,-0.002105713,0.176017761,,,
4.87,-0.182296753,0,0.182296753,,,
4.875,-0.180198669,-0.012619019,0.192817688,,,
4.88,-0.178108215,-0.010513306,0.188621521,,,
4.885,-0.186485291,-0.012619019,0.19910431,,,
4.89,-0.173912048,-0.008415222,0.18232727,,,
4.895,-0.176010132,-0.004203796,0.180213928,,,
4.9,-0.178108215,-0.006309509,0.184417724,,,
4.905,-0.171821594,-0.012619019,0.184440613,,,
4.91,-0.171821594,0.018920898,0.152900696,,,
4.915,-0.169723511,0.014717102,0.155006409,,,
4.92,-0.16343689,0.031539917,0.131896973,,,
4.925,-0.178108215,0.016822815,0.1612854,,,
4.93,-0.176010132,0.004203796,0.171806336,,,
4.935,-0.169723511,-0.010513306,0.180236817,,,
4.94,-0.173912048,-0.008415222,0.18232727,,,
4.945,-0.171821594,-0.008415222,0.180236816,,,
4.95,-0.16343689,-0.010513306,0.173950196,,,
4.955,-0.165534973,-0.004203796,0.169738769,,,
4.96,-0.159248352,-0.008415222,0.167663574,,,
4.965,-0.165534973,-0.010513306,0.176048279,,,
4.97,-0.167633057,-0.016822815,0.184455872,,,
4.975,-0.165534973,-0.018928528,0.184463501,,,
4.98,-0.173912048,-0.012619019,0.186531067,,,
4.985,-0.176010132,-0.012619019,0.188629151,,,
4.99,-0.180198669,-0.006309509,0.186508178,,,
4.995,-0.184394836,-0.014724731,0.199119567,,,
5,-0.184394836,-0.010513306,0.194908142,,,
5.005,-0.186485291,-0.012619019,0.19910431,,,
5.01,-0.182296753,0.048362732,0.133934021,,,
5.015,-0.186485291,0.029434204,0.157051087,,,
5.02,-0.173912048,0.018920898,0.15499115,,,
5.025,-0.180198669,0.006309509,0.17388916,,,
5.03,-0.182296753,0,0.182296753,,,
5.035,-0.180198669,0,0.180198669,,,
5.04,-0.178108215,0.002098083,0.176010132,,,
5.045,-0.171821594,-0.014724731,0.186546325,,,
5.05,-0.169723511,-0.012619019,0.18234253,,,
5.055,-0.178108215,-0.012619019,0.190727234,,,
5.06,-0.171821594,-0.010513306,0.1823349,,,
5.065,-0.171821594,-0.006309509,0.178131103,,,
5.07,-0.173912048,-0.006309509,0.180221557,,,
5.075,-0.180198669,-0.004203796,0.184402465,,,
5.08,-0.173912048,0.002098083,0.171813965,,,
5.085,-0.173912048,-0.010513306,0.184425354,,,
5.09,-0.180198669,-0.014724731,0.1949234,,,
5.095,-0.180198669,-0.006309509,0.186508178,,,
5.1,-0.178108215,-0.010513306,0.188621521,,,
5.105,-0.173912048,0,0.173912048,,,
5.11,-0.173912048,-0.012619019,0.186531067,,,
5.115,-0.171821594,-0.002105713,0.173927307,,,
5.12,-0.171821594,0.021026611,0.150794983,,,
5.125,-0.180198669,0.010513306,0.169685363,,,
5.13,-0.16343689,0.010513306,0.152923584,,,
5.135,-0.167633057,0.004203796,0.163429261,,,
5.14,-0.173912048,-0.002105713,0.176017761,,,
5.145,-0.180198669,-0.016822815,0.197021484,,,
5.15,-0.176010132,-0.004203796,0.180213928,,,
5.155,-0.182296753,-0.002105713,0.184402466,,,
5.16,-0.171821594,0.004203796,0.167617798,,,
