Time (s),PRESSURE_FORCE_X,PRESSURE_FORCE_Y,PRESSURE_FORCE_Z,TOTAL_FORCE_X,TOTAL_FORCE_Y,TOTAL_FORCE_Z,VISCOUS_FORCE_X,VISCOUS_FORCE_Y,VISCOUS_FORCE_Z
"                1061",5.630553859399e-02,4.299807889617e-02,9.946468223721e-03,5.855782333077e-02,5.219877185144e-02,1.269495144000e-02,2.252284736781e-03,9.200692955262e-03,2.748483216275e-03
"                1062",5.612909531529e-02,4.298063798322e-02,1.000373749144e-02,5.855631706003e-02,5.403319810502e-02,1.148657898658e-02,2.427221744745e-03,1.105256012181e-02,1.482841495138e-03
"                1063",5.599131330263e-02,4.295321097339e-02,1.006246478742e-02,5.852003334668e-02,5.335064881464e-02,1.201340653923e-02,2.528720044046e-03,1.039743784125e-02,1.950941751807e-03
"                1064",5.587577478723e-02,4.292829494157e-02,1.000886966959e-02,5.804197739268e-02,5.216198133458e-02,1.218223001682e-02,2.166202605455e-03,9.233686393010e-03,2.173360347234e-03
"                1065",5.578718633734e-02,4.296267504911e-02,9.943985707986e-03,5.809353152203e-02,5.436590938668e-02,1.126255337203e-02,2.306345184689e-03,1.140323433757e-02,1.318567664040e-03
"                1066",5.574061016171e-02,4.291465174085e-02,1.034459831041e-02,5.749370471506e-02,5.238350076642e-02,1.144166152397e-02,1.753094553348e-03,9.468849025572e-03,1.097063213558e-03
"                1067",5.571057042699e-02,4.287444106276e-02,1.051951943946e-02,5.756098022763e-02,5.275052461726e-02,1.084188069109e-02,1.850409800640e-03,9.876083554499e-03,3.223612516273e-04
"                1068",5.569147618420e-02,4.281838253297e-02,1.064518262930e-02,5.792192338868e-02,5.256273342411e-02,1.176229116837e-02,2.230447204488e-03,9.744350891142e-03,1.117108539073e-03
"                1069",5.571000546953e-02,4.277445765108e-02,1.068659927508e-02,5.779065550607e-02,5.166316380300e-02,1.152893866211e-02,2.080650036543e-03,8.888706151912e-03,8.423393870223e-04
"                1070",5.576019898014e-02,4.274104598893e-02,1.066193578205e-02,5.773445651587e-02,5.325347041361e-02,1.254420850219e-02,1.974257535730e-03,1.051242442468e-02,1.882272720142e-03
"                1071",5.585089332786e-02,4.274240512501e-02,1.082611670814e-02,5.714697157715e-02,5.368627280706e-02,1.211152779915e-02,1.296078249290e-03,1.094386768205e-02,1.285411091009e-03
"                1072",5.592541481692e-02,4.274066328072e-02,1.080382662406e-02,5.773227467450e-02,5.327356258416e-02,1.167347351420e-02,1.806859857581e-03,1.053289930344e-02,8.696468901380e-04
"                1073",5.599696860213e-02,4.276147247473e-02,1.054588707695e-02,5.765334651811e-02,5.402190232509e-02,1.162408645556e-02,1.656377915988e-03,1.126042985037e-02,1.078199378616e-03
"                1074",5.612515960457e-02,4.281926717827e-02,1.038417242754e-02,5.792591810606e-02,5.300201042810e-02,1.110103295721e-02,1.800758501486e-03,1.018274324983e-02,7.168605296739e-04
"                1075",5.625389149628e-02,4.287760531559e-02,1.030603113626e-02,5.878829375383e-02,4.987009569250e-02,1.266401819468e-02,2.534402257557e-03,6.992490376902e-03,2.357987058414e-03
"                1076",5.636865932891e-02,4.293512884215e-02,1.032741365856e-02,5.833201907607e-02,5.151199610808e-02,1.108529022111e-02,1.963359747163e-03,8.576867265924e-03,7.578765625496e-04
"                1077",5.650510848783e-02,4.301280009239e-02,1.043180384277e-02,5.859522016766e-02,5.260277969786e-02,1.192240458953e-02,2.090111679830e-03,9.589979605466e-03,1.490600746759e-03
"                1078",5.662739801975e-02,4.305206557192e-02,1.032761790246e-02,5.848755658324e-02,5.283822301057e-02,1.242584720742e-02,1.860158563493e-03,9.786157438642e-03,2.098229304964e-03
"                1079",5.669994830931e-02,4.308798525106e-02,1.013031513611e-02,5.809006699148e-02,5.233430518848e-02,1.083694765695e-02,1.390118682168e-03,9.246319937426e-03,7.066325208429e-04
"                1080",5.679318063232e-02,4.311713903151e-02,9.881126102479e-03,5.738353727242e-02,5.088852977335e-02,1.116259705448e-02,5.903566400951e-04,7.771390741843e-03,1.281470952003e-03
"                1081",5.691421997490e-02,4.318620444207e-02,9.267011669251e-03,5.881107866718e-02,5.041771402668e-02,9.761703618217e-03,1.896858692288e-03,7.231509584607e-03,4.946919489660e-04
"                1082",5.704260011812e-02,4.327661643925e-02,8.379007762567e-03,5.885943838868e-02,5.243177782710e-02,9.630742572344e-03,1.816838270558e-03,9.155161387851e-03,1.251734809777e-03
"                1083",5.713269143270e-02,4.336919564964e-02,7.854349761964e-03,5.883216887937e-02,5.384312857585e-02,8.772012232920e-03,1.699477446669e-03,1.047393292621e-02,9.176624709555e-04
"                1084",5.719943929982e-02,4.343869616413e-02,7.466404217898e-03,5.930498509833e-02,5.502050175831e-02,8.473404052874e-03,2.105545798506e-03,1.158180559418e-02,1.006999834977e-03
"                1085",5.722163918199e-02,4.350115301667e-02,7.198241392441e-03,5.900816916158e-02,5.268120862675e-02,8.549737541700e-03,1.786529979586e-03,9.180055610085e-03,1.351496149260e-03
"                1086",5.719160036697e-02,4.352193621995e-02,7.137429470494e-03,5.926678425842e-02,5.352747102782e-02,9.372935717894e-03,2.075183891450e-03,1.000553480787e-02,2.235506247399e-03
"                1087",5.718795166010e-02,4.348337615320e-02,7.293623867773e-03,5.905702522324e-02,5.180031751963e-02,9.525341540645e-03,1.869073563137e-03,8.316941366434e-03,2.231717672872e-03
"                1088",5.720297778074e-02,4.341935565297e-02,7.456978054419e-03,5.901995590997e-02,5.264909555673e-02,9.104619151206e-03,1.816978129229e-03,9.229739903756e-03,1.647641096786e-03
"                1089",5.726025531464e-02,4.339023426410e-02,7.858373213560e-03,5.906010156321e-02,5.195441694579e-02,9.067501269625e-03,1.799846248569e-03,8.564182681685e-03,1.209128056064e-03
"                1090",5.731445906653e-02,4.337574265584e-02,8.149245127000e-03,6.045859571272e-02,5.211685914872e-02,1.030288897071e-02,3.144136646193e-03,8.741116492881e-03,2.153643843714e-03
"                1091",5.738619435471e-02,4.337203740779e-02,8.440626321596e-03,5.983673273269e-02,5.089737152937e-02,9.873946605465e-03,2.450538377981e-03,7.525334121583e-03,1.433320283870e-03
"                1092",5.738363159401e-02,4.338367356427e-02,8.661551773850e-03,5.923650063528e-02,5.068608592191e-02,1.040612409330e-02,1.852869041264e-03,7.302412357641e-03,1.744572319448e-03
"                1093",5.737221243880e-02,4.336132065329e-02,8.814404161440e-03,6.014604588020e-02,5.327800656929e-02,1.109443012097e-02,2.773833441397e-03,9.916685915992e-03,2.280025959531e-03
"                1094",5.733687025769e-02,4.330614562417e-02,8.822615833980e-03,5.955555953235e-02,5.299290425703e-02,1.021776447039e-02,2.218689274660e-03,9.686758632864e-03,1.395148636408e-03
"                1095",5.732304810152e-02,4.325286331952e-02,9.056264997361e-03,5.916088138062e-02,5.170951875022e-02,9.746340898370e-03,1.837833279103e-03,8.456655430706e-03,6.900759010092e-04
"                1096",5.730929309667e-02,4.321552876912e-02,9.234265087072e-03,5.930237831360e-02,5.200904410442e-02,1.043355186236e-02,1.993085216923e-03,8.793515335299e-03,1.199286775285e-03
"                1097",5.730903223587e-02,4.318627161085e-02,9.352137639951e-03,5.974145214448e-02,5.212893697670e-02,1.129511061802e-02,2.432419908612e-03,8.942665365854e-03,1.942972978072e-03
"                1098",5.731680837372e-02,4.317856711820e-02,9.424222497830e-03,6.016927779294e-02,5.462774928315e-02,1.080437526593e-02,2.852469419224e-03,1.144918216494e-02,1.380152768100e-03
"                1099",5.731811253891e-02,4.316729858591e-02,9.484658832951e-03,5.929170211945e-02,5.338210688452e-02,1.064338278882e-02,1.973589580536e-03,1.021480829861e-02,1.158723955872e-03
"                1100",5.724038312014e-02,4.312114643659e-02,9.553066016008e-03,5.927352011845e-02,5.029198986581e-02,1.124353333978e-02,2.033136998308e-03,7.170843429214e-03,1.690467323777e-03
"                1101",5.711838171373e-02,4.307445157318e-02,9.725636025190e-03,5.930012587292e-02,5.258405278640e-02,1.104624100103e-02,2.181744159185e-03,9.509601213224e-03,1.320604975842e-03
"                1102",5.697036825472e-02,4.306026049450e-02,9.702600500167e-03,5.912796747875e-02,5.143761538870e-02,9.867601680306e-03,2.157599224024e-03,8.377354894199e-03,1.650011801396e-04
"                1103",5.691892944506e-02,4.307735575090e-02,9.787592078015e-03,5.916693658834e-02,5.207164573282e-02,1.161309894197e-02,2.248007143282e-03,8.994289981923e-03,1.825506863952e-03
"                1104",5.691212338861e-02,4.312257855765e-02,9.839396890957e-03,5.973399010285e-02,5.348144020095e-02,1.136225067391e-02,2.821866714236e-03,1.035886164330e-02,1.522853782952e-03
"                1105",5.696128243851e-02,4.311455351354e-02,1.002314648569e-02,5.969083585422e-02,5.481532689356e-02,1.112656280346e-02,2.729553415715e-03,1.170077338002e-02,1.103416317773e-03
"                1106",5.701838983497e-02,4.309006619757e-02,1.020725091342e-02,6.015642292665e-02,5.330476110220e-02,1.205397669792e-02,3.138033091685e-03,1.021469490464e-02,1.846725784505e-03
"                1107",5.703043172504e-02,4.304939766474e-02,1.044034911528e-02,5.974928595097e-02,4.886812242612e-02,1.150580165363e-02,2.718854225931e-03,5.818724761381e-03,1.065452538348e-03
"                1108",5.698889080328e-02,4.302854828958e-02,1.048627969163e-02,5.961827317098e-02,5.206888107525e-02,1.154553930432e-02,2.629382367704e-03,9.040332785676e-03,1.059259612686e-03
"                1109",5.695078354934e-02,4.301240793048e-02,1.056515732993e-02,5.917000098321e-02,5.194429735228e-02,1.200232814142e-02,2.219217433865e-03,8.931889421799e-03,1.437170811483e-03
"                1110",5.686364633279e-02,4.304175137668e-02,1.066985381246e-02,5.927214902733e-02,4.807548706233e-02,1.217360185846e-02,2.408502694532e-03,5.033735685645e-03,1.503748045995e-03
"                1111",5.684873430540e-02,4.307657772025e-02,1.098234332175e-02,5.900894629408e-02,5.190055062982e-02,1.260205388226e-02,2.160211988679e-03,8.823972909568e-03,1.619710560510e-03
"                1112",5.687848749520e-02,4.303932785979e-02,1.161117426656e-02,5.888926390492e-02,5.191336947293e-02,1.325088226774e-02,2.010776409717e-03,8.874041613145e-03,1.639708001180e-03
"                1113",5.695847588319e-02,4.303077640971e-02,1.208884785857e-02,5.939116022741e-02,5.133565523435e-02,1.289854890742e-02,2.432684344222e-03,8.304878824641e-03,8.097010488562e-04
"                1114",5.704445128799e-02,4.303514628173e-02,1.241076576441e-02,5.895388872002e-02,4.714555585553e-02,1.254376560983e-02,1.909437432031e-03,4.110409573802e-03,1.329998454176e-04
"                1115",5.717705400058e-02,4.304933259004e-02,1.269813229804e-02,5.920513871616e-02,4.985446676691e-02,1.407661157931e-02,2.028084715584e-03,6.805134176870e-03,1.378479281264e-03
"                1116",5.725230585012e-02,4.306776011608e-02,1.294778123186e-02,5.911763394257e-02,5.193787164426e-02,1.375923325247e-02,1.865328092450e-03,8.870111528176e-03,8.114520206116e-04
"                1117",5.734967280130e-02,4.308808365163e-02,1.302998140319e-02,5.933571715935e-02,5.065927850106e-02,1.263507145400e-02,1.986044358056e-03,7.571194849433e-03,-3.949099491839e-04
"                1118",5.743637519687e-02,4.307889520663e-02,1.310220538087e-02,5.958087782837e-02,5.340734150490e-02,1.391257800535e-02,2.144502631508e-03,1.032844629828e-02,8.103726244802e-04
"                1119",5.761170526196e-02,4.310709175652e-02,1.317963085397e-02,5.935775271759e-02,4.965580253755e-02,1.296604919988e-02,1.746047455635e-03,6.548710781023e-03,-2.135816540892e-04
"                1120",5.785119624873e-02,4.313668492681e-02,1.305745294157e-02,5.962327649483e-02,5.124936902895e-02,1.366766115980e-02,1.772080246101e-03,8.112684102136e-03,6.102082182396e-04
"                1121",5.807065695710e-02,4.315642721866e-02,1.277757472391e-02,6.016280806579e-02,5.210260475772e-02,1.324442472114e-02,2.092151108689e-03,8.946177539062e-03,4.668499972338e-04
"                1122",5.819547958876e-02,4.317712291724e-02,1.242625859447e-02,6.015684619227e-02,5.337195886853e-02,1.314883315988e-02,1.961366603512e-03,1.019483595129e-02,7.225745654058e-04
"                1123",5.834980702490e-02,4.319054916299e-02,1.223010524633e-02,6.019476811168e-02,5.191914663902e-02,1.260611741945e-02,1.844961086779e-03,8.728597476026e-03,3.760121731174e-04
"                1124",5.852516705917e-02,4.322367081825e-02,1.206608884926e-02,6.041760796744e-02,5.360863355052e-02,1.305724538778e-02,1.892440908272e-03,1.038496273227e-02,9.911565385170e-04
"                1125",5.872288792416e-02,4.330341376575e-02,1.185950489906e-02,5.954737828893e-02,5.029999244556e-02,1.265258233047e-02,8.244903647738e-04,6.996578679806e-03,7.930774314142e-04
"                1126",5.887109220043e-02,4.341188325199e-02,1.125285780598e-02,6.040057364429e-02,5.022426835819e-02,1.186642570327e-02,1.529481443861e-03,6.812385106195e-03,6.135678972917e-04
"                1127",5.904180865428e-02,4.354137678392e-02,1.049022573184e-02,6.078697700799e-02,5.284871331603e-02,1.014605123558e-02,1.745168353704e-03,9.307336532105e-03,-3.441744962560e-04
"                1128",5.916369429129e-02,4.361226911136e-02,9.794020142244e-03,6.125928963337e-02,5.190900168610e-02,1.194890150016e-02,2.095595342079e-03,8.296732574734e-03,2.154881357914e-03
"                1129",5.929762924807e-02,4.367397539621e-02,9.263565427274e-03,6.101774050326e-02,5.192330302661e-02,1.008656027785e-02,1.720111255190e-03,8.249327630404e-03,8.229948505718e-04
"                1130",5.943655954998e-02,4.376570820333e-02,8.974657495902e-03,6.137159220992e-02,5.179216731942e-02,1.017840188831e-02,1.935032659938e-03,8.026459116085e-03,1.203744392409e-03
"                1131",5.959482305150e-02,4.383301779705e-02,8.771437813876e-03,6.135778112753e-02,5.097355738776e-02,9.740811309189e-03,1.762958076027e-03,7.140539590711e-03,9.693734953124e-04
"                1132",5.977422825461e-02,4.384049219965e-02,8.604770856089e-03,6.195778183170e-02,5.221192852601e-02,8.703086130788e-03,2.183553577092e-03,8.371436326356e-03,9.831527469819e-05
"                1133",5.990817521708e-02,4.380787952904e-02,8.347521468732e-03,6.249100567132e-02,5.245701305534e-02,8.848529291537e-03,2.582830454233e-03,8.649133526299e-03,5.010078228051e-04
"                1134",6.003472292252e-02,4.379730298575e-02,8.273987015608e-03,6.206565874015e-02,5.234814189418e-02,9.802593496881e-03,2.030935817621e-03,8.550838908424e-03,1.528606481273e-03
"                1135",6.018912615974e-02,4.376879874021e-02,8.282160903051e-03,6.187364021680e-02,5.307537636032e-02,9.171007069361e-03,1.684514057061e-03,9.306577620114e-03,8.888461663100e-04
"                1136",6.038923551629e-02,4.373571227053e-02,8.365253530781e-03,6.208102372265e-02,5.392322355883e-02,9.916517984816e-03,1.691788206357e-03,1.018751128830e-02,1.551264454035e-03
"                1137",6.061478778298e-02,4.372030731008e-02,8.645522756326e-03,6.233714888977e-02,5.128171780334e-02,9.901989513371e-03,1.722361106786e-03,7.561410493260e-03,1.256466757045e-03
"                1138",6.082555217272e-02,4.369802030386e-02,8.924705066896e-03,6.253436025595e-02,5.234691392839e-02,9.924218557348e-03,1.708808083225e-03,8.648893624526e-03,9.995134904515e-04
"                1139",6.097764658683e-02,4.366871243356e-02,9.163297157506e-03,6.267868392916e-02,5.313158392319e-02,9.494469581914e-03,1.701037342330e-03,9.462871489624e-03,3.311724244081e-04
"                1140",6.104293984054e-02,4.362471709235e-02,9.362014654961e-03,6.295911789572e-02,5.132027465751e-02,9.968512374639e-03,1.916178055178e-03,7.695557565157e-03,6.064977196783e-04
"                1141",6.108798211442e-02,4.357861243319e-02,9.609808713404e-03,6.330448403174e-02,5.195543246521e-02,1.074340138549e-02,2.216501917320e-03,8.376820032019e-03,1.133592672090e-03
"                1142",6.113734156738e-02,4.355924919671e-02,9.956924967933e-03,6.297681456542e-02,5.394073816640e-02,1.086558066192e-02,1.839472998047e-03,1.038148896968e-02,9.086556939845e-04
"                1143",6.115659358178e-02,4.351185233079e-02,1.026192809814e-02,6.343817766464e-02,5.035807223630e-02,1.062351865147e-02,2.281584082869e-03,6.846219905515e-03,3.615905533372e-04
"                1144",6.113901998262e-02,4.344940317141e-02,1.038190076020e-02,6.272451507801e-02,5.198482929161e-02,1.070099378170e-02,1.585495095390e-03,8.535426120205e-03,3.190930214987e-04
"                1145",6.108585517690e-02,4.338980658998e-02,1.041332132298e-02,6.265136094740e-02,5.128976475792e-02,1.155051012693e-02,1.565505770499e-03,7.899958167944e-03,1.137188803944e-03
"                1146",6.103272321753e-02,4.336910817799e-02,1.046800011061e-02,6.303352126787e-02,5.233816875313e-02,1.151381093151e-02,2.000798050342e-03,8.969060575143e-03,1.045810820901e-03
"                1147",6.096469253414e-02,4.334828991104e-02,1.039203047855e-02,6.278501745373e-02,5.290740354073e-02,1.190610599160e-02,1.820324919591e-03,9.559113629695e-03,1.514075513053e-03
"                1148",6.082399312776e-02,4.331284082025e-02,1.015445654594e-02,6.212334335509e-02,5.098671889308e-02,1.009279292093e-02,1.299350227326e-03,7.673878072832e-03,-6.166362500602e-05
"                1149",6.063649625453e-02,4.324118484722e-02,9.807941447299e-03,6.350595615666e-02,5.291782037573e-02,1.076613693922e-02,2.869459902132e-03,9.676635528508e-03,9.581954919234e-04
"                1150",6.050401928565e-02,4.319966036291e-02,9.682257413875e-03,6.242638931370e-02,4.992284632781e-02,9.921513333603e-03,1.922370028051e-03,6.723185964899e-03,2.392559197282e-04
"                1151",6.040769859146e-02,4.316923315450e-02,9.801979196816e-03,6.270026151669e-02,5.317456583147e-02,1.037661600172e-02,2.292562925226e-03,1.000533267697e-02,5.746368048996e-04
"                1152",6.031108136207e-02,4.315793878042e-02,9.883275071922e-03,6.180080575570e-02,5.107485556360e-02,9.515428613528e-03,1.489724393635e-03,7.916916783177e-03,-3.678464583946e-04
"                1153",6.014425822432e-02,4.317702433917e-02,9.849979692190e-03,6.224253742402e-02,5.287643790199e-02,9.498897712353e-03,2.098279199708e-03,9.699413562816e-03,-3.510819798374e-04
"                1154",5.993502172258e-02,4.318050394666e-02,9.546755036075e-03,6.165431980515e-02,5.071093521773e-02,9.951065022432e-03,1.719298082561e-03,7.530431271063e-03,4.043099863570e-04
"                1155",5.972216292238e-02,4.317170237485e-02,9.252013927273e-03,6.137202367581e-02,5.344247507377e-02,1.033199609820e-02,1.649860753430e-03,1.027077269892e-02,1.079982170931e-03
"                1156",5.949910917279e-02,4.317636300868e-02,9.050922555678e-03,6.183316682188e-02,5.169855226586e-02,1.100730173764e-02,2.334057649085e-03,8.522189257181e-03,1.956379181959e-03
"                1157",5.928827077037e-02,4.317813889601e-02,8.997859599063e-03,6.086259102704e-02,5.294705910852e-02,1.053144937815e-02,1.574320256668e-03,9.768920212510e-03,1.533589779087e-03
"                1158",5.911223445657e-02,4.318029722217e-02,8.996782799490e-03,6.095925886427e-02,5.004603707773e-02,8.316935706160e-03,1.847024407703e-03,6.865739855557e-03,-6.798470933298e-04
"                1159",5.902140171069e-02,4.314537410854e-02,9.531005505549e-03,6.070371482731e-02,5.309351910989e-02,1.036360506939e-02,1.682313116623e-03,9.948145001353e-03,8.325995638444e-04
"                1160",5.895969676211e-02,4.313013760355e-02,9.863753946372e-03,6.178769217092e-02,5.016383108722e-02,1.125700613120e-02,2.827995408814e-03,7.033693483674e-03,1.393252184829e-03
"                1161",5.896165653794e-02,4.311726152513e-02,1.011719263420e-02,6.145104153513e-02,5.206489877557e-02,1.103292819534e-02,2.489384997191e-03,8.947637250432e-03,9.157355611388e-04
"                1162",5.890980040408e-02,4.313341016232e-02,1.023095302416e-02,6.080688147552e-02,5.232940141927e-02,1.062307763687e-02,1.897081071445e-03,9.195991256952e-03,3.921246127034e-04
"                1163",5.880109556806e-02,4.312490253226e-02,1.017778037030e-02,6.034743742614e-02,5.228276715512e-02,1.161813882147e-02,1.546341858079e-03,9.157864622860e-03,1.440358451172e-03
"                1164",5.865420163863e-02,4.309741064377e-02,1.000244289259e-02,6.020291358392e-02,5.071892365303e-02,1.062865728909e-02,1.548711945294e-03,7.621513009254e-03,6.262143965028e-04
"                1165",5.859302389478e-02,4.308562459851e-02,9.988303304838e-03,6.034560357047e-02,5.203319434449e-02,1.076677826809e-02,1.752579675688e-03,8.947569745984e-03,7.784749632469e-04
"                1166",5.862435108064e-02,4.309747022302e-02,9.996150690131e-03,6.028509937047e-02,5.337408783298e-02,9.986242947289e-03,1.660748289822e-03,1.027661760996e-02,-9.907742842727e-06
"                1167",5.870819099335e-02,4.310567831177e-02,9.974539460557e-03,6.033901697182e-02,5.048084747700e-02,9.554047377492e-03,1.630825978473e-03,7.375169165229e-03,-4.204920830654e-04
"                1168",5.878044992511e-02,4.314459107021e-02,9.928682378581e-03,6.052493308259e-02,5.349633650730e-02,1.126859011093e-02,1.744483157477e-03,1.035174543709e-02,1.339907732352e-03
"                1169",5.886899527077e-02,4.317749272977e-02,9.898288196348e-03,6.033531713982e-02,5.243274099277e-02,1.089597019350e-02,1.466321869051e-03,9.255248262994e-03,9.976819971559e-04
"                1170",5.891033440439e-02,4.321589575771e-02,9.700486856193e-03,6.059804869855e-02,5.221672187131e-02,1.148092715256e-02,1.687714294159e-03,9.000826113601e-03,1.780440296371e-03
"                1171",5.896724085893e-02,4.326105464278e-02,9.579607733996e-03,6.080511444548e-02,5.070556626924e-02,8.786878481183e-03,1.837873586551e-03,7.444511626458e-03,-7.927292528126e-04
"                1172",5.908360175747e-02,4.328795907095e-02,9.398868044687e-03,6.094484831705e-02,5.321422074190e-02,1.002075244638e-02,1.861246559583e-03,9.926261670943e-03,6.218844016901e-04
"                1173",5.922245730243e-02,4.330318604796e-02,9.158438124731e-03,6.076104627138e-02,5.291465426680e-02,9.567890894528e-03,1.538588968948e-03,9.611468218834e-03,4.094527697969e-04
"                1174",5.935325310538e-02,4.337480929314e-02,8.844404994021e-03,6.034824151292e-02,4.849133697487e-02,7.787194395422e-03,9.949884075450e-04,5.116527681736e-03,-1.057210598598e-03
"                1175",5.948116079910e-02,4.349676712919e-02,8.227869619561e-03,6.086531099408e-02,5.152780838739e-02,8.996115338313e-03,1.384150194983e-03,8.031041258197e-03,7.682457187519e-04
"                1176",5.960508622285e-02,4.363351785033e-02,7.461672693863e-03,6.174981825625e-02,5.598019824614e-02,8.149584846609e-03,2.144732033400e-03,1.234668039580e-02,6.879121527459e-04
"                1177",5.971560038122e-02,4.371618545901e-02,7.043923720506e-03,6.131165815708e-02,5.100603081646e-02,7.792059084978e-03,1.596057775861e-03,7.289845357447e-03,7.481353644717e-04
"                1178",5.976003764439e-02,4.373711405190e-02,6.708872667729e-03,6.134833995580e-02,5.101270811275e-02,7.347626867231e-03,1.588302311410e-03,7.275594060857e-03,6.387541995015e-04
"                1179",5.979213697062e-02,4.375246372221e-02,6.423751685345e-03,6.298989204460e-02,5.116914098481e-02,7.196145309259e-03,3.197755073979e-03,7.416677262603e-03,7.723936239144e-04
"                1180",5.982153749382e-02,4.381362527121e-02,6.333332574896e-03,6.167049977918e-02,5.035257013165e-02,5.982875585545e-03,1.848962285358e-03,6.538944860434e-03,-3.504569893507e-04
"                1181",5.989215814602e-02,4.385346161863e-02,6.323024959567e-03,6.170359755676e-02,5.197603676495e-02,6.214699638891e-03,1.811439410741e-03,8.122575146313e-03,-1.083253206753e-04
"                1182",5.995394712099e-02,4.387297866147e-02,6.285896501650e-03,6.154059146712e-02,5.251592316257e-02,7.121027010735e-03,1.586644346126e-03,8.642944501105e-03,8.351305090851e-04
"                1183",5.999514296615e-02,4.390168274391e-02,6.403034466986e-03,6.168766662808e-02,5.111052476639e-02,6.223202833278e-03,1.692523661924e-03,7.208842022482e-03,-1.798316337079e-04
"                1184",6.001792481988e-02,4.389355933811e-02,6.450344053414e-03,6.178535357053e-02,5.270638876000e-02,7.230970772115e-03,1.767428750646e-03,8.812829421886e-03,7.806267187008e-04
"                1185",6.003723973066e-02,4.385909028726e-02,6.548047404332e-03,6.273387821213e-02,5.327532276794e-02,6.726506834618e-03,2.696638481464e-03,9.416232480673e-03,1.784594302855e-04
"                1186",6.002308393658e-02,4.384061071560e-02,6.783134257890e-03,6.213114284923e-02,5.138991696345e-02,6.667277032076e-03,2.108058912646e-03,7.549306247849e-03,-1.158572258142e-04
"                1187",5.998664715146e-02,4.382223255256e-02,7.148587318931e-03,6.227317139489e-02,5.331329938818e-02,7.770627216332e-03,2.286524243427e-03,9.491066835619e-03,6.220398974013e-04
"                1188",5.993274954810e-02,4.377386862886e-02,7.348699569044e-03,6.202194369276e-02,5.268777258725e-02,7.832867247187e-03,2.089194144667e-03,8.913903958392e-03,4.841676781431e-04
"                1189",5.988660816705e-02,4.370045296066e-02,7.499417330207e-03,6.183188407455e-02,5.045381855096e-02,7.469305751699e-03,1.945275907506e-03,6.753365590300e-03,-3.011157850768e-05
"                1190",5.982356727402e-02,4.365365554097e-02,7.621913017682e-03,6.142017692399e-02,5.102344698709e-02,7.917074689113e-03,1.596609649974e-03,7.369791446125e-03,2.951616714317e-04
"                1191",5.976393412123e-02,4.360648285898e-02,7.765564509312e-03,6.217672845812e-02,5.264626014267e-02,9.467796549234e-03,2.412794336891e-03,9.039777283686e-03,1.702232039921e-03
"                1192",5.966796116391e-02,4.358710368100e-02,7.826602696358e-03,6.168761982903e-02,5.265338389585e-02,8.775253661927e-03,2.019658665118e-03,9.066280214856e-03,9.486509655686e-04
"                1193",5.955023033698e-02,4.358927807170e-02,7.964901101605e-03,6.139100312882e-02,5.263185672756e-02,8.082633597710e-03,1.840772791844e-03,9.042578655861e-03,1.177324961051e-04
"                1194",5.944876061814e-02,4.356076324793e-02,7.998472736828e-03,6.186856906540e-02,5.245446675031e-02,9.094006989816e-03,2.419808447260e-03,8.893703502387e-03,1.095534252988e-03
"                1195",5.939324788498e-02,4.352295876211e-02,8.079972639544e-03,6.122607738870e-02,5.271733704571e-02,8.635439440274e-03,1.832829503724e-03,9.194378283597e-03,5.554668007293e-04
"                1196",5.929182799023e-02,4.349734510799e-02,8.112762491774e-03,6.066063610157e-02,5.151499726629e-02,8.549811533602e-03,1.368808111335e-03,8.017652158294e-03,4.370490418286e-04
"                1197",5.912475241345e-02,4.348687538454e-02,8.021696839233e-03,6.061740640755e-02,5.161752974282e-02,8.684383941674e-03,1.492653994101e-03,8.130654358278e-03,6.626871024417e-04
"                1198",5.895533917551e-02,4.347490678073e-02,7.858100895534e-03,6.062458052153e-02,5.278845962836e-02,8.608636906167e-03,1.669241346021e-03,9.313552847627e-03,7.505360106328e-04
"                1199",5.883464078693e-02,4.346430295901e-02,7.946279025240e-03,6.068406582119e-02,4.916862850540e-02,9.816282495637e-03,1.849425034264e-03,5.704325546387e-03,1.870003470397e-03
"                1200",5.877652221031e-02,4.345558675025e-02,8.028537558391e-03,6.053400860500e-02,5.113327664750e-02,7.866905462029e-03,1.757486394691e-03,7.677689897252e-03,-1.616320963617e-04
"                1201",5.880176839361e-02,4.345977591633e-02,8.176973557119e-03,6.158123872329e-02,5.234319093062e-02,7.766464780462e-03,2.779470329673e-03,8.883415014291e-03,-4.105087766569e-04
"                1202",5.886324330926e-02,4.349050633130e-02,8.300886256868e-03,6.086545191311e-02,5.262928293203e-02,9.443864326167e-03,2.002208603851e-03,9.138776600730e-03,1.142978069299e-03
"                1203",5.888135678407e-02,4.352582356587e-02,8.453496577402e-03,6.109244599880e-02,5.172326549270e-02,8.748937712996e-03,2.211089214734e-03,8.197441926834e-03,2.954411355940e-04
"                1204",5.886230173072e-02,4.352954732709e-02,8.685706219312e-03,6.010211145421e-02,5.120674023439e-02,9.086209777339e-03,1.239809723495e-03,7.677192907304e-03,4.005035580269e-04
"                1205",5.879632383784e-02,4.351312369862e-02,8.998604770468e-03,6.101898045172e-02,5.258285731323e-02,9.935033872789e-03,2.222656613882e-03,9.069733614616e-03,9.364291023210e-04
