Time (s),FORCE_COEFFICIENT_CD,FORCE_COEFFICIENT_CL,FORCE_COEFFICIENT_CLF,FORCE_COEFFICIENT_CLR,FORCE_COEFFICIENT_CM
"                 774",8.024179083051e-01,1.863762756816e-01,8.177136070896e-02,1.046049149726e-01,-1.141677713184e-02
"                 775",7.915356206405e-01,1.761826099412e-01,7.883625625409e-02,9.734635368710e-02,-9.255048716505e-03
"                 776",7.876607509826e-01,1.898834581958e-01,8.213708131918e-02,1.077463768766e-01,-1.280464777873e-02
"                 777",7.932738359770e-01,2.005984662241e-01,8.527393330398e-02,1.153245329201e-01,-1.502529980808e-02
"                 778",7.925476215658e-01,2.040841308923e-01,8.813386571058e-02,1.159502651817e-01,-1.390819973557e-02
"                 779",8.241754952138e-01,2.105754110514e-01,9.039548594947e-02,1.201799251020e-01,-1.489221957625e-02
"                 780",7.930798449033e-01,2.032034018294e-01,8.727446029784e-02,1.159289415316e-01,-1.432724061686e-02
"                 781",7.985537215327e-01,2.138686638753e-01,9.141730028593e-02,1.224513635894e-01,-1.551703165173e-02
"                 782",7.989584287239e-01,2.152706495405e-01,9.038525859755e-02,1.248853909429e-01,-1.725006617268e-02
"                 783",7.940401825328e-01,2.181489769302e-01,9.235251847131e-02,1.257964584589e-01,-1.672196999378e-02
"                 784",7.528944856680e-01,2.068747554889e-01,9.326382755448e-02,1.136109279345e-01,-1.017355018999e-02
"                 785",7.757023031587e-01,2.119338670122e-01,9.325431633027e-02,1.186795506819e-01,-1.271261717584e-02
"                 786",8.093035160404e-01,2.242107368529e-01,9.833270061965e-02,1.258780362333e-01,-1.377266780682e-02
"                 787",8.044590866782e-01,2.240441644395e-01,9.673209090461e-02,1.273120735349e-01,-1.528999131516e-02
"                 788",7.943716642487e-01,2.188514262462e-01,9.561762855363e-02,1.232337976926e-01,-1.380808456946e-02
"                 789",8.011290137150e-01,2.204379623090e-01,9.581292406817e-02,1.246250382408e-01,-1.440605708633e-02
"                 790",8.083481938753e-01,2.231242253249e-01,9.623445041266e-02,1.268897749122e-01,-1.532766224977e-02
"                 791",7.909001551005e-01,2.274858983779e-01,1.012448886156e-01,1.262410097624e-01,-1.249806057340e-02
"                 792",8.018475236265e-01,2.327629938480e-01,9.738515379797e-02,1.353778400500e-01,-1.899634312603e-02
"                 793",7.577406779484e-01,2.324326162144e-01,9.903264193745e-02,1.333999742770e-01,-1.718366616976e-02
"                 794",7.977817016394e-01,2.441274063469e-01,1.045479531875e-01,1.395794531594e-01,-1.751574998591e-02
"                 795",7.644247134735e-01,2.245169081177e-01,9.631895019939e-02,1.281979579183e-01,-1.593950385948e-02
"                 796",7.910936691921e-01,2.280354899809e-01,9.492122107045e-02,1.331142689105e-01,-1.909652392001e-02
"                 797",7.876441620715e-01,2.227909463395e-01,8.859689170178e-02,1.341940546377e-01,-2.279858146796e-02
"                 798",7.973848966088e-01,2.191470819798e-01,8.828747114346e-02,1.308596108364e-01,-2.128606984646e-02
"                 799",8.078601139134e-01,2.272570275591e-01,9.307828404108e-02,1.341787435180e-01,-2.055022973845e-02
"                 800",7.863145041953e-01,2.137031598197e-01,8.626974533820e-02,1.274334144815e-01,-2.058183457166e-02
"                 801",7.823976161109e-01,2.007172020045e-01,8.224399155984e-02,1.184732104446e-01,-1.811460944239e-02
"                 802",7.902678442066e-01,1.951511227373e-01,7.779402051836e-02,1.173571022189e-01,-1.978154085029e-02
"                 803",7.972337980228e-01,2.052363923309e-01,8.005302041462e-02,1.251833719162e-01,-2.256517575080e-02
"                 804",8.042595605016e-01,2.065512718696e-01,8.188282711556e-02,1.246684447540e-01,-2.139280881922e-02
"                 805",7.897729990611e-01,1.983292280564e-01,7.736301806065e-02,1.209662099958e-01,-2.180159596755e-02
"                 806",8.121782454871e-01,2.123879527424e-01,8.057392745020e-02,1.318140252922e-01,-2.562004892098e-02
"                 807",7.892862917335e-01,2.121710964872e-01,7.995637600332e-02,1.322147204839e-01,-2.612917224030e-02
"                 808",8.028710983940e-01,2.203836178986e-01,8.186288157984e-02,1.385207363188e-01,-2.832892736947e-02
"                 809",8.212885927835e-01,2.243997483366e-01,8.482121775589e-02,1.395785305808e-01,-2.737865641243e-02
"                 810",7.946987983617e-01,2.238836429014e-01,8.969831688639e-02,1.341853260150e-01,-2.224350456429e-02
"                 811",8.259444380208e-01,2.165089361974e-01,8.394252570440e-02,1.325664104930e-01,-2.431194239430e-02
"                 812",8.185814942899e-01,2.162012166088e-01,8.558474587953e-02,1.306164707293e-01,-2.251586242488e-02
"                 813",7.887754155289e-01,2.237888622336e-01,8.899982971488e-02,1.347890325187e-01,-2.289460140190e-02
"                 814",8.032368210854e-01,2.259260585700e-01,9.388624020447e-02,1.320398183655e-01,-1.907678908052e-02
"                 815",8.047806422638e-01,2.198162741842e-01,8.901393033744e-02,1.308023438468e-01,-2.089420675467e-02
"                 816",8.061365394848e-01,2.209910030025e-01,8.985779240754e-02,1.311332105950e-01,-2.063770909371e-02
"                 817",8.000512465142e-01,2.207835702221e-01,8.969104602100e-02,1.310925242011e-01,-2.070073909006e-02
"                 818",8.193635507220e-01,2.268088676760e-01,9.119780561605e-02,1.356110620599e-01,-2.220662822195e-02
"                 819",8.249441342635e-01,2.404970769979e-01,9.804169574359e-02,1.424553812543e-01,-2.220684275537e-02
"                 820",8.016254764278e-01,2.252408498430e-01,9.447977125204e-02,1.307610785909e-01,-1.814065366945e-02
"                 821",8.187900081242e-01,2.429710807992e-01,9.777058885075e-02,1.452004919484e-01,-2.371495154884e-02
"                 822",8.034383883851e-01,2.487568408459e-01,1.012008618170e-01,1.475559790289e-01,-2.317755860596e-02
"                 823",8.021766316399e-01,2.471324496087e-01,9.936730073920e-02,1.477651488695e-01,-2.419892406514e-02
"                 824",8.192363085776e-01,2.629666172263e-01,1.088960242004e-01,1.540705930259e-01,-2.258728441275e-02
"                 825",8.046393140973e-01,2.555329700530e-01,1.029721233309e-01,1.525608467221e-01,-2.479436169559e-02
"                 826",8.116140333999e-01,2.608351478028e-01,1.086502992374e-01,1.521848485654e-01,-2.176727466403e-02
"                 827",8.186787525517e-01,2.639161309505e-01,1.078017698301e-01,1.561143611204e-01,-2.415629564512e-02
"                 828",8.197875644172e-01,2.558940271293e-01,1.051558138353e-01,1.507382132940e-01,-2.279119972932e-02
"                 829",8.062300897258e-01,2.488644762964e-01,1.058280376798e-01,1.430364386166e-01,-1.860420046836e-02
"                 830",8.024807184048e-01,2.567961426182e-01,1.093913460538e-01,1.474047965644e-01,-1.900672525528e-02
"                 831",8.147144812393e-01,2.495938330970e-01,1.032261533855e-01,1.463676797114e-01,-2.157076316297e-02
"                 832",8.117903149907e-01,2.479845360671e-01,1.034063650303e-01,1.445781710369e-01,-2.058590300331e-02
"                 833",8.115840322304e-01,2.451508007565e-01,1.031694320158e-01,1.419813687407e-01,-1.940596836243e-02
"                 834",8.185291687768e-01,2.483566625664e-01,1.042559647863e-01,1.441006977801e-01,-1.992236649687e-02
"                 835",8.243717735391e-01,2.530729778805e-01,1.037116144419e-01,1.493613634385e-01,-2.282487449829e-02
"                 836",8.032378458100e-01,2.567773918045e-01,1.089947422603e-01,1.477826495442e-01,-1.939395364195e-02
"                 837",8.225145981102e-01,2.479226149071e-01,1.027011569162e-01,1.452214579909e-01,-2.126015053735e-02
"                 838",8.018701530647e-01,2.485480063829e-01,1.043132224702e-01,1.442347839127e-01,-1.996078072123e-02
"                 839",7.939526825340e-01,2.394620109786e-01,1.056585184368e-01,1.338034925418e-01,-1.407248705253e-02
"                 840",8.090412982814e-01,2.308824129881e-01,9.883011082658e-02,1.320523021616e-01,-1.661109566749e-02
"                 841",8.138934189165e-01,2.254940418699e-01,9.648450622819e-02,1.290095356417e-01,-1.626251470676e-02
"                 842",7.942009868260e-01,2.266366688638e-01,9.947304023024e-02,1.271636286336e-01,-1.384529420168e-02
"                 843",8.176517241968e-01,2.214831167387e-01,9.573603594408e-02,1.257470807946e-01,-1.500552242525e-02
"                 844",8.144284882991e-01,2.162696767215e-01,9.340269364758e-02,1.228669830739e-01,-1.473214471318e-02
"                 845",7.971264892619e-01,2.130988522026e-01,9.400877261003e-02,1.190900795925e-01,-1.254065349125e-02
"                 846",8.157856634505e-01,2.079879366918e-01,8.854003920534e-02,1.194478974864e-01,-1.545392914054e-02
"                 847",7.984300810581e-01,2.034245245825e-01,8.694254689372e-02,1.164819776888e-01,-1.476971539755e-02
"                 848",8.133126177014e-01,2.142919119650e-01,9.117790942586e-02,1.231140025392e-01,-1.596804655666e-02
"                 849",7.859450473629e-01,2.242064312881e-01,9.921914338877e-02,1.249872878994e-01,-1.288407225529e-02
"                 850",7.840030215725e-01,2.231331136938e-01,9.494572094940e-02,1.281873927444e-01,-1.662083589750e-02
"                 851",7.853920206035e-01,2.320574490055e-01,9.739750502242e-02,1.346599439831e-01,-1.863121948034e-02
"                 852",8.043855265425e-01,2.313167614308e-01,9.562450522368e-02,1.356922562071e-01,-2.003387549171e-02
"                 853",8.012370361464e-01,2.280811086566e-01,9.363438673945e-02,1.344467219171e-01,-2.040616758883e-02
"                 854",7.911227936593e-01,2.280903305132e-01,9.550982309754e-02,1.325805074157e-01,-1.853534215909e-02
"                 855",7.730628759867e-01,2.295100447847e-01,9.507905037708e-02,1.344309944076e-01,-1.967597201527e-02
"                 856",8.121933045805e-01,2.262846537820e-01,9.335005008108e-02,1.329346037009e-01,-1.979227680993e-02
"                 857",7.728975259198e-01,2.290522182307e-01,9.182718060002e-02,1.372250376307e-01,-2.269892851534e-02
"                 858",7.874146901023e-01,2.219255065362e-01,8.947546423482e-02,1.324500423014e-01,-2.148728903327e-02
"                 859",8.049943350258e-01,2.264942727119e-01,9.135835841845e-02,1.351359142934e-01,-2.188877793749e-02
"                 860",7.555861191034e-01,2.072959615305e-01,8.915150716758e-02,1.181444543629e-01,-1.449647359766e-02
"                 861",7.623722308134e-01,2.054224409557e-01,8.464014864732e-02,1.207822923084e-01,-1.807107183053e-02
"                 862",8.022293371986e-01,2.011076304860e-01,8.074168851915e-02,1.203659419668e-01,-1.981212672384e-02
"                 863",7.855548704053e-01,2.098150025743e-01,8.654402709244e-02,1.232709754819e-01,-1.836347419473e-02
"                 864",7.978489345908e-01,2.040526470345e-01,8.498585834466e-02,1.190667886898e-01,-1.704046517259e-02
"                 865",7.791938555508e-01,1.989258631302e-01,8.225142386046e-02,1.166744392698e-01,-1.721150770466e-02
"                 866",7.925754719074e-01,2.070341252991e-01,8.442371665373e-02,1.226104086453e-01,-1.909334599580e-02
"                 867",7.849766154581e-01,1.990663781419e-01,8.174290744190e-02,1.173234707000e-01,-1.779028162904e-02
"                 868",7.657736960688e-01,1.873196640926e-01,7.788845904554e-02,1.094312050470e-01,-1.577137300075e-02
"                 869",7.719789279041e-01,1.971717163090e-01,8.442963216081e-02,1.127420841482e-01,-1.415622599371e-02
"                 870",8.023523936247e-01,1.793201893488e-01,7.346866637912e-02,1.058515229696e-01,-1.619142829526e-02
"                 871",7.922484221308e-01,1.739977104980e-01,7.287997667254e-02,1.011177338254e-01,-1.411887857644e-02
"                 872",7.801085202909e-01,1.725588260707e-01,7.489969159243e-02,9.765913447830e-02,-1.137972144293e-02
"                 873",7.800024931693e-01,1.544977802228e-01,6.560136460870e-02,8.889641561408e-02,-1.164752550269e-02
"                 874",8.184077796898e-01,1.495650042500e-01,6.485167061965e-02,8.471333363031e-02,-9.930831505328e-03
"                 875",7.952155412596e-01,1.432462709697e-01,6.060910888968e-02,8.263716208003e-02,-1.101402659518e-02
"                 876",7.942111359489e-01,1.404050386423e-01,5.908129191792e-02,8.132374672440e-02,-1.112122740324e-02
"                 877",7.955684584942e-01,1.468434057782e-01,6.476925320716e-02,8.207415257106e-02,-8.652449681952e-03
"                 878",8.011153281769e-01,1.365831104557e-01,6.016358173923e-02,7.641952871651e-02,-8.127973488639e-03
"                 879",7.895227425619e-01,1.470171450998e-01,6.646006749673e-02,8.055707760303e-02,-7.048505053150e-03
"                 880",7.908001280379e-01,1.418920430301e-01,6.297846766142e-02,7.891357536866e-02,-7.967553853619e-03
"                 881",8.124230324273e-01,1.393688519996e-01,5.835406081235e-02,8.101479118728e-02,-1.133036518747e-02
"                 882",8.209997921562e-01,1.272445454150e-01,5.337319283867e-02,7.387135257635e-02,-1.024907986884e-02
"                 883",8.085190960625e-01,1.384361437888e-01,6.330483953996e-02,7.513130424887e-02,-5.913232354455e-03
"                 884",8.170552578771e-01,1.313249305104e-01,5.574629087972e-02,7.557863963063e-02,-9.916174375458e-03
"                 885",8.046095289865e-01,1.381363179252e-01,6.129456514639e-02,7.684175277885e-02,-7.773593816231e-03
"                 886",8.094331290298e-01,1.277415497580e-01,5.321541647564e-02,7.452613328232e-02,-1.065535840334e-02
"                 887",8.104755572117e-01,1.254068817001e-01,5.054255795872e-02,7.486432374138e-02,-1.216088289133e-02
"                 888",8.074737937496e-01,1.261317916108e-01,5.009761070768e-02,7.603418090316e-02,-1.296828509774e-02
"                 889",8.063461832587e-01,1.391619485200e-01,5.624621002314e-02,8.291573849681e-02,-1.333476423684e-02
"                 890",8.279266689448e-01,1.329718780075e-01,5.284998801001e-02,8.012188999747e-02,-1.363595099373e-02
"                 891",7.899502174954e-01,1.445641837485e-01,6.193288843945e-02,8.263129530910e-02,-1.034920343483e-02
"                 892",8.103676131490e-01,1.553667590753e-01,6.264301291706e-02,9.272374615828e-02,-1.504036662061e-02
"                 893",8.168132784143e-01,1.684436355113e-01,6.875615805032e-02,9.968747746093e-02,-1.546565970530e-02
"                 894",8.190471227478e-01,1.760881037207e-01,6.963237725325e-02,1.064557264675e-01,-1.841167460713e-02
"                 895",8.237030775894e-01,1.876148883929e-01,7.178605812746e-02,1.158288302655e-01,-2.202138606900e-02
"                 896",8.194255827172e-01,2.011457544801e-01,7.885674855507e-02,1.222890059250e-01,-2.171612868496e-02
"                 897",7.845680775298e-01,1.945185503485e-01,7.738430070377e-02,1.171342496448e-01,-1.987497447049e-02
"                 898",7.955450849654e-01,2.049157808866e-01,8.175957325325e-02,1.231562076334e-01,-2.069831719006e-02
"                 899",8.094404963392e-01,2.083066798744e-01,7.957948815812e-02,1.287271917163e-01,-2.457385177910e-02
"                 900",7.897873422392e-01,1.970903836071e-01,7.753895203392e-02,1.195514315732e-01,-2.100623976963e-02
"                 901",7.990553676988e-01,2.024524659781e-01,8.073985912376e-02,1.217126068543e-01,-2.048637386528e-02
