Time (s),PRESSURE_FORCE_X,PRESSURE_FORCE_Y,PRESSURE_FORCE_Z,TOTAL_FORCE_X,TOTAL_FORCE_Y,TOTAL_FORCE_Z,VISCOUS_FORCE_X,VISCOUS_FORCE_Y,VISCOUS_FORCE_Z
"                 528",2.142312231707e-01,1.565662694226e-01,3.263496527482e-02,2.214329240899e-01,1.919862087187e-01,3.945808363568e-02,7.201700919191e-03,3.541993929613e-02,6.823118360862e-03
"                 529",2.146445640060e-01,1.572617522376e-01,3.525981322505e-02,2.199860821888e-01,1.927547582955e-01,3.970248464715e-02,5.341518182811e-03,3.549300605787e-02,4.442671422102e-03
"                 530",2.152675815962e-01,1.575505659161e-01,3.829336130257e-02,2.193469823304e-01,1.935767811661e-01,4.242499230782e-02,4.079400734242e-03,3.602621525002e-02,4.131631005243e-03
"                 531",2.156911909727e-01,1.577882458785e-01,4.091877956266e-02,2.202856723128e-01,1.932203518416e-01,4.484586675624e-02,4.594481340157e-03,3.543210596309e-02,3.927087193580e-03
"                 532",2.162967087955e-01,1.581721960100e-01,4.267491757523e-02,2.208294278108e-01,1.929683319566e-01,4.596173639057e-02,4.532719015290e-03,3.479613594659e-02,3.286818815340e-03
"                 533",2.170646122110e-01,1.582124012693e-01,4.189992448280e-02,2.224157489723e-01,1.955364389311e-01,4.689388901657e-02,5.351136761323e-03,3.732403766180e-02,4.993964533769e-03
"                 534",2.182703531199e-01,1.582327089432e-01,4.200597062134e-02,2.213839406327e-01,1.935184142445e-01,4.662037620604e-02,3.113587512783e-03,3.528570530131e-02,4.614405584696e-03
"                 535",2.195180147615e-01,1.583935154588e-01,4.414660911642e-02,2.236251557721e-01,1.967865861837e-01,4.732811085051e-02,4.107141010626e-03,3.839307072496e-02,3.181501734098e-03
"                 536",2.207765080661e-01,1.584443945613e-01,4.574189432040e-02,2.257804149055e-01,1.952535125857e-01,4.981642573549e-02,5.003906839448e-03,3.680911802431e-02,4.074531415094e-03
"                 537",2.220702720370e-01,1.582720128713e-01,4.829556179931e-02,2.282254122551e-01,1.946710143266e-01,5.290316554200e-02,6.155140218135e-03,3.639900145528e-02,4.607603742691e-03
"                 538",2.231963064772e-01,1.581230953999e-01,4.970475983912e-02,2.272603916547e-01,1.902918311357e-01,5.241460716755e-02,4.064085177493e-03,3.216873573573e-02,2.709847328425e-03
"                 539",2.241491469480e-01,1.580386999386e-01,5.092385053158e-02,2.284849440730e-01,1.953801101596e-01,5.567266475378e-02,4.335797125022e-03,3.734141022098e-02,4.748814222202e-03
"                 540",2.249006782091e-01,1.577464673616e-01,5.143645577943e-02,2.289777795288e-01,1.948024287379e-01,5.635003997010e-02,4.077101319750e-03,3.705596137621e-02,4.913584190677e-03
"                 541",2.254342618862e-01,1.574618255899e-01,5.411257324458e-02,2.290469735910e-01,1.881917056604e-01,5.659516633729e-02,3.612711704755e-03,3.072988007050e-02,2.482593092715e-03
"                 542",2.257815180127e-01,1.572970091447e-01,5.526512418680e-02,2.304778829933e-01,1.962963120418e-01,5.840666146858e-02,4.696364980542e-03,3.899930289706e-02,3.141537281782e-03
"                 543",2.253325995409e-01,1.573000838040e-01,5.381915200014e-02,2.304584582451e-01,1.937074028032e-01,5.745863303635e-02,5.125858704211e-03,3.640731899916e-02,3.639481036205e-03
"                 544",2.245594337682e-01,1.573920524737e-01,5.058893503952e-02,2.303332942083e-01,1.974505823030e-01,5.671130336095e-02,5.773860440118e-03,4.005852982934e-02,6.122368321431e-03
"                 545",2.235815681178e-01,1.574878868218e-01,4.865303703042e-02,2.269953536264e-01,1.974607258078e-01,5.252559026446e-02,3.413785508537e-03,3.997283898604e-02,3.872553234040e-03
"                 546",2.227020322949e-01,1.574787428445e-01,4.634186561168e-02,2.254694932969e-01,1.893234937490e-01,5.137052842668e-02,2.767461001922e-03,3.184475090453e-02,5.028662815007e-03
"                 547",2.216606810056e-01,1.575277292709e-01,4.490706709213e-02,2.255384219778e-01,1.929780963455e-01,4.914857628444e-02,3.877740972147e-03,3.545036707468e-02,4.241509192318e-03
"                 548",2.208986355639e-01,1.576343593292e-01,4.353944005872e-02,2.265477357304e-01,1.960837576264e-01,4.972711344821e-02,5.649100166498e-03,3.844939829714e-02,6.187673389485e-03
"                 549",2.201662594188e-01,1.580758764007e-01,4.255383957558e-02,2.240513873302e-01,1.975106689399e-01,4.514795268064e-02,3.885127911463e-03,3.943479253918e-02,2.594113105069e-03
"                 550",2.191797736471e-01,1.585303210405e-01,4.023951910440e-02,2.226308024226e-01,1.950435900312e-01,4.358013550214e-02,3.451028775458e-03,3.651326899067e-02,3.340616397742e-03
"                 551",2.174207098914e-01,1.588897329828e-01,3.689444949934e-02,2.206776746503e-01,1.928849688203e-01,4.141081208980e-02,3.256964758932e-03,3.399523583749e-02,4.516362590456e-03
"                 552",2.152918762291e-01,1.591496766701e-01,3.297610171681e-02,2.199800031506e-01,1.993275374591e-01,3.635775642994e-02,4.688126921489e-03,4.017786078906e-02,3.381654713130e-03
"                 553",2.130517635123e-01,1.593609022931e-01,3.034125298884e-02,2.180765976373e-01,1.963898895030e-01,3.437995912655e-02,5.024834124985e-03,3.702898720990e-02,4.038706137711e-03
"                 554",2.110842947721e-01,1.593124588490e-01,2.899089856029e-02,2.151824103092e-01,1.930911376596e-01,3.325746139454e-02,4.098115537101e-03,3.377867881065e-02,4.266562834245e-03
"                 555",2.092043732708e-01,1.593227111813e-01,2.767634141623e-02,2.142700613074e-01,1.979880521358e-01,3.214664816750e-02,5.065688036552e-03,3.866534095452e-02,4.470306751267e-03
"                 556",2.078518387437e-01,1.593117310154e-01,2.717945704335e-02,2.108659735433e-01,1.922072146219e-01,2.958455217340e-02,3.014134799546e-03,3.289548360653e-02,2.405095130052e-03
"                 557",2.063752698224e-01,1.595088662345e-01,2.660758164095e-02,2.108437696630e-01,1.909764325357e-01,3.051481179708e-02,4.468499840590e-03,3.146756630125e-02,3.907230156131e-03
"                 558",2.047985204814e-01,1.596842273324e-01,2.496703401672e-02,2.104672901030e-01,1.980200020655e-01,3.019404345087e-02,5.668769621690e-03,3.833577473305e-02,5.227009434143e-03
"                 559",2.029090083533e-01,1.598612401146e-01,2.271291645121e-02,2.070133246209e-01,1.929957461289e-01,2.539072547503e-02,4.104316267643e-03,3.313450601435e-02,2.677809023819e-03
"                 560",2.012648615718e-01,1.599953998373e-01,2.024259943898e-02,2.051631699079e-01,1.934164196756e-01,2.352005897724e-02,3.898308336178e-03,3.342101983837e-02,3.277459538261e-03
"                 561",2.002591412957e-01,1.601724413443e-01,1.933323002147e-02,2.040705122103e-01,1.925990088262e-01,2.358797582550e-02,3.811370914652e-03,3.242656748195e-02,4.254745804033e-03
"                 562",1.999914795186e-01,1.604645567841e-01,1.897130954643e-02,2.043547261854e-01,1.974222451933e-01,2.236155347793e-02,4.363246666788e-03,3.695768840919e-02,3.390243931502e-03
"                 563",1.995179000488e-01,1.607198908061e-01,1.794093185750e-02,2.052295056709e-01,1.983858039703e-01,2.297269328871e-02,5.711605622165e-03,3.766591316425e-02,5.031761431205e-03
"                 564",1.987436998861e-01,1.608382673237e-01,1.656240270053e-02,2.027680810020e-01,2.002130295521e-01,2.012339989201e-02,4.024381115927e-03,3.937476222840e-02,3.560997191488e-03
"                 565",1.977011157198e-01,1.605222700182e-01,1.314263770473e-02,2.026646743315e-01,1.965556767068e-01,1.777100124320e-02,4.963558611668e-03,3.603340668862e-02,4.628363538472e-03
"                 566",1.973413271218e-01,1.601643883344e-01,1.353462362610e-02,2.015264801284e-01,1.947561467111e-01,1.799309622468e-02,4.185153006649e-03,3.459175837666e-02,4.458472598580e-03
"                 567",1.971332348205e-01,1.598928161260e-01,1.522093948877e-02,2.010138598800e-01,1.940670862814e-01,1.736950005302e-02,3.880625059437e-03,3.417427015537e-02,2.148560564249e-03
"                 568",1.973180127252e-01,1.594753499025e-01,1.731238519602e-02,2.040119149137e-01,1.929113486128e-01,2.341920876111e-02,6.693902188484e-03,3.343599871035e-02,6.106823565083e-03
"                 569",1.980694614669e-01,1.592285758061e-01,1.959542076307e-02,2.027893769450e-01,1.984128874461e-01,2.292216636532e-02,4.719915478129e-03,3.918431163999e-02,3.326745602257e-03
"                 570",1.994609437784e-01,1.587513207035e-01,2.206530277961e-02,2.029339781108e-01,1.900200356483e-01,2.762407292642e-02,3.473034332427e-03,3.126871494475e-02,5.558770146808e-03
"                 571",2.011412489261e-01,1.582232342477e-01,2.527819929875e-02,2.043642792322e-01,1.945588946334e-01,2.986845834406e-02,3.223030306126e-03,3.633566038572e-02,4.590259045315e-03
"                 572",2.028927841285e-01,1.575412618994e-01,2.663527135221e-02,2.099979460412e-01,1.880992590789e-01,3.296493725036e-02,7.105161912708e-03,3.055799717949e-02,6.329665898153e-03
"                 573",2.051352665558e-01,1.571381012526e-01,3.169352142397e-02,2.090600249520e-01,1.909250322873e-01,3.737203933849e-02,3.924758396186e-03,3.378693103477e-02,5.678517914520e-03
"                 574",2.069848331082e-01,1.566071770576e-01,3.375332139190e-02,2.204689274514e-01,1.818562582276e-01,4.035266774060e-02,1.348409434317e-02,2.524908117000e-02,6.599346348700e-03
"                 575",2.087885493981e-01,1.567662794124e-01,3.713376782252e-02,2.151862307035e-01,1.885902102720e-01,4.211091094876e-02,6.397681305427e-03,3.182393085960e-02,4.977143126233e-03
"                 576",2.097421657438e-01,1.564393802370e-01,3.620407048792e-02,2.150209200478e-01,1.913172221778e-01,3.993755751066e-02,5.278754304062e-03,3.487784194080e-02,3.733487022735e-03
"                 577",2.105765148524e-01,1.563840623679e-01,3.593902546742e-02,2.147071723124e-01,1.881898585254e-01,4.047954520352e-02,4.130657460037e-03,3.180579615749e-02,4.540519736102e-03
"                 578",2.112090508962e-01,1.564775989527e-01,3.549750238501e-02,2.159589209280e-01,1.900685504608e-01,4.081681647379e-02,4.749870031862e-03,3.359095150812e-02,5.319314088780e-03
"                 579",2.120040860250e-01,1.565992206039e-01,3.602066506370e-02,2.156912145909e-01,1.951827070544e-01,3.951884283875e-02,3.687128565955e-03,3.858348645048e-02,3.498177775044e-03
"                 580",2.125124132253e-01,1.567272213084e-01,3.551421003148e-02,2.158406111240e-01,1.883066654004e-01,4.133753642903e-02,3.328197898707e-03,3.157944409199e-02,5.823326397549e-03
"                 581",2.127393084522e-01,1.567827645885e-01,3.491772428928e-02,2.191031915883e-01,1.904763721775e-01,3.981837070265e-02,6.363883136087e-03,3.369360758896e-02,4.900646413377e-03
"                 582",2.126153915809e-01,1.572269737706e-01,3.614994083485e-02,2.175828631248e-01,1.905857653132e-01,4.176157349199e-02,4.967471543880e-03,3.335879154259e-02,5.611632657143e-03
"                 583",2.130350409720e-01,1.575740516894e-01,3.736247837065e-02,2.171528895062e-01,1.936342447125e-01,4.291640287840e-02,4.117848534113e-03,3.606019302308e-02,5.553924507749e-03
"                 584",2.131603699160e-01,1.574738487930e-01,3.609457389478e-02,2.190389989335e-01,1.895892809083e-01,4.001646618279e-02,5.878629017489e-03,3.211543211531e-02,3.921892288013e-03
"                 585",2.137574145004e-01,1.578076067542e-01,3.767854398668e-02,2.185435450380e-01,1.883271950037e-01,4.215694876202e-02,4.786130537671e-03,3.051958824948e-02,4.478404775338e-03
"                 586",2.140685509449e-01,1.578658863622e-01,3.773333482895e-02,2.189648207915e-01,1.906105647565e-01,4.258258595225e-02,4.896269846616e-03,3.274467839431e-02,4.849251123301e-03
"                 587",2.143629405738e-01,1.576925519105e-01,3.923707914114e-02,2.169729563690e-01,1.885707733489e-01,4.217368264130e-02,2.610015795246e-03,3.087822143836e-02,2.936603500156e-03
"                 588",2.150521994450e-01,1.573251806333e-01,4.030111932485e-02,2.183688456087e-01,1.837178614999e-01,4.462605218063e-02,3.316646163739e-03,2.639268086655e-02,4.324932855788e-03
"                 589",2.154834508706e-01,1.570039617533e-01,4.033764658844e-02,2.226875311288e-01,1.890598756442e-01,4.526713504868e-02,7.204080258193e-03,3.205591389090e-02,4.929488460246e-03
"                 590",2.161055499279e-01,1.572501004480e-01,4.088977833061e-02,2.227533686723e-01,1.929861040462e-01,4.581139402540e-02,6.647818744351e-03,3.573600359819e-02,4.921615694788e-03
"                 591",2.162821632866e-01,1.570411743486e-01,3.908233837495e-02,2.230759537478e-01,1.883187231685e-01,4.485287013740e-02,6.793790461229e-03,3.127754881989e-02,5.770531762449e-03
"                 592",2.165243818863e-01,1.569349031197e-01,3.783371304936e-02,2.217691144243e-01,1.932457093430e-01,4.286852319635e-02,5.244732537918e-03,3.631080622324e-02,5.034810146994e-03
"                 593",2.162509746041e-01,1.571924576516e-01,3.665891289764e-02,2.211220430422e-01,1.859060214873e-01,4.075297738552e-02,4.871068438084e-03,2.871356383570e-02,4.094064487882e-03
"                 594",2.159598173062e-01,1.571427200140e-01,3.566918826583e-02,2.214249000571e-01,1.899407826857e-01,3.991563741687e-02,5.465082750866e-03,3.279806267166e-02,4.246449151043e-03
"                 595",2.155961286670e-01,1.573437969518e-01,3.620429369199e-02,2.207179291039e-01,1.891945523865e-01,4.125094198839e-02,5.121800436911e-03,3.185075543472e-02,5.046648296394e-03
"                 596",2.155023160271e-01,1.575225109611e-01,3.644804823384e-02,2.199694234053e-01,1.930083675595e-01,3.986433852516e-02,4.467107378117e-03,3.548585659841e-02,3.416290291328e-03
"                 597",2.152862917914e-01,1.577364554226e-01,3.639321655370e-02,2.209103355184e-01,1.942682269258e-01,4.154197605799e-02,5.624043726986e-03,3.653177150326e-02,5.148759504290e-03
"                 598",2.154441405629e-01,1.577772670044e-01,3.589656335160e-02,2.192649326481e-01,1.913818139134e-01,3.992029210989e-02,3.820792085176e-03,3.360454690905e-02,4.023728758287e-03
"                 599",2.153367084859e-01,1.577620982317e-01,3.585650658844e-02,2.197734793078e-01,1.931771045286e-01,4.165027628960e-02,4.436770821946e-03,3.541500629682e-02,5.793769701165e-03
"                 600",2.155389538827e-01,1.575968213461e-01,3.571010205426e-02,2.189361844782e-01,1.885287959875e-01,4.016576791704e-02,3.397230595425e-03,3.093197464140e-02,4.455665862777e-03
"                 601",2.155160505668e-01,1.573608922856e-01,3.747405583115e-02,2.172374725244e-01,1.814368222387e-01,4.086124803732e-02,1.721421957603e-03,2.407592995312e-02,3.387192206167e-03
"                 602",2.154092901612e-01,1.571610082770e-01,3.870062531809e-02,2.198050144117e-01,1.890746976970e-01,4.401310061392e-02,4.395724250489e-03,3.191368942008e-02,5.312475295827e-03
"                 603",2.152576967225e-01,1.573226501768e-01,3.981861626650e-02,2.188376973497e-01,1.896660996631e-01,4.492744656118e-02,3.580000627210e-03,3.234344948631e-02,5.108830294687e-03
"                 604",2.150723589821e-01,1.575671439057e-01,3.895269111642e-02,2.212446890441e-01,1.945446437181e-01,4.410928752390e-02,6.172330061994e-03,3.697749981247e-02,5.156596407475e-03
"                 605",2.150251583880e-01,1.578488575254e-01,3.889146224046e-02,2.191401352229e-01,1.902091847423e-01,4.387667094060e-02,4.114976834909e-03,3.236032721688e-02,4.985208700137e-03
"                 606",2.153210259831e-01,1.579561375214e-01,3.849403231962e-02,2.197123065384e-01,1.925192098381e-01,4.274622492992e-02,4.391280555364e-03,3.456307231662e-02,4.252192610303e-03
"                 607",2.157495097843e-01,1.579382077426e-01,3.837792828115e-02,2.214216269006e-01,1.941033242046e-01,4.461776515078e-02,5.672117116387e-03,3.616511646202e-02,6.239836869628e-03
"                 608",2.161850086645e-01,1.578671115291e-01,3.730002858820e-02,2.207475794667e-01,1.930687669261e-01,4.093411148058e-02,4.562570802179e-03,3.520165539705e-02,3.634082892380e-03
"                 609",2.166966492805e-01,1.578052526885e-01,3.682341902635e-02,2.217813815930e-01,1.921150956190e-01,4.079731759178e-02,5.084732312509e-03,3.430984293058e-02,3.973898565425e-03
"                 610",2.171688638703e-01,1.577989287050e-01,3.631380997420e-02,2.215788399674e-01,1.927299654974e-01,3.974653267359e-02,4.409976097059e-03,3.493103679233e-02,3.432722699397e-03
"                 611",2.177041022853e-01,1.577537898983e-01,3.635752171937e-02,2.230797984676e-01,1.945249932813e-01,3.953756268327e-02,5.375696182258e-03,3.677120338303e-02,3.180040963899e-03
"                 612",2.179096597741e-01,1.576843227597e-01,3.566129603956e-02,2.240402019399e-01,1.902882920875e-01,4.227726412759e-02,6.130542165772e-03,3.260396932782e-02,6.615968088032e-03
"                 613",2.189439448584e-01,1.576638676789e-01,3.648670755265e-02,2.231809744785e-01,1.936763464264e-01,4.040980315458e-02,4.237029620120e-03,3.601247874750e-02,3.923095601930e-03
"                 614",2.203457015544e-01,1.575601511695e-01,3.724183141268e-02,2.258494699673e-01,1.987521827533e-01,4.199869325605e-02,5.503768412931e-03,4.119203158375e-02,4.756861843374e-03
"                 615",2.218992145171e-01,1.572147774312e-01,3.966085798309e-02,2.258505705075e-01,1.957682466548e-01,4.528598032263e-02,3.951355990353e-03,3.855346922360e-02,5.625122339537e-03
"                 616",2.231274537439e-01,1.569208145270e-01,4.166001055226e-02,2.280149691026e-01,1.922695851519e-01,4.621010742774e-02,4.887515358725e-03,3.534877062496e-02,4.550096875473e-03
"                 617",2.244405728703e-01,1.566499194119e-01,4.397358214626e-02,2.283448053794e-01,1.969887590247e-01,4.704845122274e-02,3.904232509088e-03,4.033883961279e-02,3.074869076479e-03
"                 618",2.257715744250e-01,1.563980863855e-01,4.519887168624e-02,2.291751986500e-01,1.907856672830e-01,4.968817893007e-02,3.403624224937e-03,3.438758089754e-02,4.489307243832e-03
"                 619",2.273362666955e-01,1.563665584844e-01,4.715345874065e-02,2.313369582433e-01,1.903088792759e-01,5.202324205879e-02,4.000691547847e-03,3.394232079149e-02,4.869783318143e-03
"                 620",2.288543340894e-01,1.563254400866e-01,4.767378818272e-02,2.358138310728e-01,1.820338010537e-01,5.264320489559e-02,6.959496983341e-03,2.570836096708e-02,4.969416712868e-03
"                 621",2.305058705308e-01,1.568165851570e-01,5.037166986141e-02,2.353105769360e-01,1.889569329052e-01,5.448941640307e-02,4.804706405203e-03,3.214034774821e-02,4.117746541661e-03
"                 622",2.319993130461e-01,1.571066926140e-01,5.101938907743e-02,2.375282710305e-01,1.933314733621e-01,5.638954800357e-02,5.528957984335e-03,3.622478074813e-02,5.370158926139e-03
"                 623",2.329159149693e-01,1.572655215252e-01,5.206736645546e-02,2.375860465684e-01,1.929195065800e-01,5.659783945992e-02,4.670131599050e-03,3.565398505479e-02,4.530473004458e-03
"                 624",2.334794953972e-01,1.573598187026e-01,5.253985003321e-02,2.381808974177e-01,1.892686098756e-01,5.745037039158e-02,4.701402020460e-03,3.190879117298e-02,4.910520358374e-03
"                 625",2.334426371727e-01,1.572500373875e-01,5.110433271115e-02,2.400170629480e-01,1.812587946444e-01,5.704469801960e-02,6.574425775293e-03,2.400875725698e-02,5.940365308445e-03
"                 626",2.335929216112e-01,1.575674587596e-01,5.174640244927e-02,2.388639919879e-01,1.922743695428e-01,5.663557439502e-02,5.271070376664e-03,3.470691078326e-02,4.889171945750e-03
"                 627",2.335941472209e-01,1.577690182724e-01,5.154067625970e-02,2.383561310432e-01,1.911036438289e-01,5.752818369526e-02,4.761983822315e-03,3.333462555647e-02,5.987507435556e-03
"                 628",2.335701928029e-01,1.581223382783e-01,5.119848534121e-02,2.378886068380e-01,1.926840610119e-01,5.541558138117e-02,4.318414035092e-03,3.456172273365e-02,4.217096039957e-03
"                 629",2.334152780854e-01,1.580602922128e-01,5.005992146731e-02,2.393808854128e-01,1.897172716862e-01,5.453547584080e-02,5.965607327467e-03,3.165697947342e-02,4.475554373488e-03
"                 630",2.332607224267e-01,1.583053736691e-01,5.098907621394e-02,2.387980073631e-01,1.914307344818e-01,5.594872833626e-02,5.537284936360e-03,3.312536081270e-02,4.959652122324e-03
"                 631",2.325726641665e-01,1.583040315139e-01,5.232879112102e-02,2.364093364407e-01,1.854328910096e-01,5.609199148889e-02,3.836672274134e-03,2.712885949573e-02,3.763200367863e-03
"                 632",2.314468261401e-01,1.580607724104e-01,5.182618408791e-02,2.357829242750e-01,1.955991122014e-01,5.632437984367e-02,4.336098134929e-03,3.753833979104e-02,4.498195755758e-03
"                 633",2.301122412468e-01,1.579232271625e-01,5.007431746525e-02,2.376887644992e-01,1.865675220887e-01,5.592519608898e-02,7.576523252376e-03,2.864429492619e-02,5.850878623733e-03
"                 634",2.287440296443e-01,1.583449086594e-01,5.028625113244e-02,2.344270511099e-01,1.913907954423e-01,5.463173663862e-02,5.683021465557e-03,3.304588678293e-02,4.345485506176e-03
"                 635",2.276737611939e-01,1.585753426722e-01,4.961667606384e-02,2.330759599179e-01,1.894004479053e-01,5.465901106476e-02,5.402198723985e-03,3.082510523313e-02,5.042335000922e-03
"                 636",2.264642081364e-01,1.586985931982e-01,4.788626938443e-02,2.301670614078e-01,1.917644498375e-01,5.149143167091e-02,3.702853271389e-03,3.306585663935e-02,3.605162286478e-03
"                 637",2.254801296372e-01,1.587811218536e-01,4.393782982913e-02,2.340728669857e-01,1.893785860187e-01,5.021594016060e-02,8.592737348471e-03,3.059746416511e-02,6.278110331477e-03
"                 638",2.241191593671e-01,1.592303602374e-01,4.163940966313e-02,2.294655671497e-01,1.868939713312e-01,4.504046756202e-02,5.346407782600e-03,2.766361109379e-02,3.401057898890e-03
"                 639",2.227224560942e-01,1.595948031570e-01,3.963621509595e-02,2.263921007184e-01,1.914796525015e-01,4.224459396183e-02,3.669644624239e-03,3.188484934443e-02,2.608378865879e-03
"                 640",2.211446621579e-01,1.598173369377e-01,3.695982693758e-02,2.248701461612e-01,1.966113891987e-01,4.081338947046e-02,3.725484003282e-03,3.679405226095e-02,3.853562532887e-03
"                 641",2.199836180028e-01,1.596353265000e-01,3.435391240366e-02,2.281561450170e-01,1.888827962806e-01,4.092281864319e-02,8.172527014224e-03,2.924746978065e-02,6.568906239525e-03
"                 642",2.190292012348e-01,1.598355210830e-01,3.410372392670e-02,2.242953571713e-01,1.941968793754e-01,4.045692830392e-02,5.266155936486e-03,3.436135829235e-02,6.353204377226e-03
"                 643",2.182388245167e-01,1.600770291162e-01,3.391159580898e-02,2.227267612314e-01,1.945047542551e-01,3.883504353801e-02,4.487936714755e-03,3.442772513886e-02,4.923447729033e-03
"                 644",2.171288088075e-01,1.601075942587e-01,3.375011596141e-02,2.219958715929e-01,1.982387209304e-01,3.831611365401e-02,4.867062785477e-03,3.813112667173e-02,4.565997692596e-03
"                 645",2.160707624225e-01,1.597502807197e-01,3.376441119519e-02,2.235542447623e-01,1.882639343346e-01,3.898738825868e-02,7.483482339798e-03,2.851365361492e-02,5.222977063488e-03
"                 646",2.150532357440e-01,1.597617778782e-01,3.533750654308e-02,2.202640964266e-01,1.924042094689e-01,3.894245590486e-02,5.210860682670e-03,3.264243159074e-02,3.604949361774e-03
"                 647",2.146531574565e-01,1.595877512923e-01,3.695862884505e-02,2.182646755579e-01,1.899186803835e-01,4.089065144871e-02,3.611518101330e-03,3.033092909112e-02,3.932022603660e-03
"                 648",2.144332586686e-01,1.593451153678e-01,3.779465361296e-02,2.189081234106e-01,1.843742826191e-01,4.252937288209e-02,4.474864741994e-03,2.502916725128e-02,4.734719269130e-03
"                 649",2.147728307435e-01,1.594405377091e-01,3.909349971176e-02,2.189921004861e-01,1.938640743836e-01,4.328133769196e-02,4.219269742655e-03,3.442353667450e-02,4.187837980209e-03
"                 650",2.148249266538e-01,1.593355623328e-01,3.901265322309e-02,2.200468781481e-01,1.945590997513e-01,4.399332634907e-02,5.221951494214e-03,3.522353741845e-02,4.980673125972e-03
"                 651",2.149417924636e-01,1.595286082838e-01,3.961772914667e-02,2.192942901110e-01,1.969312449561e-01,4.410168380657e-02,4.352497647403e-03,3.740263667229e-02,4.483954659906e-03
"                 652",2.148563898774e-01,1.596561661680e-01,3.961772465798e-02,2.191453139828e-01,1.917790821654e-01,4.449079314684e-02,4.288924105328e-03,3.212291599746e-02,4.873068488862e-03
"                 653",2.150088127645e-01,1.597909585308e-01,3.887692843126e-02,2.189421182099e-01,1.980460615102e-01,4.221395138132e-02,3.933305445449e-03,3.825510297943e-02,3.337022950064e-03
"                 654",2.157735650943e-01,1.597039812740e-01,3.865000407023e-02,2.214787299527e-01,1.867643125987e-01,4.263749856429e-02,5.705164858410e-03,2.706033132466e-02,3.987494494058e-03
"                 655",2.168592844102e-01,1.595989714851e-01,3.839558230067e-02,2.222008812200e-01,1.922090561988e-01,4.321709753626e-02,5.341596809786e-03,3.261008471374e-02,4.821515235587e-03
"                 656",2.179032527327e-01,1.595407988212e-01,3.837495769798e-02,2.226868386589e-01,1.879450575282e-01,4.113395093380e-02,4.783585926251e-03,2.840425870703e-02,2.758993235821e-03
"                 657",2.190075993355e-01,1.594528967477e-01,3.842496620413e-02,2.243717915615e-01,1.938267216831e-01,4.357437608096e-02,5.364192225993e-03,3.437382493536e-02,5.149409876824e-03
"                 658",2.196874484914e-01,1.595834023169e-01,3.878508693717e-02,2.238047595023e-01,1.921845041025e-01,4.213189374859e-02,4.117311010858e-03,3.260110178555e-02,3.346806811420e-03
"                 659",2.201581682297e-01,1.593398000254e-01,3.677134233895e-02,2.244412669978e-01,1.972508796665e-01,3.968402327569e-02,4.283098768113e-03,3.791107964109e-02,2.912680936736e-03
"                 660",2.204861849515e-01,1.596544179560e-01,3.583673901297e-02,2.248354336742e-01,1.999786798575e-01,4.053658297042e-02,4.349248722695e-03,4.032426190150e-02,4.699843957446e-03
"                 661",2.205574983059e-01,1.599662365437e-01,3.402630600863e-02,2.237663113464e-01,1.929862913528e-01,3.861181538435e-02,3.208813040458e-03,3.302005480914e-02,4.585509375715e-03
"                 662",2.210503176509e-01,1.597869383413e-01,3.537268513912e-02,2.243491981554e-01,1.938398168829e-01,3.957383007419e-02,3.298880504482e-03,3.405287854161e-02,4.201144935073e-03
"                 663",2.210855691517e-01,1.595775340407e-01,3.568506078972e-02,2.252950998716e-01,1.967175639915e-01,3.942543258262e-02,4.209530719855e-03,3.714002995072e-02,3.740371792893e-03
"                 664",2.207399809884e-01,1.595969462269e-01,3.549147877265e-02,2.263301231821e-01,1.935807736888e-01,4.113427371633e-02,5.590142193717e-03,3.398382746185e-02,5.642794943686e-03
"                 665",2.202713131484e-01,1.596900668134e-01,3.447278431102e-02,2.223290422882e-01,1.836815246337e-01,3.482687108688e-02,2.057729139814e-03,2.399145782026e-02,3.540867758617e-04
"                 666",2.200118925937e-01,1.600708309993e-01,3.409163570249e-02,2.242705201537e-01,1.934858144097e-01,3.761708810742e-02,4.258627559969e-03,3.341498341037e-02,3.525452404934e-03
"                 667",2.198623295908e-01,1.603456274249e-01,3.298216878892e-02,2.229932913693e-01,1.929622960798e-01,3.762865572060e-02,3.130961778544e-03,3.261666865491e-02,4.646486931688e-03
"                 668",2.197178973148e-01,1.606806953837e-01,3.155391605605e-02,2.234691638837e-01,1.932038097706e-01,3.620958496775e-02,3.751266568884e-03,3.252311438694e-02,4.655668911703e-03
"                 669",2.194773206406e-01,1.606851485522e-01,2.969650012147e-02,2.265863131028e-01,1.885229180978e-01,3.391487340649e-02,7.108992462203e-03,2.783776954558e-02,4.218373285026e-03
"                 670",2.190701488076e-01,1.608742619836e-01,2.811717712042e-02,2.238472601486e-01,1.950829347312e-01,3.279975387288e-02,4.777111341050e-03,3.420867274758e-02,4.682576752468e-03
"                 671",2.184687431541e-01,1.610959672053e-01,2.664278223744e-02,2.238451010880e-01,1.990369381580e-01,3.132853253717e-02,5.376357933883e-03,3.794097095262e-02,4.685750299730e-03
"                 672",2.175124251931e-01,1.614628836399e-01,2.633817868152e-02,2.219600795927e-01,1.952055480551e-01,3.131322395225e-02,4.447654399578e-03,3.374266441517e-02,4.975045270735e-03
