Time (s),PRESSURE_FORCE_X,PRESSURE_FORCE_Y,PRESSURE_FORCE_Z,TOTAL_FORCE_X,TOTAL_FORCE_Y,TOTAL_FORCE_Z,VISCOUS_FORCE_X,VISCOUS_FORCE_Y,VISCOUS_FORCE_Z
"                  23",9.882724222284e-02,2.607370623514e-01,-1.292001333976e-02,1.041193207263e-01,2.889513266850e-01,-1.371819772652e-02,5.292078503436e-03,2.821426433360e-02,-7.981843867600e-04
"                  24",9.530171582012e-02,2.582288743904e-01,-2.129661282501e-02,1.014362087166e-01,2.847369089224e-01,-2.218268101304e-02,6.134492896443e-03,2.650803453198e-02,-8.860681880229e-04
"                  25",8.496143546929e-02,2.589969294222e-01,-3.958318214457e-02,9.030269630312e-02,2.843291074026e-01,-4.056270965532e-02,5.341260833835e-03,2.533217798047e-02,-9.795275107490e-04
"                  26",7.208290119238e-02,2.596449462939e-01,-5.905786395136e-02,7.731317294562e-02,2.863762722020e-01,-5.938312626752e-02,5.230271753237e-03,2.673132590802e-02,-3.252623161561e-04
"                  27",6.180915578690e-02,2.585027515357e-01,-7.197982818839e-02,6.824512197152e-02,2.829766961073e-01,-7.157428725121e-02,6.435966184617e-03,2.447394457161e-02,4.055409371858e-04
"                  28",5.704454208251e-02,2.560081729996e-01,-7.718336726251e-02,6.158547607122e-02,2.797890814549e-01,-7.775619746081e-02,4.540933988716e-03,2.378090845532e-02,-5.728301983026e-04
"                  29",5.550798056822e-02,2.545081408881e-01,-7.769770815604e-02,6.153444205473e-02,2.762062716679e-01,-7.733436532777e-02,6.026461486510e-03,2.169813077975e-02,3.633428282754e-04
"                  30",5.348602726554e-02,2.541963871625e-01,-8.066004140469e-02,5.885152420383e-02,2.833463086883e-01,-7.946782588246e-02,5.365496938283e-03,2.914992152581e-02,1.192215522233e-03
"                  31",4.985043147914e-02,2.546158152004e-01,-8.512832598579e-02,5.292915923030e-02,2.830437563171e-01,-8.048875355269e-02,3.078727751161e-03,2.842794111674e-02,4.639572433105e-03
"                  32",4.489870875201e-02,2.544903879436e-01,-9.102415283200e-02,4.950614626085e-02,2.837053786362e-01,-8.712570929034e-02,4.607437508846e-03,2.921499069257e-02,3.898443541660e-03
"                  33",4.107598871362e-02,2.540267751748e-01,-9.492306078754e-02,4.433540690684e-02,2.849525511437e-01,-9.297052870375e-02,3.259418193220e-03,3.092577596893e-02,1.952532083794e-03
"                  34",4.027514451838e-02,2.533057234216e-01,-9.649728134916e-02,4.676198325960e-02,2.866965992173e-01,-9.260797876990e-02,6.486838741223e-03,3.339087579571e-02,3.889302579265e-03
"                  35",4.123734779047e-02,2.525501300800e-01,-9.492484141208e-02,4.651820457100e-02,2.929947996524e-01,-8.623052931443e-02,5.280856780534e-03,4.044466957239e-02,8.694312097652e-03
"                  36",4.260864053739e-02,2.519019330877e-01,-9.204053486146e-02,4.784768792235e-02,2.875658601615e-01,-8.339095604657e-02,5.239047384960e-03,3.566392707385e-02,8.649578814886e-03
"                  37",4.296302530835e-02,2.516575703853e-01,-8.987881085530e-02,4.964872557801e-02,2.790900611039e-01,-8.757116175200e-02,6.685700269660e-03,2.743249071856e-02,2.307649103291e-03
"                  38",4.395004111278e-02,2.516443072445e-01,-8.965936887366e-02,5.103616570550e-02,2.747687931961e-01,-8.771099364868e-02,7.086124592723e-03,2.312448595164e-02,1.948375224983e-03
"                  39",4.527908546615e-02,2.514295101674e-01,-9.005181835355e-02,4.990688336691e-02,3.031919789020e-01,-7.322824803255e-02,4.627797900757e-03,5.176246873462e-02,1.682357032101e-02
"                  40",4.729724430470e-02,2.507050019190e-01,-9.084549467141e-02,5.217787309198e-02,3.087804996413e-01,-7.275028572419e-02,4.880628787285e-03,5.807549772225e-02,1.809520894722e-02
"                  41",4.939099122969e-02,2.497880886528e-01,-9.081791814048e-02,5.954437210846e-02,2.979613336643e-01,-7.399528212319e-02,1.015338087877e-02,4.817324501149e-02,1.682263601729e-02
"                  42",5.089434803557e-02,2.485101446696e-01,-9.125668769769e-02,5.494607173377e-02,2.980353966907e-01,-7.613901750090e-02,4.051723698204e-03,4.952525202112e-02,1.511767019678e-02
"                  43",5.112748180585e-02,2.475453309287e-01,-9.065883283143e-02,5.831168493555e-02,2.910090621535e-01,-7.954343102655e-02,7.184203129698e-03,4.346373122479e-02,1.111540180488e-02
"                  44",5.115967074277e-02,2.465287704465e-01,-9.182775040551e-02,5.620905648587e-02,2.965567506349e-01,-7.851660621491e-02,5.049385743095e-03,5.002798018846e-02,1.331114419060e-02
"                  45",5.162039765042e-02,2.456474393630e-01,-9.264911777895e-02,5.435171736694e-02,3.011638244716e-01,-8.036331754506e-02,2.731319716517e-03,5.551638510852e-02,1.228580023389e-02
"                  46",5.498026725987e-02,2.442849683703e-01,-9.087737031629e-02,6.025488423360e-02,2.949852212985e-01,-7.945026755867e-02,5.274616973730e-03,5.070025292821e-02,1.142710275762e-02
"                  47",5.995171684644e-02,2.429035500929e-01,-8.538236774368e-02,6.626687884957e-02,3.023788246769e-01,-6.684489395966e-02,6.315162003128e-03,5.947527458401e-02,1.853747378402e-02
"                  48",6.551033404861e-02,2.419980251295e-01,-8.013751729999e-02,7.408435260158e-02,2.950034424342e-01,-6.766581155260e-02,8.574018552967e-03,5.300541730472e-02,1.247170574739e-02
"                  49",7.039982992354e-02,2.415706553230e-01,-7.790724030735e-02,7.660688449651e-02,3.043150011898e-01,-6.750019673376e-02,6.207054572978e-03,6.274434586680e-02,1.040704357359e-02
"                  50",7.592781552949e-02,2.406851841389e-01,-7.628493754814e-02,8.577549767705e-02,3.047394213948e-01,-6.696560699866e-02,9.847682147556e-03,6.405423725597e-02,9.319330549477e-03
"                  51",8.215705296961e-02,2.395255404817e-01,-7.143376995619e-02,8.940695012431e-02,3.096756508430e-01,-6.081312103967e-02,7.249897154697e-03,7.015011036129e-02,1.062064891652e-02
"                  52",8.892731412970e-02,2.384106407935e-01,-6.925331514723e-02,9.756233737452e-02,2.985266090796e-01,-5.668639829413e-02,8.635023244819e-03,6.011596828612e-02,1.256691685310e-02
"                  53",9.507787663686e-02,2.381539936165e-01,-6.591140742775e-02,1.035748738050e-01,3.116962474388e-01,-5.322351588045e-02,8.496997168180e-03,7.354225382232e-02,1.268789154731e-02
"                  54",1.009683079477e-01,2.381752249846e-01,-6.264239632004e-02,1.076767569196e-01,3.123964319924e-01,-4.864427562987e-02,6.708448971907e-03,7.422120700787e-02,1.399812069017e-02
"                  55",1.067806773552e-01,2.389097113959e-01,-5.635086950316e-02,1.146464572212e-01,3.150670041958e-01,-4.778422608869e-02,7.865779865936e-03,7.615729279989e-02,8.566643414478e-03
"                  56",1.128336214504e-01,2.392825551232e-01,-5.027711316429e-02,1.195094595640e-01,3.147660638841e-01,-4.019778932222e-02,6.675838113680e-03,7.548350876097e-02,1.007932384207e-02
"                  57",1.188230821654e-01,2.393088468238e-01,-4.427577813716e-02,1.271407973308e-01,3.315032483189e-01,-2.853749477876e-02,8.317715165372e-03,9.219440149511e-02,1.573828335840e-02
"                  58",1.261186834102e-01,2.392893457895e-01,-3.694273058336e-02,1.323663099269e-01,3.363481380909e-01,-1.666586861858e-02,6.247626516660e-03,9.705879230140e-02,2.027686196478e-02
"                  59",1.339352576171e-01,2.393933237996e-01,-3.003207476616e-02,1.428242353114e-01,3.293852716947e-01,-1.239690716320e-02,8.888977694306e-03,8.999194789509e-02,1.763516760296e-02
"                  60",1.424601174334e-01,2.384512011676e-01,-2.203327609336e-02,1.538004719788e-01,3.262845906641e-01,-6.407219317938e-03,1.134035454543e-02,8.783338949650e-02,1.562605677542e-02
"                  61",1.496536387076e-01,2.375360976073e-01,-1.577382578093e-02,1.614831261361e-01,3.181608286795e-01,6.875216524253e-04,1.182948742846e-02,8.062473107215e-02,1.646134743336e-02
"                  62",1.562891848530e-01,2.366582283728e-01,-9.826596377092e-03,1.631126548208e-01,3.240169495453e-01,1.159478865695e-02,6.823469967857e-03,8.735872117250e-02,2.142138503404e-02
"                  63",1.616543191918e-01,2.365642825815e-01,-3.382483990432e-03,1.672630323303e-01,3.100707255332e-01,1.456906544822e-02,5.608713138428e-03,7.350644295179e-02,1.795154943866e-02
"                  64",1.679510861902e-01,2.368473046402e-01,4.903482284933e-03,1.712032284872e-01,3.165470237793e-01,2.174934108553e-02,3.252142297041e-03,7.969971913911e-02,1.684585880060e-02
"                  65",1.752449023487e-01,2.377659862201e-01,1.328880763479e-02,1.832025159216e-01,3.148521070060e-01,2.793118871974e-02,7.957613572951e-03,7.708612078585e-02,1.464238108494e-02
"                  66",1.847250606686e-01,2.384492389856e-01,2.408513816050e-02,1.848061758545e-01,3.220479878232e-01,4.322144089926e-02,8.111518592770e-05,8.359874883758e-02,1.913630273876e-02
"                  67",1.937362873231e-01,2.391120885700e-01,3.482172474031e-02,1.970310695423e-01,3.210778653984e-01,5.122989600626e-02,3.294782219266e-03,8.196577682837e-02,1.640817126594e-02
"                  68",2.007400619193e-01,2.399328295600e-01,4.245479638926e-02,2.096426230669e-01,3.263686796179e-01,5.423981647889e-02,8.902561147628e-03,8.643585005792e-02,1.178502008963e-02
"                  69",2.058056014143e-01,2.405642503047e-01,4.637291743243e-02,2.131570998302e-01,3.156550403239e-01,6.130211183955e-02,7.351498415924e-03,7.509079001917e-02,1.492919440712e-02
"                  70",2.111951257088e-01,2.410226239062e-01,5.115789690920e-02,2.122770552469e-01,3.361294021878e-01,7.787229257536e-02,1.081929538038e-03,9.510677828161e-02,2.671439566616e-02
"                  71",2.165146085272e-01,2.412384421795e-01,5.530143582962e-02,2.184769393280e-01,3.318239591659e-01,7.491247244253e-02,1.962330800774e-03,9.058551698635e-02,1.961103661291e-02
"                  72",2.220788345348e-01,2.407573193782e-01,5.733918904925e-02,2.279540003467e-01,3.064820119316e-01,6.711593193686e-02,5.875165811905e-03,6.572469255343e-02,9.776742887612e-03
"                  73",2.268616250062e-01,2.402148285928e-01,6.098039312082e-02,2.359789452805e-01,3.252121040618e-01,7.919507312280e-02,9.117320274352e-03,8.499727546893e-02,1.821468000198e-02
"                  74",2.322667337789e-01,2.401007484758e-01,6.760575001514e-02,2.396474192345e-01,3.253462674540e-01,7.897085036198e-02,7.380685455598e-03,8.524551897816e-02,1.136510034684e-02
"                  75",2.360330394491e-01,2.399323856039e-01,7.352560042939e-02,2.429676172744e-01,3.074107681796e-01,8.179057839828e-02,6.934577825327e-03,6.747838257564e-02,8.264977968884e-03
"                  76",2.393033339749e-01,2.393307892538e-01,7.862157571851e-02,2.444519504956e-01,3.193762952783e-01,9.279471145907e-02,5.148616520696e-03,8.004550602455e-02,1.417313574056e-02
"                  77",2.417264931189e-01,2.378745083131e-01,8.363795312566e-02,2.472180190183e-01,3.278137012835e-01,1.007398528875e-01,5.491525899389e-03,8.993919297039e-02,1.710189976179e-02
"                  78",2.441941046275e-01,2.359709674334e-01,8.682361645134e-02,2.520929980422e-01,3.215453016399e-01,1.046079159070e-01,7.898893414700e-03,8.557433420651e-02,1.778429945569e-02
"                  79",2.450513826823e-01,2.344536565853e-01,8.656416253806e-02,2.469351413434e-01,3.174281420735e-01,9.709582001819e-02,1.883758661094e-03,8.297448548820e-02,1.053165748013e-02
"                  80",2.455368211297e-01,2.333206966801e-01,8.433500396680e-02,2.512147644172e-01,3.159920193873e-01,8.864961860712e-02,5.677943287458e-03,8.267132270721e-02,4.314614640325e-03
"                  81",2.443489830746e-01,2.321284108710e-01,8.341549669670e-02,2.537622764680e-01,3.180457835905e-01,9.430729161568e-02,9.413293393389e-03,8.591737271948e-02,1.089179491898e-02
"                  82",2.433005601241e-01,2.305044900604e-01,7.931153478001e-02,2.509489251379e-01,3.193018845873e-01,9.762315609670e-02,7.648365013768e-03,8.879739452688e-02,1.831162131669e-02
"                  83",2.419791369785e-01,2.288947807919e-01,7.657669376276e-02,2.453888021226e-01,3.097643582700e-01,8.823355524122e-02,3.409665144133e-03,8.086957747813e-02,1.165686147846e-02
"                  84",2.412017219618e-01,2.272794681833e-01,7.799953091623e-02,2.514502189382e-01,2.961731174301e-01,8.895068217437e-02,1.024849697636e-02,6.889364924679e-02,1.095115125814e-02
"                  85",2.399229475014e-01,2.259732695539e-01,7.810093122063e-02,2.485399743582e-01,2.858733507148e-01,8.677485996197e-02,8.617026856808e-03,5.990008116086e-02,8.673928741345e-03
"                  86",2.391381740405e-01,2.240537636841e-01,7.612030856401e-02,2.457582592046e-01,3.206127327703e-01,9.606107196045e-02,6.620085164121e-03,9.655896908625e-02,1.994076339644e-02
"                  87",2.377426242872e-01,2.222756641623e-01,7.600198590790e-02,2.462915771290e-01,3.162017353955e-01,9.712929667838e-02,8.548952841846e-03,9.392607123314e-02,2.112731077048e-02
"                  88",2.351074681495e-01,2.206791386919e-01,7.460001871625e-02,2.375847976448e-01,3.042895589262e-01,9.632877625905e-02,2.477329495300e-03,8.361042023437e-02,2.172875754280e-02
"                  89",2.313552289543e-01,2.184911204042e-01,7.258764334915e-02,2.379930346142e-01,3.003608930183e-01,8.686887669488e-02,6.637805659861e-03,8.186977261407e-02,1.428123334572e-02
"                  90",2.272465294385e-01,2.160811026313e-01,6.645748286345e-02,2.363912090765e-01,2.909531141538e-01,7.216321857843e-02,9.144679638025e-03,7.487201152252e-02,5.705735714976e-03
"                  91",2.224191432051e-01,2.145455471712e-01,5.810628187424e-02,2.293596782579e-01,2.910764135995e-01,6.937470279684e-02,6.940535052738e-03,7.653086642834e-02,1.126842092261e-02
"                  92",2.183553224186e-01,2.138957317240e-01,5.424338722438e-02,2.220508861598e-01,2.991532089525e-01,6.811672428508e-02,3.695563741187e-03,8.525747722854e-02,1.387333706070e-02
"                  93",2.145635205600e-01,2.134045808688e-01,5.375129883184e-02,2.181355119840e-01,2.860932032906e-01,7.053332131461e-02,3.571991424040e-03,7.268862242181e-02,1.678202248278e-02
"                  94",2.118496122365e-01,2.126439409316e-01,5.259589185363e-02,2.175011863278e-01,2.921384584378e-01,7.334176475871e-02,5.651574091222e-03,7.949451750620e-02,2.074587290507e-02
"                  95",2.089920499454e-01,2.113526148444e-01,4.853331709682e-02,2.146327282918e-01,2.915022057162e-01,6.055443213380e-02,5.640678346395e-03,8.014959087179e-02,1.202111503697e-02
"                  96",2.061387531953e-01,2.103393360696e-01,4.314502529379e-02,2.133993708346e-01,2.829100781153e-01,6.372481248936e-02,7.260617639335e-03,7.257074204565e-02,2.057978719558e-02
"                  97",2.029400059208e-01,2.095873526872e-01,3.829729318822e-02,2.098106230325e-01,2.862649723335e-01,5.850346316637e-02,6.870617111671e-03,7.667761964635e-02,2.020616997815e-02
"                  98",2.001585056131e-01,2.087740512605e-01,3.489741970680e-02,2.082611344940e-01,2.806860921064e-01,5.405096960945e-02,8.102628880834e-03,7.191204084592e-02,1.915354990265e-02
"                  99",1.985288273683e-01,2.075680247225e-01,3.144406228448e-02,2.126814770649e-01,2.655429878699e-01,4.885041973729e-02,1.415264969659e-02,5.797496314747e-02,1.740635745280e-02
"                 100",1.978873624702e-01,2.058255049769e-01,2.757633149392e-02,2.087139738797e-01,2.763227242714e-01,4.942317015728e-02,1.082661140951e-02,7.049721929447e-02,2.184683866336e-02
"                 101",1.975532931232e-01,2.049929245930e-01,2.890205221520e-02,2.047621868551e-01,2.710605952691e-01,4.043969373644e-02,7.208893731825e-03,6.606767067607e-02,1.153764152124e-02
"                 102",1.971799910427e-01,2.046385969066e-01,3.143522141948e-02,2.037994456207e-01,2.575979809512e-01,5.017463598325e-02,6.619454578020e-03,5.295938404459e-02,1.873941456377e-02
"                 103",1.964050765419e-01,2.043391423409e-01,2.946282873036e-02,2.030547643225e-01,2.689013890495e-01,4.226979039715e-02,6.649687780574e-03,6.456224670857e-02,1.280696166680e-02
"                 104",1.956873928705e-01,2.043547889400e-01,2.708064151445e-02,2.061943134290e-01,2.612583350013e-01,3.960654730028e-02,1.050692055849e-02,5.690354606130e-02,1.252590578584e-02
"                 105",1.954850771612e-01,2.041238651387e-01,2.631050836559e-02,1.985150491138e-01,2.631375522435e-01,3.723810559169e-02,3.029971952597e-03,5.901368710477e-02,1.092759722610e-02
"                 106",1.963005720890e-01,2.039749497339e-01,2.897326073343e-02,2.055082012644e-01,2.533286901572e-01,4.150003311022e-02,9.207629175436e-03,4.935374042327e-02,1.252677237678e-02
"                 107",1.978504702753e-01,2.037232447411e-01,3.214683249465e-02,2.061528574747e-01,2.640297903859e-01,4.744644223670e-02,8.302387199358e-03,6.030654564483e-02,1.529960974205e-02
"                 108",1.989593912598e-01,2.033687780483e-01,3.434403714066e-02,2.080844866225e-01,2.617293444414e-01,4.506347206103e-02,9.125095362777e-03,5.836056639310e-02,1.071943492038e-02
"                 109",1.987899372794e-01,2.034076384190e-01,3.389893548414e-02,2.111604176280e-01,2.615837629193e-01,4.964579948635e-02,1.237048034868e-02,5.817612450029e-02,1.574686400221e-02
"                 110",1.988520986214e-01,2.034699952072e-01,3.291650291038e-02,2.095619548751e-01,2.661400579899e-01,4.657682686658e-02,1.070985625373e-02,6.267006278276e-02,1.366032395620e-02
"                 111",1.988906678736e-01,2.034705151932e-01,3.225078798511e-02,2.041888645292e-01,2.618685968464e-01,4.785926889734e-02,5.298196655622e-03,5.839808165312e-02,1.560848091223e-02
"                 112",1.991361411285e-01,2.032196141249e-01,3.182866933141e-02,2.117619635799e-01,2.596031927558e-01,4.280410992412e-02,1.262582245132e-02,5.638357863084e-02,1.097544059270e-02
"                 113",2.006808347159e-01,2.029145457438e-01,3.251006862467e-02,2.079780138593e-01,2.561340088536e-01,4.584438476183e-02,7.297179143436e-03,5.321946310977e-02,1.333431613716e-02
"                 114",2.017644423564e-01,2.019404756843e-01,3.289971028456e-02,2.109717054484e-01,2.571478772989e-01,4.517785969203e-02,9.207263091963e-03,5.520740161463e-02,1.227814940747e-02
"                 115",2.029548265943e-01,2.011593068675e-01,3.499739110343e-02,2.150278579435e-01,2.659171833566e-01,4.967065424105e-02,1.207303134921e-02,6.475787648906e-02,1.467326313762e-02
"                 116",2.035955364800e-01,2.006110330886e-01,3.704695985363e-02,2.106962029364e-01,2.562621231354e-01,5.111636970001e-02,7.100666456429e-03,5.565109004675e-02,1.406940984638e-02
"                 117",2.043094952282e-01,2.005560186756e-01,4.209255821447e-02,2.110048003201e-01,2.579205437935e-01,5.159378982598e-02,6.695305091867e-03,5.736452511785e-02,9.501231611507e-03
"                 118",2.051659148881e-01,2.003891925428e-01,4.608234415627e-02,2.118065485928e-01,2.610455875965e-01,5.753375753845e-02,6.640633704695e-03,6.065639505377e-02,1.145141338218e-02
"                 119",2.070006610784e-01,1.991071715082e-01,4.517343615576e-02,2.139376898559e-01,2.508973530034e-01,5.512537117468e-02,6.937028777505e-03,5.179018149521e-02,9.951935018928e-03
"                 120",2.091702603687e-01,1.975684615508e-01,4.308010633356e-02,2.192484209251e-01,2.590681809260e-01,5.620485982020e-02,1.007816055644e-02,6.149971937510e-02,1.312475348664e-02
"                 121",2.112234812283e-01,1.969412772460e-01,4.538773406929e-02,2.183799673361e-01,2.542863195583e-01,5.839527072967e-02,7.156486107836e-03,5.734504231223e-02,1.300753666037e-02
"                 122",2.122332373928e-01,1.966938816337e-01,4.794610113580e-02,2.220728316042e-01,2.606333460270e-01,6.133631693032e-02,9.839594211408e-03,6.393946439327e-02,1.339021579451e-02
"                 123",2.131922190120e-01,1.960188295938e-01,5.063358811200e-02,2.195285966097e-01,2.523266271052e-01,6.279491099388e-02,6.336377597656e-03,5.630779751139e-02,1.216132288188e-02
"                 124",2.142168730820e-01,1.949310982125e-01,5.282045407908e-02,2.193159051008e-01,2.445188443554e-01,6.007458358178e-02,5.099032018720e-03,4.958774614295e-02,7.254129502698e-03
"                 125",2.156976845724e-01,1.930166793390e-01,5.331006323390e-02,2.221521256998e-01,2.448862837427e-01,6.463728371711e-02,6.454441127352e-03,5.186960440377e-02,1.132722048321e-02
"                 126",2.164557587396e-01,1.909596835759e-01,5.383850922125e-02,2.226667536501e-01,2.450175193449e-01,6.077226902086e-02,6.210994910447e-03,5.405783576901e-02,6.933759799606e-03
"                 127",2.165898708860e-01,1.892319129257e-01,5.319924374384e-02,2.272009261083e-01,2.408384240986e-01,6.389256841784e-02,1.061105522224e-02,5.160651117284e-02,1.069332467399e-02
"                 128",2.165183305323e-01,1.882927401392e-01,5.598212818788e-02,2.232722273091e-01,2.435734817529e-01,6.538025607858e-02,6.753896776784e-03,5.528074161367e-02,9.398127890694e-03
"                 129",2.169627571729e-01,1.870252873314e-01,5.775913015617e-02,2.247689448787e-01,2.380561480549e-01,6.813034334347e-02,7.806187705720e-03,5.103086072349e-02,1.037121318730e-02
"                 130",2.173544288698e-01,1.854512139966e-01,5.838054099822e-02,2.275831959753e-01,2.284227041767e-01,6.401639154330e-02,1.022876710553e-02,4.297149018003e-02,5.635850545078e-03
"                 131",2.185864949502e-01,1.835006303019e-01,5.615850060776e-02,2.281043349597e-01,2.250616002742e-01,6.044345650176e-02,9.517840009459e-03,4.156096997234e-02,4.284955893999e-03
"                 132",2.196303006851e-01,1.824298825633e-01,5.598800920707e-02,2.289715526238e-01,2.344834232400e-01,6.237936120639e-02,9.341251938691e-03,5.205354067668e-02,6.391351999318e-03
"                 133",2.194969885017e-01,1.815918694791e-01,5.443803669236e-02,2.295182562512e-01,2.353670505685e-01,6.217363792905e-02,1.002126774944e-02,5.377518108932e-02,7.735601236683e-03
"                 134",2.188369205811e-01,1.807994323269e-01,4.973400708381e-02,2.296921862117e-01,2.239982284937e-01,5.822251073984e-02,1.085526563058e-02,4.319879616682e-02,8.488503656024e-03
"                 135",2.179601607047e-01,1.802229507884e-01,4.443805789153e-02,2.269066794456e-01,2.262114108228e-01,5.352560474945e-02,8.946518740922e-03,4.598846003447e-02,9.087546857920e-03
"                 136",2.176298829525e-01,1.796512928386e-01,4.042108425355e-02,2.263197668661e-01,2.347815082919e-01,5.358635949764e-02,8.689883913541e-03,5.513021545336e-02,1.316527524408e-02
"                 137",2.169604512367e-01,1.791099102684e-01,4.069899556434e-02,2.271513254610e-01,2.229050748835e-01,5.208812430763e-02,1.019087422429e-02,4.379516461509e-02,1.138912874329e-02
"                 138",2.162309568998e-01,1.785917424048e-01,3.976187183709e-02,2.289970307894e-01,2.132627999433e-01,4.781669174198e-02,1.276607388964e-02,3.467105753848e-02,8.054819904895e-03
"                 139",2.149215799648e-01,1.781357604694e-01,3.948175038522e-02,2.243270128857e-01,2.304476194076e-01,5.035590443745e-02,9.405432920914e-03,5.231185893825e-02,1.087415405223e-02
"                 140",2.134938333023e-01,1.778969422710e-01,3.817900324658e-02,2.243590958257e-01,2.229709408942e-01,4.430928833313e-02,1.086526252333e-02,4.507399862323e-02,6.130285086554e-03
"                 141",2.121262271326e-01,1.777881180828e-01,3.833473245063e-02,2.219519323972e-01,2.291419559529e-01,4.383666432989e-02,9.825705264550e-03,5.135383787013e-02,5.501931879261e-03
"                 142",2.102207419176e-01,1.776588490094e-01,3.483713150142e-02,2.218862367044e-01,2.216156346543e-01,3.927638855149e-02,1.166549478681e-02,4.395678564483e-02,4.439257050069e-03
