Time (s),PRESSURE_MOMENT_X,PRESSURE_MOMENT_Y,PRESSURE_MOMENT_Z,TOTAL_MOMENT_X,TOTAL_MOMENT_Y,TOTAL_MOMENT_Z,VISCOUS_MOMENT_X,VISCOUS_MOMENT_Y,VISCOUS_MOMENT_Z
"                 406",-2.676546171162e-04,-3.990850732638e-04,8.918365567913e-04,-5.842713039432e-04,-4.050073692319e-04,8.401838399431e-04,-3.166166868271e-04,-5.922295968089e-06,-5.165271684813e-05
"                 407",-2.789326994910e-04,-4.009508072909e-04,8.853373586397e-04,-5.395466717843e-04,-4.000695242181e-04,8.622930639914e-04,-2.606139722933e-04,8.812830728051e-07,-2.304429464827e-05
"                 408",-3.007278962272e-04,-4.037389447551e-04,8.743867296184e-04,-5.825997463360e-04,-4.108410828286e-04,8.120255296939e-04,-2.818718501088e-04,-7.102138073555e-06,-6.236119992450e-05
"                 409",-3.329258566693e-04,-4.104424455055e-04,8.628042392161e-04,-6.162743524036e-04,-4.287057460477e-04,8.383836634943e-04,-2.833484957344e-04,-1.826330054224e-05,-2.442057572183e-05
"                 410",-3.557048436611e-04,-4.159453767059e-04,8.501073642182e-04,-5.470382462093e-04,-4.229781580832e-04,8.231387689081e-04,-1.913334025482e-04,-7.032781377338e-06,-2.696859531008e-05
"                 411",-3.698851327219e-04,-4.193840037464e-04,8.359279311410e-04,-6.462285943912e-04,-4.298290574904e-04,7.172299544417e-04,-2.763434616693e-04,-1.044505374399e-05,-1.186979766993e-04
"                 412",-3.766215752330e-04,-4.230255958468e-04,8.171721758706e-04,-6.880193688590e-04,-4.319478497370e-04,7.886479709490e-04,-3.113977936259e-04,-8.922253890191e-06,-2.852420492156e-05
"                 413",-3.771331794377e-04,-4.263161305721e-04,7.951310145731e-04,-5.959376793541e-04,-4.368820628726e-04,7.466982330031e-04,-2.188044999164e-04,-1.056593230049e-05,-4.843278156999e-05
"                 414",-3.796712455805e-04,-4.308457094963e-04,7.740049660714e-04,-6.847962870368e-04,-4.324581954894e-04,6.912400843699e-04,-3.051250414563e-04,-1.612485993055e-06,-8.276488170149e-05
"                 415",-3.802436158012e-04,-4.372931203103e-04,7.546336847888e-04,-6.999833515725e-04,-4.389919912438e-04,6.814978708776e-04,-3.197397357713e-04,-1.698870933566e-06,-7.313581391126e-05
"                 416",-3.804029880922e-04,-4.426811145923e-04,7.363414723640e-04,-7.090885851653e-04,-4.645810869831e-04,6.643072078747e-04,-3.286855970731e-04,-2.189997239079e-05,-7.203426448934e-05
"                 417",-3.759272345961e-04,-4.467464328167e-04,7.190988769079e-04,-7.076021439571e-04,-4.600006139994e-04,6.560488053133e-04,-3.316749093610e-04,-1.325418118267e-05,-6.305007159455e-05
"                 418",-3.651708548498e-04,-4.507392134139e-04,7.040761349827e-04,-6.419165694208e-04,-4.623798125656e-04,6.509999030681e-04,-2.767457145710e-04,-1.164059915170e-05,-5.307623191455e-05
"                 419",-3.547728964110e-04,-4.546907521730e-04,6.927592323671e-04,-6.900063851955e-04,-4.615810703148e-04,6.709266842605e-04,-3.352334887845e-04,-6.890318141743e-06,-2.183254810657e-05
"                 420",-3.497069300138e-04,-4.590428520156e-04,6.843967356260e-04,-5.878413506989e-04,-4.623441657751e-04,6.327395611945e-04,-2.381344206850e-04,-3.301313759545e-06,-5.165717443142e-05
"                 421",-3.450430067299e-04,-4.642574029314e-04,6.769163363866e-04,-5.351155048337e-04,-4.706956538956e-04,6.487673281816e-04,-1.900724981038e-04,-6.438250964268e-06,-2.814900820495e-05
"                 422",-3.452317862093e-04,-4.693720510594e-04,6.705261603375e-04,-6.574043154412e-04,-4.707043806597e-04,5.911172602316e-04,-3.121725292319e-04,-1.332329600226e-06,-7.940890010594e-05
"                 423",-3.394919910986e-04,-4.734031549513e-04,6.641928867032e-04,-5.948843921797e-04,-4.815714057435e-04,6.197619138720e-04,-2.553924010811e-04,-8.168250792145e-06,-4.443097283122e-05
"                 424",-3.268880935872e-04,-4.768335257610e-04,6.616246835815e-04,-5.554304491922e-04,-4.902960119705e-04,6.222534626570e-04,-2.285423556050e-04,-1.346248620946e-05,-3.937122092456e-05
"                 425",-3.141283952320e-04,-4.785218970414e-04,6.625756214804e-04,-6.477776085687e-04,-4.899089414025e-04,6.292162537173e-04,-3.336492133367e-04,-1.138704436107e-05,-3.335936776309e-05
"                 426",-3.114064809245e-04,-4.795273302897e-04,6.667943228219e-04,-6.442848935903e-04,-4.846305950025e-04,6.155991466807e-04,-3.328784126657e-04,-5.103264712806e-06,-5.119517614124e-05
"                 427",-3.053765996389e-04,-4.820163528740e-04,6.730724555441e-04,-5.634045482894e-04,-4.892263576143e-04,6.339016652763e-04,-2.580279486505e-04,-7.210004740340e-06,-3.917079026780e-05
"                 428",-3.020457307224e-04,-4.850013190161e-04,6.772147230805e-04,-5.997474779357e-04,-4.878201448989e-04,6.323603207774e-04,-2.977017472133e-04,-2.818825882779e-06,-4.485440230310e-05
"                 429",-3.031122339896e-04,-4.872209225852e-04,6.802262395267e-04,-5.722550662906e-04,-4.864376604362e-04,6.061681892997e-04,-2.691428323010e-04,7.832621490070e-07,-7.405805022701e-05
"                 430",-3.048613880565e-04,-4.895844906518e-04,6.848203120069e-04,-5.661428181481e-04,-5.230060164368e-04,5.901702938629e-04,-2.612814300917e-04,-3.342152578499e-05,-9.465001814406e-05
"                 431",-3.006362874757e-04,-4.915594373037e-04,6.908634308362e-04,-6.616559997322e-04,-5.257892853277e-04,6.328665954110e-04,-3.610197122565e-04,-3.422984802401e-05,-5.799683542519e-05
"                 432",-2.980740369134e-04,-4.927002091708e-04,6.967938337547e-04,-6.186317208883e-04,-4.936301129960e-04,6.562886100944e-04,-3.205576839749e-04,-9.299038251806e-07,-4.050522366037e-05
"                 433",-2.912075675558e-04,-4.939191864555e-04,7.045423161085e-04,-5.129742364466e-04,-4.929240354156e-04,6.518339746961e-04,-2.217666688907e-04,9.951510398836e-07,-5.270834141236e-05
"                 434",-2.870296605815e-04,-4.941427695965e-04,7.126519844064e-04,-5.454337428310e-04,-4.949809188842e-04,6.673735262128e-04,-2.584040822495e-04,-8.381492876954e-07,-4.527845819364e-05
"                 435",-2.788014172507e-04,-4.941430339954e-04,7.192097775672e-04,-5.811450844140e-04,-5.009302353412e-04,6.768236300561e-04,-3.023436671632e-04,-6.787201345799e-06,-4.238614751107e-05
"                 436",-2.653485263815e-04,-4.950368932501e-04,7.216032774791e-04,-5.726678032663e-04,-5.122700328944e-04,7.094451468117e-04,-3.073192768848e-04,-1.723313964438e-05,-1.215813066741e-05
"                 437",-2.551369315636e-04,-4.951854037569e-04,7.223094590466e-04,-4.910203370409e-04,-5.142815109722e-04,6.627320021475e-04,-2.358834054773e-04,-1.909610721535e-05,-5.957745689910e-05
"                 438",-2.499796131493e-04,-4.948153285411e-04,7.249126686076e-04,-6.300738838246e-04,-4.934198342004e-04,6.501933345135e-04,-3.800942706752e-04,1.395494340695e-06,-7.471933409410e-05
"                 439",-2.398298070943e-04,-4.954733313390e-04,7.288786344073e-04,-5.355216222885e-04,-5.153454272868e-04,6.794498088575e-04,-2.956918151941e-04,-1.987209594778e-05,-4.942882554975e-05
"                 440",-2.268937978789e-04,-4.953498081764e-04,7.292200279062e-04,-4.424473387847e-04,-4.967493586500e-04,7.096553872876e-04,-2.155535409058e-04,-1.399550473548e-06,-1.956464061856e-05
"                 441",-2.090342278365e-04,-4.948788798572e-04,7.271914801538e-04,-5.724650184790e-04,-5.058140738308e-04,6.748457928860e-04,-3.634307906425e-04,-1.093519397364e-05,-5.234568726784e-05
"                 442",-1.857446665879e-04,-4.945979480152e-04,7.230335384827e-04,-3.890351566097e-04,-4.972127897500e-04,6.949221443875e-04,-2.032904900218e-04,-2.614841734779e-06,-2.811139409515e-05
"                 443",-1.636684434551e-04,-4.954002505652e-04,7.202642645207e-04,-4.593155579622e-04,-5.006484170589e-04,6.631197732204e-04,-2.956471145072e-04,-5.248166493685e-06,-5.714449130023e-05
"                 444",-1.429211336042e-04,-4.965059712014e-04,7.194148958833e-04,-4.834968452430e-04,-4.891440781464e-04,6.813022824585e-04,-3.405757116387e-04,7.361893055018e-06,-3.811261342478e-05
"                 445",-1.224590478334e-04,-4.974388013677e-04,7.159298472070e-04,-4.704574621587e-04,-5.211044313831e-04,6.864705600043e-04,-3.479984143252e-04,-2.366563001540e-05,-2.945928720275e-05
"                 446",-1.094969167697e-04,-4.977858342209e-04,7.105193654427e-04,-4.434607245623e-04,-5.094676754778e-04,6.475370587633e-04,-3.339638077926e-04,-1.168184125694e-05,-6.298230667946e-05
"                 447",-9.724064951855e-05,-4.973485722709e-04,7.029294638315e-04,-4.158783944043e-04,-5.044148742086e-04,6.602771913668e-04,-3.186377448858e-04,-7.066301937669e-06,-4.265227246475e-05
"                 448",-8.226998479899e-05,-4.974801578705e-04,6.972208037877e-04,-4.053866566280e-04,-5.077199827085e-04,6.283014665821e-04,-3.231166718290e-04,-1.023982483796e-05,-6.891933720562e-05
"                 449",-7.158428778742e-05,-4.972351463588e-04,6.946398627660e-04,-3.718710077636e-04,-5.263290941493e-04,6.979917300572e-04,-3.002867199762e-04,-2.909394779048e-05,3.351867291185e-06
"                 450",-6.845164463306e-05,-4.965623418964e-04,6.928563549531e-04,-3.657048840854e-04,-4.968894975452e-04,6.744079318557e-04,-2.972532394524e-04,-3.271556487241e-07,-1.844842309740e-05
"                 451",-5.775970124104e-05,-4.958552010707e-04,6.889624980286e-04,-4.031264064257e-04,-5.116716424844e-04,6.522153669481e-04,-3.453667051846e-04,-1.581644141369e-05,-3.674713108049e-05
"                 452",-4.966809758362e-05,-4.944903181938e-04,6.811893390302e-04,-2.709989513608e-04,-5.167632247012e-04,6.120372829073e-04,-2.213308537772e-04,-2.227290650736e-05,-6.915205612294e-05
"                 453",-4.476163801321e-05,-4.935423986287e-04,6.759051722990e-04,-4.164875715907e-04,-5.086168961556e-04,6.111295334156e-04,-3.717259335775e-04,-1.507449752693e-05,-6.477563888337e-05
"                 454",-4.470115460275e-05,-4.935540646930e-04,6.728433977895e-04,-3.840932204495e-04,-5.169827933240e-04,5.750429750548e-04,-3.393920658468e-04,-2.342872863105e-05,-9.780042273479e-05
"                 455",-5.683778121216e-05,-4.948186365359e-04,6.730858974451e-04,-2.770168332367e-04,-5.059933059934e-04,6.606850214419e-04,-2.201790520245e-04,-1.117466945756e-05,-1.240087600319e-05
"                 456",-7.166204412917e-05,-4.953522302786e-04,6.738633238724e-04,-2.899064795265e-04,-5.008873717184e-04,6.448588666055e-04,-2.182444353974e-04,-5.535141439764e-06,-2.900445726684e-05
"                 457",-8.046120370703e-05,-4.955532294098e-04,6.746292378300e-04,-3.379573108829e-04,-5.102958474835e-04,6.738322368037e-04,-2.574961071758e-04,-1.474261807371e-05,-7.970010262543e-07
"                 458",-8.730661176427e-05,-4.949368038720e-04,6.717285187529e-04,-3.483555581513e-04,-4.971500506959e-04,6.243839860038e-04,-2.610489463871e-04,-2.213246823934e-06,-4.734453274911e-05
"                 459",-9.781268699068e-05,-4.944471318889e-04,6.676213924476e-04,-4.288410600472e-04,-5.194813405036e-04,6.732665412236e-04,-3.310283730565e-04,-2.503420861467e-05,5.645148776020e-06
"                 460",-1.137318459155e-04,-4.947019355284e-04,6.631735682237e-04,-3.244115852650e-04,-5.076521346976e-04,6.048622776036e-04,-2.106797393495e-04,-1.295019916921e-05,-5.831129062009e-05
"                 461",-1.360877284181e-04,-4.939605844368e-04,6.593007996907e-04,-3.111494216778e-04,-5.114187281639e-04,6.285561987062e-04,-1.750616932597e-04,-1.745814372712e-05,-3.074460098441e-05
"                 462",-1.576958127729e-04,-4.927674846674e-04,6.572731776873e-04,-4.649378014180e-04,-5.125476925686e-04,5.719908498539e-04,-3.072419886452e-04,-1.978020790117e-05,-8.528232783346e-05
"                 463",-1.726643709473e-04,-4.930896737980e-04,6.568518878771e-04,-4.415798387342e-04,-5.063234635426e-04,6.062429778648e-04,-2.689154677869e-04,-1.323378974461e-05,-5.060891001227e-05
"                 464",-1.886077636302e-04,-4.932922299128e-04,6.538224583326e-04,-3.917444908447e-04,-5.098915395674e-04,6.059220433872e-04,-2.031367272145e-04,-1.659930965464e-05,-4.790041494534e-05
"                 465",-2.030276185849e-04,-4.921830942463e-04,6.478634026580e-04,-4.783929544116e-04,-5.053331588079e-04,6.267921252627e-04,-2.753653358267e-04,-1.315006456156e-05,-2.107127739529e-05
"                 466",-2.164596288355e-04,-4.918135385853e-04,6.438624440035e-04,-4.925884063088e-04,-5.004417071482e-04,6.351988821085e-04,-2.761287774734e-04,-8.628168562917e-06,-8.663561895024e-06
"                 467",-2.331786142994e-04,-4.913518594982e-04,6.427978564412e-04,-4.694631114009e-04,-4.947081980755e-04,6.144654100144e-04,-2.362844971015e-04,-3.356338577393e-06,-2.833244642682e-05
"                 468",-2.487577194416e-04,-4.908290041286e-04,6.407422893015e-04,-5.197908553298e-04,-4.949344915979e-04,5.699002886775e-04,-2.710331358881e-04,-4.105487469334e-06,-7.084200062398e-05
"                 469",-2.562382131387e-04,-4.923151835619e-04,6.365476295747e-04,-5.020102713598e-04,-4.929064755342e-04,5.918844387280e-04,-2.457720582211e-04,-5.912919722692e-07,-4.466319084666e-05
"                 470",-2.561834222642e-04,-4.949062570610e-04,6.273177113866e-04,-4.742558841701e-04,-5.020165720344e-04,5.850915217370e-04,-2.180724619059e-04,-7.110314973384e-06,-4.222618964957e-05
"                 471",-2.534666593585e-04,-4.983207304684e-04,6.187948065994e-04,-4.832933064866e-04,-4.950787314463e-04,5.660252201885e-04,-2.298266471281e-04,3.241999022086e-06,-5.276958641090e-05
"                 472",-2.485837586730e-04,-5.023235736347e-04,6.108348768485e-04,-5.046460502065e-04,-5.368930750915e-04,5.176566413002e-04,-2.560622915335e-04,-3.456950145674e-05,-9.317823554824e-05
"                 473",-2.473162181575e-04,-5.058434059767e-04,6.052252215483e-04,-6.329334849851e-04,-5.194685183891e-04,5.288996536220e-04,-3.856172668277e-04,-1.362511241245e-05,-7.632556792635e-05
"                 474",-2.482424180195e-04,-5.085977899321e-04,5.996846833104e-04,-5.067304202316e-04,-5.196410602819e-04,5.676170619480e-04,-2.584880022121e-04,-1.104327034974e-05,-3.206762136245e-05
"                 475",-2.399620236918e-04,-5.115435076461e-04,5.924265026332e-04,-5.353597987412e-04,-5.155381526207e-04,5.297664561143e-04,-2.953977750494e-04,-3.994644974541e-06,-6.266004651889e-05
"                 476",-2.285908841138e-04,-5.154305791697e-04,5.856049055838e-04,-4.961269101831e-04,-5.195957419842e-04,5.474727039675e-04,-2.675360260693e-04,-4.165162814501e-06,-3.813220161636e-05
"                 477",-2.174632832527e-04,-5.193080090881e-04,5.801473611278e-04,-4.597041361021e-04,-5.234743319426e-04,5.628670350488e-04,-2.422408528494e-04,-4.166322854436e-06,-1.728032607902e-05
"                 478",-2.086815207171e-04,-5.239049689382e-04,5.787908203892e-04,-3.566011750007e-04,-5.204745019688e-04,5.478716079746e-04,-1.479196542836e-04,3.430466969416e-06,-3.091921241458e-05
"                 479",-2.050609517049e-04,-5.279795094373e-04,5.800493280904e-04,-4.724127230681e-04,-5.267808600951e-04,5.372707816423e-04,-2.673517713632e-04,1.198649342228e-06,-4.277854644816e-05
"                 480",-2.038632501569e-04,-5.303921143004e-04,5.814019136938e-04,-3.967550634379e-04,-5.327114926536e-04,5.409808955023e-04,-1.928918132810e-04,-2.319378353163e-06,-4.042101819153e-05
"                 481",-2.015849292479e-04,-5.317564424633e-04,5.821533351566e-04,-4.543308407962e-04,-5.408538115404e-04,5.537948313174e-04,-2.527459115483e-04,-9.097369077089e-06,-2.835850383919e-05
"                 482",-2.018172531849e-04,-5.326040417089e-04,5.834228924130e-04,-4.587489943864e-04,-5.522205610071e-04,5.807492093779e-04,-2.569317412015e-04,-1.961651929823e-05,-2.673683035014e-06
"                 483",-1.999941744745e-04,-5.331572514334e-04,5.821361729899e-04,-4.998465323845e-04,-5.444665698782e-04,5.400011563043e-04,-2.998523579100e-04,-1.130931844482e-05,-4.213501668556e-05
"                 484",-1.934535286128e-04,-5.356553524326e-04,5.827234863226e-04,-4.383435807486e-04,-5.495008176880e-04,5.812899475294e-04,-2.448900521359e-04,-1.384546525548e-05,-1.433538793138e-06
"                 485",-1.877828960089e-04,-5.378298039727e-04,5.858863514757e-04,-4.785965462329e-04,-5.402214002811e-04,5.341920452348e-04,-2.908136502240e-04,-2.391596308410e-06,-5.169430624090e-05
"                 486",-1.923035636877e-04,-5.380968981264e-04,5.929072188319e-04,-4.697574263456e-04,-5.398347985010e-04,5.433725821632e-04,-2.774538626579e-04,-1.737900374557e-06,-4.953463666872e-05
"                 487",-1.938469261346e-04,-5.378271913702e-04,6.004123519991e-04,-4.307644988221e-04,-5.584715758617e-04,5.755665207647e-04,-2.369175726875e-04,-2.064438449142e-05,-2.484583123445e-05
"                 488",-1.918148293080e-04,-5.365181082659e-04,6.046805086463e-04,-4.302868682402e-04,-5.486458172002e-04,5.806308422383e-04,-2.384720389321e-04,-1.212770893432e-05,-2.404966640799e-05
"                 489",-1.865525352747e-04,-5.342849081193e-04,6.063751604258e-04,-4.321045116371e-04,-5.413666639195e-04,5.627645903700e-04,-2.455519763624e-04,-7.081755800222e-06,-4.361057005579e-05
"                 490",-1.829563240109e-04,-5.331666765883e-04,6.122680754075e-04,-4.607947237302e-04,-5.642142611399e-04,5.315668064877e-04,-2.778383997193e-04,-3.104758455159e-05,-8.070126891978e-05
"                 491",-1.849484073074e-04,-5.320631940280e-04,6.195013140728e-04,-5.485713163362e-04,-5.547919067412e-04,5.795219095498e-04,-3.636229090288e-04,-2.272871271320e-05,-3.997940452300e-05
"                 492",-1.883218568605e-04,-5.291735468726e-04,6.223388615062e-04,-5.264308805506e-04,-5.431699343713e-04,5.679618507762e-04,-3.381090236901e-04,-1.399638749871e-05,-5.437701072999e-05
"                 493",-1.867014122039e-04,-5.258523584679e-04,6.236319015810e-04,-5.006889512968e-04,-5.271745717003e-04,5.774868118677e-04,-3.139875390929e-04,-1.322213232465e-06,-4.614508971332e-05
"                 494",-1.769360325028e-04,-5.220260384376e-04,6.233859945423e-04,-4.160354624972e-04,-5.332677991336e-04,5.925757404791e-04,-2.390994299945e-04,-1.124176069601e-05,-3.081025406322e-05
"                 495",-1.687038892518e-04,-5.189681552284e-04,6.260426580319e-04,-4.350211997561e-04,-5.239838062468e-04,6.036680783076e-04,-2.663173105043e-04,-5.015651018464e-06,-2.237457972424e-05
"                 496",-1.616923082695e-04,-5.176236450384e-04,6.293073174600e-04,-5.162373249819e-04,-5.387375958058e-04,5.923409704545e-04,-3.545450167125e-04,-2.111395076740e-05,-3.696634700550e-05
"                 497",-1.595236975332e-04,-5.158684106259e-04,6.293032563831e-04,-5.272612520122e-04,-5.356276920876e-04,5.688378585436e-04,-3.677375544790e-04,-1.975928146177e-05,-6.046539783953e-05
"                 498",-1.592162117613e-04,-5.137104331438e-04,6.256688118397e-04,-3.642909677371e-04,-5.253701461659e-04,6.133830061281e-04,-2.050747559759e-04,-1.165971302217e-05,-1.228580571159e-05
"                 499",-1.594353796161e-04,-5.120242472867e-04,6.220400911714e-04,-4.136988408622e-04,-5.216233061060e-04,6.016273655687e-04,-2.542634612461e-04,-9.599058819247e-06,-2.041272560270e-05
"                 500",-1.607036920549e-04,-5.101420623389e-04,6.184580860753e-04,-4.898225702751e-04,-5.228691930889e-04,5.557518171944e-04,-3.291188782202e-04,-1.272713075004e-05,-6.270626888095e-05
"                 501",-1.611038625310e-04,-5.073870165794e-04,6.160760076979e-04,-4.280338083710e-04,-5.140763127007e-04,5.877349887242e-04,-2.669299458400e-04,-6.689296121337e-06,-2.834101897362e-05
"                 502",-1.617085015464e-04,-5.039821402900e-04,6.141417895836e-04,-3.303982545369e-04,-5.174741766709e-04,6.230441873559e-04,-1.686897529905e-04,-1.349203638087e-05,8.902397772227e-06
"                 503",-1.734098063901e-04,-5.002747931465e-04,6.121712092548e-04,-4.865486755031e-04,-5.158654946076e-04,6.059094163908e-04,-3.131388691130e-04,-1.559070146115e-05,-6.261792863997e-06
"                 504",-1.943342909502e-04,-4.978163807111e-04,6.091745739582e-04,-4.642256846854e-04,-5.053481897969e-04,6.007426931523e-04,-2.698913937352e-04,-7.531809085844e-06,-8.431880805867e-06
"                 505",-2.120983218315e-04,-4.960268501404e-04,6.046115032345e-04,-5.067411226981e-04,-4.968831991328e-04,5.486209887311e-04,-2.946428008666e-04,-8.563489923850e-07,-5.599051450350e-05
"                 506",-2.262757530813e-04,-4.943082586635e-04,5.985475464828e-04,-6.684467399716e-04,-5.356580517239e-04,6.135762277636e-04,-4.421709868904e-04,-4.134979306040e-05,1.502868128075e-05
"                 507",-2.395016211801e-04,-4.931792277583e-04,5.927378680604e-04,-5.596377511065e-04,-5.083639955656e-04,5.520638413847e-04,-3.201361299263e-04,-1.518476780730e-05,-4.067402667571e-05
"                 508",-2.464264095119e-04,-4.926421848063e-04,5.854371912663e-04,-5.072434005472e-04,-5.016165518336e-04,5.382541226098e-04,-2.608169910353e-04,-8.974367027363e-06,-4.718306865650e-05
"                 509",-2.532490716529e-04,-4.924567212358e-04,5.792333592557e-04,-6.462929245978e-04,-5.221085318726e-04,5.204889051626e-04,-3.930438529449e-04,-2.965181063672e-05,-5.874445409310e-05
"                 510",-2.663284496374e-04,-4.925318570424e-04,5.738021450995e-04,-5.639633440435e-04,-5.034189633913e-04,5.400331478828e-04,-2.976348944061e-04,-1.088710634887e-05,-3.376899721667e-05
"                 511",-2.796052791294e-04,-4.933940371409e-04,5.708387526883e-04,-5.456505762313e-04,-5.132778728367e-04,5.778176988274e-04,-2.660452971019e-04,-1.988383569586e-05,6.978946139096e-06
"                 512",-2.940477348596e-04,-4.934816111764e-04,5.665720835344e-04,-6.481176929955e-04,-5.235988526964e-04,5.281740174182e-04,-3.540699581359e-04,-3.011724151998e-05,-3.839806611620e-05
"                 513",-3.140906399741e-04,-4.925865011545e-04,5.601412885796e-04,-5.576359194470e-04,-4.976422370478e-04,5.046189365993e-04,-2.435452794730e-04,-5.055735893288e-06,-5.552235198025e-05
"                 514",-3.226995128116e-04,-4.921192674835e-04,5.551221047660e-04,-5.328272183230e-04,-5.046130225387e-04,5.092396220076e-04,-2.101277055114e-04,-1.249375505520e-05,-4.588248275841e-05
"                 515",-3.273529542166e-04,-4.917618752864e-04,5.543408456341e-04,-7.426838430978e-04,-5.063844527131e-04,5.246199089473e-04,-4.153308888811e-04,-1.462257742669e-05,-2.972093668679e-05
"                 516",-3.371672806363e-04,-4.913896427146e-04,5.576034488831e-04,-5.989786397367e-04,-4.994269153024e-04,5.035352379446e-04,-2.618113591005e-04,-8.037272587805e-06,-5.406821093851e-05
"                 517",-3.391479488555e-04,-4.918896330226e-04,5.623671713059e-04,-6.101493599817e-04,-5.099480586081e-04,5.560850592548e-04,-2.710014111262e-04,-1.805842558551e-05,-6.282112051179e-06
"                 518",-3.449787194605e-04,-4.919336842067e-04,5.656138354345e-04,-7.018601994129e-04,-5.125066211129e-04,5.488821681666e-04,-3.568814799524e-04,-2.057293690619e-05,-1.673166726793e-05
"                 519",-3.512469559655e-04,-4.908699283682e-04,5.660146947393e-04,-6.418828899699e-04,-5.147517289484e-04,5.319752721836e-04,-2.906359340044e-04,-2.388180058015e-05,-3.403942255573e-05
"                 520",-3.534901182174e-04,-4.910397991477e-04,5.667981257787e-04,-5.914284505903e-04,-5.042036634342e-04,5.267236674067e-04,-2.379383323729e-04,-1.316386428652e-05,-4.007445837205e-05
"                 521",-3.493769542889e-04,-4.916907470679e-04,5.662422115024e-04,-6.593173940780e-04,-4.958791290196e-04,5.115011360622e-04,-3.099404397891e-04,-4.188381951698e-06,-5.474107544018e-05
"                 522",-3.418463826716e-04,-4.927881932917e-04,5.677820421815e-04,-6.723121641874e-04,-5.046607656166e-04,5.085503428418e-04,-3.304657815158e-04,-1.187257232499e-05,-5.923169933972e-05
"                 523",-3.313784024021e-04,-4.944830172902e-04,5.723722825959e-04,-5.756501173348e-04,-5.068827443211e-04,5.789495127617e-04,-2.442717149327e-04,-1.239972703082e-05,6.577230165730e-06
"                 524",-3.296226152891e-04,-4.956826171467e-04,5.803390960439e-04,-5.858268208088e-04,-5.052003101893e-04,5.266232610022e-04,-2.562042055197e-04,-9.517693042611e-06,-5.371583504167e-05
"                 525",-3.318036620946e-04,-4.960247085443e-04,5.868296391946e-04,-6.168169050801e-04,-5.091122836687e-04,5.614813503198e-04,-2.850132429855e-04,-1.308757512439e-05,-2.534828887474e-05
"                 526",-3.261010541241e-04,-4.965657415056e-04,5.916112372928e-04,-5.690232892008e-04,-4.945655852813e-04,5.604698687997e-04,-2.429222350766e-04,2.000156224360e-06,-3.114136849307e-05
"                 527",-3.160199430236e-04,-4.966977584936e-04,5.946428916553e-04,-5.984014046955e-04,-5.058738900403e-04,5.802973521448e-04,-2.823814616719e-04,-9.176131546725e-06,-1.434553951050e-05
"                 528",-3.074532907832e-04,-4.981516595504e-04,5.997336880077e-04,-5.503025643757e-04,-5.074833440328e-04,5.424515174007e-04,-2.428492735925e-04,-9.331684482321e-06,-5.728217060697e-05
"                 529",-2.927048857228e-04,-5.001554027277e-04,6.088495561264e-04,-5.349683873045e-04,-5.247749806908e-04,5.291315020634e-04,-2.422635015817e-04,-2.461957796306e-05,-7.971805406298e-05
"                 530",-2.815071586793e-04,-5.002736402051e-04,6.218385695614e-04,-5.630227303464e-04,-5.243535073449e-04,5.900343835283e-04,-2.815155716671e-04,-2.407986713979e-05,-3.180418603311e-05
"                 531",-2.790014813926e-04,-4.989011730012e-04,6.364855521169e-04,-5.426154689800e-04,-5.028057292660e-04,6.256891150897e-04,-2.636139875873e-04,-3.904556264758e-06,-1.079643702721e-05
"                 532",-2.732163931182e-04,-4.971243480676e-04,6.501174975155e-04,-5.925668927874e-04,-5.111241953459e-04,6.045961505944e-04,-3.193504996692e-04,-1.399984727833e-05,-4.552134692111e-05
"                 533",-2.643883088991e-04,-4.954464107933e-04,6.644153546235e-04,-7.401246746151e-04,-5.173864954082e-04,6.100052736023e-04,-4.757363657161e-04,-2.194008461490e-05,-5.441008102115e-05
"                 534",-2.615257950996e-04,-4.932235362740e-04,6.742830117302e-04,-5.632371399599e-04,-5.145556362981e-04,6.814141007991e-04,-3.017113448603e-04,-2.133210002416e-05,7.131089068933e-06
"                 535",-2.585734060919e-04,-4.918454316896e-04,6.819940739259e-04,-5.509085071442e-04,-5.028728983362e-04,6.722154943831e-04,-2.923351010523e-04,-1.102746664653e-05,-9.778579542856e-06
"                 536",-2.562070488276e-04,-4.888413249601e-04,6.916685931913e-04,-5.914899872704e-04,-5.133637425005e-04,6.596672008462e-04,-3.352829384428e-04,-2.452241754046e-05,-3.200139234515e-05
"                 537",-2.570488911787e-04,-4.845184777132e-04,7.035202319247e-04,-5.135508916884e-04,-4.856619343852e-04,6.522609646144e-04,-2.565020005097e-04,-1.143456671953e-06,-5.125926731023e-05
"                 538",-2.586416608062e-04,-4.808627021786e-04,7.145523236698e-04,-5.196692212093e-04,-4.873843087292e-04,6.647508852121e-04,-2.610275604031e-04,-6.521606550608e-06,-4.980143845769e-05
"                 539",-2.598186345692e-04,-4.778665276821e-04,7.218436156279e-04,-5.136035301381e-04,-5.002836973947e-04,7.179380787808e-04,-2.537848955688e-04,-2.241716971261e-05,-3.905536847099e-06
"                 540",-2.636424386063e-04,-4.761098889424e-04,7.244528235458e-04,-6.214481863419e-04,-4.667812579813e-04,6.420579837418e-04,-3.578057477355e-04,9.328630961139e-06,-8.239483980394e-05
"                 541",-2.677734679647e-04,-4.752042588128e-04,7.276264538639e-04,-5.415596701288e-04,-4.884436586053e-04,6.743672151403e-04,-2.737862021641e-04,-1.323939979246e-05,-5.325923872359e-05
