Time (s),PRESSURE_MOMENT_X,PRESSURE_MOMENT_Y,PRESSURE_MOMENT_Z,TOTAL_MOMENT_X,TOTAL_MOMENT_Y,TOTAL_MOMENT_Z,VISCOUS_MOMENT_X,VISCOUS_MOMENT_Y,VISCOUS_MOMENT_Z
"                  30",9.629069142935e-05,2.883273572909e-04,-1.889075155955e-03,-1.996245220322e-05,2.893565864499e-04,-1.907355894838e-03,-1.162531436326e-04,1.029229159062e-06,-1.828073888289e-05
"                  31",4.074359496226e-05,3.007106820056e-04,-1.756500133044e-03,-1.133013458049e-04,2.976221431337e-04,-1.790028133681e-03,-1.540449407671e-04,-3.088538871925e-06,-3.352800063723e-05
"                  32",-2.807472628107e-06,3.109823572638e-04,-1.631823646630e-03,-2.006599427743e-04,2.912905129730e-04,-1.626844748341e-03,-1.978524701462e-04,-1.969184429086e-05,4.978898289136e-06
"                  33",-5.105528133695e-05,3.193238255712e-04,-1.513374138131e-03,-1.777264275366e-04,2.996030449804e-04,-1.465054260599e-03,-1.266711461996e-04,-1.972078059076e-05,4.831987753143e-05
"                  34",-1.162294749982e-04,3.255217117529e-04,-1.397609586308e-03,-2.864667846289e-04,3.069960398585e-04,-1.377236506969e-03,-1.702373096307e-04,-1.852567189446e-05,2.037307933878e-05
"                  35",-1.927051944079e-04,3.306558680984e-04,-1.289479028076e-03,-5.253582305407e-04,2.885751384026e-04,-1.200463708154e-03,-3.326530361328e-04,-4.208072969583e-05,8.901531992143e-05
"                  36",-2.673733931744e-04,3.326687009654e-04,-1.191858294460e-03,-5.350311901616e-04,3.109752068965e-04,-1.141295168458e-03,-2.676577969872e-04,-2.169349406889e-05,5.056312600168e-05
"                  37",-3.323149623779e-04,3.319957965689e-04,-1.108572359002e-03,-5.624354207152e-04,3.217814196133e-04,-1.086523488697e-03,-2.301204583373e-04,-1.021437695556e-05,2.204887030452e-05
"                  38",-4.019713083395e-04,3.314172048248e-04,-1.039700357822e-03,-6.626994531440e-04,3.084302495364e-04,-1.013998522852e-03,-2.607281448045e-04,-2.298695528842e-05,2.570183497018e-05
"                  39",-4.726578524039e-04,3.293379416250e-04,-9.841984889613e-04,-7.163048243611e-04,2.971158300531e-04,-9.225570329897e-04,-2.436469719572e-04,-3.222211157196e-05,6.164145597156e-05
"                  40",-5.412185652133e-04,3.269547470619e-04,-9.374889969450e-04,-8.090592147047e-04,2.585117754503e-04,-8.386629528711e-04,-2.678406494914e-04,-6.844297161158e-05,9.882604407391e-05
"                  41",-5.964498916492e-04,3.249123403085e-04,-8.943908808342e-04,-8.525790662542e-04,2.867558275276e-04,-8.404078583645e-04,-2.561291746050e-04,-3.815651278085e-05,5.398302246972e-05
"                  42",-6.483335941120e-04,3.241684620488e-04,-8.515071262155e-04,-9.005498429760e-04,2.967027285630e-04,-7.639018357533e-04,-2.522162488640e-04,-2.746573348586e-05,8.760529046225e-05
"                  43",-6.572743905079e-04,3.073015626448e-04,-8.168254310698e-04,-1.095496081943e-03,2.580472794634e-04,-7.612833481887e-04,-4.382216914355e-04,-4.925428318138e-05,5.554208288105e-05
"                  44",-6.710041477280e-04,2.887655556908e-04,-7.890527517945e-04,-1.046455855462e-03,2.516049770198e-04,-7.442225095352e-04,-3.754517077344e-04,-3.716057867100e-05,4.483024225933e-05
"                  45",-6.947113083543e-04,2.707292594700e-04,-7.625222871589e-04,-9.804383032611e-04,2.321028789618e-04,-7.035508721738e-04,-2.857269949068e-04,-3.862638050820e-05,5.897141498511e-05
"                  46",-7.264304848942e-04,2.540573193841e-04,-7.358027652566e-04,-1.004579938314e-03,2.127465123745e-04,-6.355423781147e-04,-2.781494534203e-04,-4.131080700962e-05,1.002603871419e-04
"                  47",-7.607437838382e-04,2.387348749380e-04,-7.140531234547e-04,-1.084662005130e-03,1.855414702389e-04,-6.015932299230e-04,-3.239182212918e-04,-5.319340469912e-05,1.124598935317e-04
"                  48",-7.961035574947e-04,2.225185498112e-04,-6.929973698844e-04,-1.081790582498e-03,1.876985767045e-04,-6.485961408572e-04,-2.856870250034e-04,-3.481997310671e-05,4.440122902713e-05
"                  49",-8.255013375884e-04,2.047764416806e-04,-6.658089432876e-04,-1.086380591096e-03,1.801177143704e-04,-6.239178346138e-04,-2.608792535076e-04,-2.465872731024e-05,4.189110867376e-05
"                  50",-8.443576720280e-04,1.850409099523e-04,-6.382108326867e-04,-1.143443355383e-03,1.473534284822e-04,-5.958592553324e-04,-2.990856833552e-04,-3.768748147007e-05,4.235157735434e-05
"                  51",-8.511791240096e-04,1.665926074290e-04,-6.137924987912e-04,-1.177899288734e-03,1.217177945036e-04,-5.327211570046e-04,-3.267201647247e-04,-4.487481292540e-05,8.107134178662e-05
"                  52",-8.382712764033e-04,1.490088807331e-04,-5.956269571874e-04,-1.159005395322e-03,9.779849933540e-05,-5.096910490861e-04,-3.207341189186e-04,-5.121038139770e-05,8.593590810129e-05
"                  53",-8.046736418458e-04,1.301864263650e-04,-5.854027621075e-04,-1.062200286427e-03,8.949530681380e-05,-4.857766766321e-04,-2.575266445815e-04,-4.069111955117e-05,9.962608547534e-05
"                  54",-7.664864525267e-04,1.094049392793e-04,-5.773757104544e-04,-1.239323154285e-03,5.571062157521e-05,-5.303543819230e-04,-4.728367017584e-04,-5.369431770409e-05,4.702132853143e-05
"                  55",-7.328488758398e-04,8.655319766886e-05,-5.697975554348e-04,-1.108596767408e-03,3.415038739490e-05,-5.277596910547e-04,-3.757478915686e-04,-5.240281027396e-05,4.203786438007e-05
"                  56",-7.106417676109e-04,6.289624403723e-05,-5.623725075314e-04,-1.241542421834e-03,-9.326718546161e-06,-4.872340854499e-04,-5.309006542229e-04,-7.222296258340e-05,7.513842208149e-05
"                  57",-6.916822895181e-04,3.980578907506e-05,-5.561948705043e-04,-1.132084803985e-03,-2.450142551631e-05,-5.122898931076e-04,-4.404025144669e-04,-6.430721459137e-05,4.390497739670e-05
"                  58",-6.594996191087e-04,1.568713082269e-05,-5.511606028732e-04,-1.079124756299e-03,-4.271263424590e-05,-4.831081615494e-04,-4.196251371902e-04,-5.839976506859e-05,6.805244132376e-05
"                  59",-6.044882476395e-04,-9.645337488825e-06,-5.473285119733e-04,-1.053142000124e-03,-6.260328622563e-05,-5.566187888223e-04,-4.486537524846e-04,-5.295794873680e-05,-9.290276848988e-06
"                  60",-5.563202321988e-04,-3.340942378013e-05,-5.438887725378e-04,-8.651702610661e-04,-6.611644028913e-05,-5.227985740756e-04,-3.088500288673e-04,-3.270701650900e-05,2.109019846219e-05
"                  61",-5.252030254235e-04,-5.540285145755e-05,-5.366641837264e-04,-9.260481076655e-04,-1.063080681504e-04,-5.014673143641e-04,-4.008450822420e-04,-5.090521669285e-05,3.519686936226e-05
"                  62",-4.980929290162e-04,-7.755655093391e-05,-5.319984700189e-04,-8.029431014470e-04,-1.171216632456e-04,-4.773942699660e-04,-3.048501724308e-04,-3.956511231171e-05,5.460420005294e-05
"                  63",-4.636794004679e-04,-1.013835146297e-04,-5.329633915464e-04,-8.940783891758e-04,-1.512292741557e-04,-5.035125738612e-04,-4.303989887079e-04,-4.984575952599e-05,2.945081768520e-05
"                  64",-4.055970410823e-04,-1.268665486926e-04,-5.439893331490e-04,-8.157535478585e-04,-2.067988867942e-04,-4.137004548988e-04,-4.101565067762e-04,-7.993233810152e-05,1.302888782502e-04
"                  65",-3.513830314012e-04,-1.512614829804e-04,-5.616644691361e-04,-7.746577977568e-04,-1.983935636723e-04,-5.062448920427e-04,-4.232747663556e-04,-4.713208069197e-05,5.541957709342e-05
"                  66",-3.051477398389e-04,-1.740679166065e-04,-5.757482964378e-04,-8.401619283588e-04,-2.515781287868e-04,-4.525032450854e-04,-5.350141885199e-04,-7.751021218029e-05,1.232450513524e-04
"                  67",-2.957255723457e-04,-1.904405302182e-04,-5.681302693468e-04,-7.162272566815e-04,-2.445258336477e-04,-4.507548119625e-04,-4.205016843358e-04,-5.408530342944e-05,1.173754573842e-04
"                  68",-3.472953219586e-04,-1.890937416222e-04,-5.440795332532e-04,-7.465773385858e-04,-2.507406000135e-04,-4.341266488960e-04,-3.992820166272e-04,-6.164685839125e-05,1.099528843573e-04
"                  69",-3.702531287544e-04,-1.896679050789e-04,-5.229940547893e-04,-8.882567598206e-04,-2.851818723403e-04,-3.593739566127e-04,-5.180036310661e-04,-9.551396726134e-05,1.636200981765e-04
"                  70",-2.954933591990e-04,-2.113951852593e-04,-5.192470626382e-04,-6.622711011222e-04,-2.614054219789e-04,-4.565432927068e-04,-3.667777419231e-04,-5.001023671965e-05,6.270376993143e-05
"                  71",-2.227332680981e-04,-2.312913325810e-04,-5.134886691236e-04,-7.974107452923e-04,-2.778617098207e-04,-4.391401165683e-04,-5.746774771941e-04,-4.657037723965e-05,7.434855255534e-05
"                  72",-2.198541309552e-04,-2.357151010728e-04,-4.949695650418e-04,-6.508111362924e-04,-2.936317463088e-04,-4.036666427469e-04,-4.309570053372e-04,-5.791664523596e-05,9.130292229492e-05
"                  73",-2.010601175560e-04,-2.430150780905e-04,-4.695856139568e-04,-5.813081657089e-04,-3.028443464069e-04,-3.644161075808e-04,-3.802480481529e-04,-5.982926831645e-05,1.051695063760e-04
"                  74",-1.056919948087e-04,-2.671833550764e-04,-4.510064766901e-04,-3.846974512384e-04,-3.324522631678e-04,-3.056510881463e-04,-2.790054564297e-04,-6.526890809141e-05,1.453553885438e-04
"                  75",-2.880349751264e-05,-2.822571227281e-04,-4.342032106376e-04,-3.286811570841e-04,-3.513104069719e-04,-2.955267051697e-04,-2.998776595715e-04,-6.905328424388e-05,1.386765054678e-04
"                  76",2.270832509742e-05,-2.907537472427e-04,-4.073053994843e-04,-3.438531709241e-04,-3.519642503905e-04,-2.704193119646e-04,-3.665614960215e-04,-6.121050314780e-05,1.368860875197e-04
"                  77",-2.670938445120e-05,-2.784258924789e-04,-3.680754672604e-04,-4.171598922274e-04,-3.297563209591e-04,-3.111751771699e-04,-3.904505077762e-04,-5.133042848016e-05,5.690029009054e-05
"                  78",-7.722863726207e-05,-2.678340034277e-04,-3.279615360987e-04,-3.862502612593e-04,-3.392603464980e-04,-2.121882856591e-04,-3.090216239973e-04,-7.142634307025e-05,1.157732504396e-04
"                  79",-1.001554300296e-05,-2.858559518188e-04,-3.013246052046e-04,-3.573562357513e-04,-3.402602755916e-04,-2.130373345659e-04,-3.473406927483e-04,-5.440432377282e-05,8.828727063876e-05
"                  80",4.747324809585e-05,-2.945218863998e-04,-2.785250315477e-04,-2.141675565021e-04,-3.620650995950e-04,-2.198962961963e-04,-2.616408045979e-04,-6.754321319517e-05,5.862873535135e-05
"                  81",7.462862038465e-05,-2.963150902803e-04,-2.491291035304e-04,-3.471980918712e-04,-3.582234958149e-04,-1.966308152235e-04,-4.218267122558e-04,-6.190840553461e-05,5.249828830691e-05
"                  82",6.996132234240e-05,-2.941853503631e-04,-2.112307978884e-04,-2.690294262643e-04,-3.591035171144e-04,-1.650654435970e-04,-3.389907486067e-04,-6.491816675128e-05,4.616535429139e-05
"                  83",9.416343293251e-05,-3.043042913944e-04,-1.729238110231e-04,-2.111757969472e-04,-3.697061083535e-04,-5.701821908575e-05,-3.053392298798e-04,-6.540181695906e-05,1.159055919374e-04
"                  84",1.201307206045e-04,-3.094505372466e-04,-1.442321361842e-04,-9.814258370828e-05,-3.521612138791e-04,-3.960052886732e-05,-2.182733043128e-04,-4.271067663250e-05,1.046316073169e-04
"                  85",1.010861909858e-04,-2.979896008043e-04,-1.151106849734e-04,-8.393383689259e-05,-3.421108905875e-04,-8.734084197586e-06,-1.850200278784e-04,-4.412128978328e-05,1.063766007758e-04
"                  86",1.043971229895e-04,-2.883805497820e-04,-8.700628543470e-05,-1.895903472092e-04,-3.626857779679e-04,3.919822867858e-05,-2.939874701987e-04,-7.430522818594e-05,1.262045141133e-04
"                  87",1.189446491235e-04,-2.827862917218e-04,-6.832583808482e-05,-1.135161766850e-04,-3.390332671670e-04,3.175163030695e-05,-2.324608258085e-04,-5.624697544527e-05,1.000774683918e-04
"                  88",1.138749914196e-04,-2.787518823712e-04,-5.969539360475e-05,-7.947774264639e-05,-3.454636694780e-04,3.370033427444e-05,-1.933527340660e-04,-6.671178710677e-05,9.339572787919e-05
"                  89",5.068834344182e-06,-2.558847507874e-04,-4.222829301482e-05,-2.288349777329e-04,-2.863196339520e-04,8.989616053251e-06,-2.339038120770e-04,-3.043488316462e-05,5.121790906808e-05
"                  90",-1.160457181998e-04,-2.307440936549e-04,-1.693545712294e-05,-3.600070511407e-04,-2.909475896422e-04,6.670722966893e-05,-2.439613329409e-04,-6.020349598723e-05,8.364268679187e-05
"                  91",-1.603988463824e-04,-2.235822118348e-04,1.457377235377e-05,-3.642070559032e-04,-2.537155369956e-04,1.518072711155e-04,-2.038082095208e-04,-3.013332516079e-05,1.372334987617e-04
"                  92",-2.186186584919e-04,-2.056037450830e-04,5.265661413958e-05,-4.269472130103e-04,-2.682880902179e-04,1.728381643055e-04,-2.083285545184e-04,-6.268434513484e-05,1.201815501659e-04
"                  93",-2.639997886841e-04,-1.918999512210e-04,9.177614204718e-05,-5.639347102806e-04,-2.611329109627e-04,1.662629373394e-04,-2.999349215965e-04,-6.923295974170e-05,7.448679529218e-05
"                  94",-3.106450905025e-04,-1.842659212383e-04,1.261565850082e-04,-6.691292709730e-04,-2.501928898786e-04,2.354361950322e-04,-3.584841804706e-04,-6.592696864025e-05,1.092796100239e-04
"                  95",-3.632219590356e-04,-1.821139786677e-04,1.561463556162e-04,-6.135444815275e-04,-2.398809673575e-04,1.996535823532e-04,-2.503225224919e-04,-5.776698868976e-05,4.350722673694e-05
"                  96",-3.986755520557e-04,-1.837867141205e-04,1.844097621633e-04,-5.294063782529e-04,-2.464625473149e-04,2.911224154039e-04,-1.307308261972e-04,-6.267583319444e-05,1.067126532406e-04
"                  97",-3.901821236783e-04,-1.985349340703e-04,2.121854027890e-04,-4.549478236709e-04,-2.385129206695e-04,2.775633187463e-04,-6.476569999262e-05,-3.997798659920e-05,6.537791595732e-05
"                  98",-3.875556590618e-04,-2.065416949040e-04,2.411467702147e-04,-5.939851028139e-04,-2.333117116683e-04,3.036193085654e-04,-2.064294437521e-04,-2.677001676437e-05,6.247253835069e-05
"                  99",-4.285270930183e-04,-2.014065253846e-04,2.682398309856e-04,-6.279215735828e-04,-2.760686661936e-04,3.474737974940e-04,-1.993944805645e-04,-7.466214080903e-05,7.923396650838e-05
"                 100",-4.765637259537e-04,-1.988495643913e-04,2.952086494258e-04,-6.329283606374e-04,-2.550905565864e-04,3.454502103704e-04,-1.563646346837e-04,-5.624099219512e-05,5.024156094460e-05
"                 101",-5.266649875878e-04,-2.004082693835e-04,3.213307352059e-04,-7.584936982771e-04,-2.603785050259e-04,3.808322919221e-04,-2.318287106893e-04,-5.997023564236e-05,5.950155671624e-05
"                 102",-5.619876616614e-04,-2.039660065599e-04,3.426340051443e-04,-7.716333971217e-04,-2.898602129567e-04,4.269662626299e-04,-2.096457354603e-04,-8.589420639673e-05,8.433225748561e-05
"                 103",-5.888913595511e-04,-2.051183075983e-04,3.559861652176e-04,-6.648438110009e-04,-2.548640958724e-04,3.709661802822e-04,-7.595245144989e-05,-4.974578827408e-05,1.498001506462e-05
"                 104",-5.648390337148e-04,-2.180420502888e-04,3.660371375085e-04,-7.469044536477e-04,-3.130701258117e-04,4.464813524209e-04,-1.820654199329e-04,-9.502807552290e-05,8.044421491238e-05
"                 105",-5.566466942190e-04,-2.294123980151e-04,3.758338188218e-04,-9.747418190048e-04,-2.751923774830e-04,4.329731073442e-04,-4.180951247859e-04,-4.577997946796e-05,5.713928852240e-05
"                 106",-6.084393708901e-04,-2.305669848387e-04,3.823539056829e-04,-7.704325529802e-04,-2.926227579222e-04,4.507011814710e-04,-1.619931820902e-04,-6.205577308350e-05,6.834727578815e-05
"                 107",-6.686447099048e-04,-2.321888465742e-04,3.850721836967e-04,-9.937538192089e-04,-2.952701190285e-04,4.113751968174e-04,-3.251091093041e-04,-6.308127245429e-05,2.630301312079e-05
"                 108",-7.187689795555e-04,-2.343982491997e-04,3.841897155122e-04,-9.012985796735e-04,-2.772542873102e-04,4.442319716291e-04,-1.825296001180e-04,-4.285603811048e-05,6.004225611684e-05
"                 109",-7.497975687906e-04,-2.350634209383e-04,3.854953769990e-04,-9.272046376461e-04,-2.742129925888e-04,5.188505907434e-04,-1.774070688555e-04,-3.914957165050e-05,1.333552137444e-04
"                 110",-7.581269513357e-04,-2.361767371041e-04,3.888060207906e-04,-7.707992819710e-04,-3.432769924309e-04,4.921796779702e-04,-1.267233063532e-05,-1.071002553268e-04,1.033736571796e-04
"                 111",-7.566235253380e-04,-2.437128280315e-04,3.979441598769e-04,-9.275764513076e-04,-3.336822706261e-04,5.085848957980e-04,-1.709529259695e-04,-8.996944259464e-05,1.106407359211e-04
"                 112",-7.717421808200e-04,-2.526651386643e-04,4.105339629162e-04,-9.939294602532e-04,-3.573602140864e-04,4.487112555838e-04,-2.221872794331e-04,-1.046950754222e-04,3.817729266759e-05
"                 113",-8.007898209250e-04,-2.604177525270e-04,4.204075691254e-04,-8.669306187599e-04,-3.093735039252e-04,4.566711880646e-04,-6.614079783494e-05,-4.895575139829e-05,3.626361893912e-05
"                 114",-8.251783740699e-04,-2.671114960451e-04,4.224323369192e-04,-1.083471164276e-03,-3.345203724975e-04,4.371908069851e-04,-2.582927902058e-04,-6.740887645241e-05,1.475847006589e-05
"                 115",-8.464874969459e-04,-2.739019844893e-04,4.175979720157e-04,-1.156170135793e-03,-3.093301393980e-04,3.605174089902e-04,-3.096826388469e-04,-3.542815490869e-05,-5.708056302546e-05
"                 116",-8.579546751963e-04,-2.796635296629e-04,4.199678514506e-04,-9.299070313967e-04,-3.156880031017e-04,4.594781695713e-04,-7.195235620042e-05,-3.602447343872e-05,3.951031812070e-05
"                 117",-8.665614427282e-04,-2.839167564552e-04,4.373290931586e-04,-1.223965944424e-03,-3.540373504500e-04,5.299452301867e-04,-3.574045016959e-04,-7.012059399486e-05,9.261613702809e-05
"                 118",-8.747646205219e-04,-2.869682709818e-04,4.603973592536e-04,-9.877981544755e-04,-3.173432628727e-04,5.059414323559e-04,-1.130335339536e-04,-3.037499189091e-05,4.554407310227e-05
"                 119",-8.840819434915e-04,-2.886247217175e-04,4.793691212471e-04,-1.140901633719e-03,-3.620290569907e-04,5.587402547988e-04,-2.568196902272e-04,-7.340433527319e-05,7.937113355174e-05
"                 120",-8.940364051805e-04,-2.876713900831e-04,4.907810588840e-04,-1.173582355194e-03,-3.396655075527e-04,5.191529086675e-04,-2.795459500136e-04,-5.199411746954e-05,2.837184978347e-05
"                 121",-9.115193696595e-04,-2.840186705625e-04,4.988185830503e-04,-1.020881184936e-03,-3.550448129318e-04,5.701039121496e-04,-1.093618152763e-04,-7.102614236932e-05,7.128532909933e-05
"                 122",-9.355419856080e-04,-2.786685757026e-04,5.081143394692e-04,-1.162366177505e-03,-3.154393332806e-04,5.824874430114e-04,-2.268241918971e-04,-3.677075757801e-05,7.437310354220e-05
"                 123",-9.696311043325e-04,-2.711421782207e-04,5.237950891282e-04,-1.315695568569e-03,-3.470446170580e-04,5.539002976318e-04,-3.460644642360e-04,-7.590243883736e-05,3.010520850359e-05
"                 124",-1.018750761492e-03,-2.639270473633e-04,5.449600387237e-04,-1.205376072023e-03,-3.050855802191e-04,5.460788374292e-04,-1.866253105312e-04,-4.115853285576e-05,1.118798705509e-06
"                 125",-1.058647322470e-03,-2.589052596529e-04,5.622993904732e-04,-1.180688359056e-03,-2.842656674356e-04,5.935784190443e-04,-1.220410365857e-04,-2.536040778278e-05,3.127902857104e-05
"                 126",-1.097470553207e-03,-2.537386963464e-04,5.753119452461e-04,-1.316122843751e-03,-3.071950155755e-04,6.435006205110e-04,-2.186522905440e-04,-5.345631922912e-05,6.818867526491e-05
"                 127",-1.135057931996e-03,-2.474343565868e-04,5.890875592670e-04,-1.331153650735e-03,-2.825938816013e-04,6.690279637233e-04,-1.960957187395e-04,-3.515952501442e-05,7.994040445624e-05
"                 128",-1.163134245222e-03,-2.390983639253e-04,6.000951824049e-04,-1.384289693737e-03,-2.693725854112e-04,5.961840895805e-04,-2.211554485145e-04,-3.027422148587e-05,-3.911092824392e-06
"                 129",-1.186327477271e-03,-2.307075205863e-04,6.106724299269e-04,-1.434477428077e-03,-3.150023224066e-04,6.482720225946e-04,-2.481499508062e-04,-8.429480182037e-05,3.759959266770e-05
"                 130",-1.203993273154e-03,-2.243038091752e-04,6.188854926191e-04,-1.402952131434e-03,-2.990678907191e-04,6.474048314919e-04,-1.989588582797e-04,-7.476408154392e-05,2.851933887282e-05
"                 131",-1.213819303819e-03,-2.214821221685e-04,6.245311130896e-04,-1.391003914285e-03,-2.658655193098e-04,6.299102704467e-04,-1.771846104658e-04,-4.438339714138e-05,5.379157357122e-06
"                 132",-1.212840779579e-03,-2.204842151380e-04,6.258583889137e-04,-1.569714343350e-03,-2.699450725121e-04,5.388307935771e-04,-3.568735637710e-04,-4.946085737412e-05,-8.702759533662e-05
"                 133",-1.210188873989e-03,-2.204048931252e-04,6.251555040701e-04,-1.380360033575e-03,-2.691025090365e-04,6.208285619551e-04,-1.701711595859e-04,-4.869761591131e-05,-4.326942115026e-06
"                 134",-1.215015789449e-03,-2.188080227615e-04,6.263554570029e-04,-1.411457041676e-03,-2.480438826806e-04,6.142171479541e-04,-1.964412522270e-04,-2.923585991908e-05,-1.213830904876e-05
"                 135",-1.159092938690e-03,-2.324535818341e-04,6.274028093932e-04,-1.300050779809e-03,-2.941235249810e-04,6.398129149094e-04,-1.409578411194e-04,-6.166994314691e-05,1.241010551615e-05
