Time (s),PRESSURE_MOMENT_X,PRESSURE_MOMENT_Y,PRESSURE_MOMENT_Z,TOTAL_MOMENT_X,TOTAL_MOMENT_Y,TOTAL_MOMENT_Z,VISCOUS_MOMENT_X,VISCOUS_MOMENT_Y,VISCOUS_MOMENT_Z
"                 502",5.626887906168e-04,-1.429105469938e-03,1.969609546085e-03,-2.409245067583e-05,-1.563123982253e-03,1.880636015148e-03,-5.867812412926e-04,-1.340185123156e-04,-8.897353093660e-05
"                 503",4.997305243141e-04,-1.417635245806e-03,2.013308214943e-03,5.308286127592e-05,-1.477046800113e-03,2.258163473735e-03,-4.466476630381e-04,-5.941155430703e-05,2.448552587925e-04
"                 504",4.252559166149e-04,-1.395311746936e-03,2.080529225924e-03,-4.484121846923e-05,-1.403133102877e-03,2.175069758654e-03,-4.700971350841e-04,-7.821355940534e-06,9.454053273051e-05
"                 505",3.892896633339e-04,-1.379540111658e-03,2.143177898114e-03,-3.726271371298e-05,-1.447920821991e-03,2.374315499477e-03,-4.265523770469e-04,-6.838071033216e-05,2.311376013629e-04
"                 506",3.838814753374e-04,-1.371490976161e-03,2.174575800669e-03,-6.209789251810e-05,-1.431691004331e-03,2.355915903201e-03,-4.459793678555e-04,-6.020002816947e-05,1.813401025320e-04
"                 507",4.004943853004e-04,-1.361684028972e-03,2.175394236952e-03,6.918151818471e-05,-1.423280288463e-03,2.395809395547e-03,-3.313128671157e-04,-6.159625949017e-05,2.204151585947e-04
"                 508",3.867771615612e-04,-1.360414010587e-03,2.165424543048e-03,-1.176335588516e-04,-1.463204606552e-03,2.282461136468e-03,-5.044107204128e-04,-1.027905959650e-04,1.170365934199e-04
"                 509",4.486639544670e-04,-1.373344693344e-03,2.151700580362e-03,-1.096382122534e-04,-1.436901941967e-03,2.341856208001e-03,-5.583021667204e-04,-6.355724862359e-05,1.901556276393e-04
"                 510",4.818197273488e-04,-1.376669513249e-03,2.154406892510e-03,8.745584091547e-05,-1.433746113753e-03,2.285858124583e-03,-3.943638864333e-04,-5.707660050327e-05,1.314512320734e-04
"                 511",5.541650802770e-04,-1.386191708583e-03,2.148574819634e-03,1.442066668982e-06,-1.415423631754e-03,2.435927214714e-03,-5.527230136080e-04,-2.923192317090e-05,2.873523950800e-04
"                 512",6.539501899687e-04,-1.391791059353e-03,2.135592833954e-03,-5.206830351733e-06,-1.403645123888e-03,2.260222924491e-03,-6.591570203205e-04,-1.185406453558e-05,1.246300905375e-04
"                 513",8.008595541772e-04,-1.401975681693e-03,2.103632532824e-03,2.044686779457e-04,-1.462722455850e-03,2.412342825659e-03,-5.963908762315e-04,-6.074677415658e-05,3.087102928353e-04
"                 514",8.629053714520e-04,-1.401708267247e-03,2.070658446436e-03,5.321627977104e-04,-1.451118731172e-03,2.236988437936e-03,-3.307425737416e-04,-4.941046392507e-05,1.663299915001e-04
"                 515",9.107562124789e-04,-1.404380979845e-03,2.028295523369e-03,3.871057979995e-04,-1.459177198185e-03,2.308883522808e-03,-5.236504144793e-04,-5.479621834002e-05,2.805879994387e-04
"                 516",9.838737839482e-04,-1.409825014151e-03,1.985381598753e-03,6.250214731290e-04,-1.473815835364e-03,2.199373863530e-03,-3.588523108193e-04,-6.399082121301e-05,2.139922647770e-04
"                 517",1.063790311510e-03,-1.421979571914e-03,1.945279760699e-03,6.963818361473e-04,-1.518449593291e-03,2.112748839217e-03,-3.674084753628e-04,-9.647002137731e-05,1.674690785180e-04
"                 518",1.214440319061e-03,-1.454374841625e-03,1.905548925919e-03,8.850044058553e-04,-1.521996083992e-03,2.207450425776e-03,-3.294359132057e-04,-6.762124236725e-05,3.019014998570e-04
"                 519",1.227690283559e-03,-1.451087251694e-03,1.857646696887e-03,5.554870604345e-04,-1.470514583923e-03,2.041105713971e-03,-6.722032231243e-04,-1.942733222943e-05,1.834590170844e-04
"                 520",1.289163124828e-03,-1.459510067442e-03,1.797701370142e-03,7.138136245652e-04,-1.470287675209e-03,2.129573736768e-03,-5.753495002630e-04,-1.077760776735e-05,3.318723666256e-04
"                 521",1.212879692684e-03,-1.446138703021e-03,1.760057771206e-03,7.492249636913e-04,-1.492281662394e-03,2.042042565482e-03,-4.636547289930e-04,-4.614295937337e-05,2.819847942758e-04
"                 522",1.234991199743e-03,-1.451879994824e-03,1.721907344393e-03,8.726602814411e-04,-1.495646400610e-03,1.764030888296e-03,-3.623309183020e-04,-4.376640578594e-05,4.212354390231e-05
"                 523",1.307939278855e-03,-1.461002684602e-03,1.692092987247e-03,7.442679515038e-04,-1.602416943965e-03,1.739539234628e-03,-5.636713273514e-04,-1.414142593632e-04,4.744624738084e-05
"                 524",1.420824525427e-03,-1.478869890023e-03,1.671100701080e-03,8.557510718180e-04,-1.548593155115e-03,1.874381818898e-03,-5.650734536094e-04,-6.972326509192e-05,2.032811178172e-04
"                 525",1.523856552045e-03,-1.486202405167e-03,1.685563430181e-03,1.262227887775e-03,-1.557489128271e-03,1.916232808367e-03,-2.616286642703e-04,-7.128672310337e-05,2.306693781857e-04
"                 526",1.533591192918e-03,-1.487200207162e-03,1.710842334801e-03,1.134146575160e-03,-1.514285410429e-03,1.770988425143e-03,-3.994446177571e-04,-2.708520326720e-05,6.014609034207e-05
"                 527",1.503606886551e-03,-1.483257057296e-03,1.729559621917e-03,1.051345730322e-03,-1.533904045155e-03,1.972427713479e-03,-4.522611562292e-04,-5.064698785855e-05,2.428680915616e-04
"                 528",1.490929230147e-03,-1.472674504740e-03,1.745034757558e-03,1.008002176150e-03,-1.598746133092e-03,1.835086744063e-03,-4.829270539973e-04,-1.260716283524e-04,9.005198650481e-05
"                 529",1.569110466996e-03,-1.492040463036e-03,1.752321043244e-03,1.258682151242e-03,-1.562999701956e-03,1.918094902664e-03,-3.104283157543e-04,-7.095923891947e-05,1.657738594198e-04
"                 530",1.674630806529e-03,-1.520164685126e-03,1.754804919355e-03,1.101173772435e-03,-1.529315575637e-03,1.930578812458e-03,-5.734570340939e-04,-9.150890511049e-06,1.757738931038e-04
"                 531",1.740132634700e-03,-1.537686043712e-03,1.758587983353e-03,1.344143021641e-03,-1.604475361576e-03,2.019156140105e-03,-3.959896130581e-04,-6.678931786438e-05,2.605681567519e-04
"                 532",1.737671185755e-03,-1.547115502462e-03,1.770815195883e-03,1.244988093820e-03,-1.583072824139e-03,1.891255083403e-03,-4.926830919352e-04,-3.595732167671e-05,1.204398875199e-04
"                 533",1.587378873881e-03,-1.539267177896e-03,1.767486755531e-03,1.180189470051e-03,-1.623806283058e-03,2.003616280723e-03,-4.071894038305e-04,-8.453910516263e-05,2.361295251916e-04
"                 534",1.551371353008e-03,-1.538980696252e-03,1.751107577247e-03,9.944354300208e-04,-1.564465499110e-03,2.021877495611e-03,-5.569359229870e-04,-2.548480285820e-05,2.707699183632e-04
"                 535",1.608417153335e-03,-1.550771812055e-03,1.719754374838e-03,1.342845858211e-03,-1.603332813865e-03,1.959560213023e-03,-2.655712951238e-04,-5.256100181029e-05,2.398058381844e-04
"                 536",1.657683578302e-03,-1.560511207802e-03,1.686591486327e-03,1.267759985370e-03,-1.631457127427e-03,1.892009215671e-03,-3.899235929321e-04,-7.094591962449e-05,2.054177293445e-04
"                 537",1.739299534146e-03,-1.582444889567e-03,1.650148109974e-03,1.458145146868e-03,-1.687055820248e-03,1.866446015180e-03,-2.811543872786e-04,-1.046109306809e-04,2.162979052052e-04
"                 538",1.758069053083e-03,-1.599439530555e-03,1.632808539125e-03,9.827392055054e-04,-1.617291166969e-03,1.883336370505e-03,-7.753298475776e-04,-1.785163641350e-05,2.505278313804e-04
"                 539",1.751126578052e-03,-1.614493925536e-03,1.615450729006e-03,1.342665234599e-03,-1.663112883690e-03,1.747945947646e-03,-4.084613434532e-04,-4.861895815420e-05,1.324952186401e-04
"                 540",1.731846056479e-03,-1.627281220310e-03,1.603300039856e-03,1.152023156043e-03,-1.667084189620e-03,1.672209382335e-03,-5.798229004364e-04,-3.980296930951e-05,6.890934247928e-05
"                 541",1.839324116098e-03,-1.640895780304e-03,1.581059204194e-03,1.331005076374e-03,-1.671849860628e-03,1.746193595679e-03,-5.083190397239e-04,-3.095408032321e-05,1.651343914852e-04
"                 542",1.911421519392e-03,-1.643995627931e-03,1.553097043983e-03,1.528617054764e-03,-1.683314486193e-03,1.661486267408e-03,-3.828044646284e-04,-3.931885826113e-05,1.083892234249e-04
"                 543",1.932213494277e-03,-1.630260086435e-03,1.524556136029e-03,1.603722073066e-03,-1.693121358020e-03,1.787590999036e-03,-3.284914212111e-04,-6.286127158499e-05,2.630348630075e-04
"                 544",1.901970819748e-03,-1.613495034490e-03,1.515948427509e-03,1.488838150937e-03,-1.694334018785e-03,1.616093961241e-03,-4.131326688110e-04,-8.083898429480e-05,1.001455337312e-04
"                 545",1.948969151128e-03,-1.614290844699e-03,1.507061102128e-03,1.607798703326e-03,-1.669361998056e-03,1.714585206607e-03,-3.411704478018e-04,-5.507115335731e-05,2.075241044797e-04
"                 546",1.974762978398e-03,-1.614898649320e-03,1.506066086456e-03,1.425942273159e-03,-1.653212406696e-03,1.562261646897e-03,-5.488207052385e-04,-3.831375737683e-05,5.619556044130e-05
"                 547",1.978511327525e-03,-1.620278476676e-03,1.505684471458e-03,1.564991130605e-03,-1.673927437221e-03,1.726450022698e-03,-4.135201969203e-04,-5.364896054494e-05,2.207655512396e-04
"                 548",1.961824358842e-03,-1.626618409465e-03,1.515900292285e-03,1.480878759963e-03,-1.712000087772e-03,1.754834264872e-03,-4.809455988787e-04,-8.538167830673e-05,2.389339725871e-04
"                 549",1.989993293011e-03,-1.630146185210e-03,1.530660652319e-03,1.619646114118e-03,-1.649086238721e-03,1.715042418400e-03,-3.703471788928e-04,-1.894005351104e-05,1.843817660805e-04
"                 550",1.946255835768e-03,-1.623981017046e-03,1.562550669719e-03,1.389079669675e-03,-1.654153787294e-03,1.801336548734e-03,-5.571761660932e-04,-3.017277024757e-05,2.387858790159e-04
"                 551",1.899687544482e-03,-1.605487690447e-03,1.616051924677e-03,1.344074491814e-03,-1.655806620945e-03,1.890845092545e-03,-5.556130526678e-04,-5.031893049786e-05,2.747931678674e-04
"                 552",1.837081314122e-03,-1.581466200615e-03,1.686441491677e-03,1.474786223186e-03,-1.641315328511e-03,1.862429520428e-03,-3.622950909356e-04,-5.984912789586e-05,1.759880287515e-04
"                 553",1.818276404305e-03,-1.558456293744e-03,1.766425371777e-03,1.373892525197e-03,-1.611546480144e-03,2.068838813047e-03,-4.443838791088e-04,-5.309018639991e-05,3.024134412702e-04
